""	"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"137"	"Insulin secretion"	22	-0.76753	0.94082	1	0.76753	0.059176	0.72918	-11.786	0.26625	0.61304	10	-9.2857	0.41152	0.73853	12	-7.4824	0.22454	0.78406
"138"	"Insulin signaling pathway"	77	0.78852	0.06202	0.38604	-0.78852	0.93798	1	-28.09	0.65682	0.99337	34	-12.81	0.063899	0.36695	43	-26.199	0.98112	0.99976
"139"	"Intestinal immune network for IgA production"	2	-0.24216	0.68089	0.99213	0.24216	0.31911	0.9733	-6.2426	0.71928	0.99992	0				2	-6.2426	0.74938	0.99976
"140"	"JAK-STAT signaling pathway"	18	0.14111	0.37943	0.85764	-0.14111	0.62057	1	-17.225	0.89733	0.99992	7	-7.3277	0.39268	0.73853	11	-16.189	0.9754	0.99976
"141"	"Kaposi sarcoma-associated herpesvirus infection"	59	0.0064452	0.50762	0.89097	-0.0064452	0.49238	1	-27.608	0.89648	0.99992	29	-17.704	0.60712	0.83479	30	-21.31	0.94385	0.99976
"142"	"Legionellosis"	23	-0.36364	0.74124	0.99213	0.36364	0.25876	0.94152	-8.0206	0.031636	0.26802	13	-7.6495	0.15876	0.51814	10	-3.4421	0.047687	0.47473
"143"	"Leishmaniasis"	15	-0.55603	0.8592	1	0.55603	0.1408	0.83335	-13.695	0.70304	0.99733	4	-8.3098	0.7238	0.88737	11	-10.982	0.66397	0.99976
"144"	"Leukocyte transendothelial migration"	50	0.81315	0.052563	0.35037	-0.81315	0.94744	1	-20.562	0.4003	0.76344	29	-14.302	0.24922	0.59999	21	-14.922	0.6955	0.99976
"145"	"Linoleic acid metabolism"	3	-0.085912	0.5881	0.93911	0.085912	0.4119	1	-10.163	0.90103	0.99992	0				3	-10.163	0.92788	0.99976
"146"	"Long-term depression"	24	0.39537	0.22551	0.70907	-0.39537	0.77449	1	-10.844	0.1416	0.45743	14	-6.7037	0.082066	0.39947	10	-8.8682	0.45666	0.93776
"147"	"Long-term potentiation"	29	-0.70566	0.89969	1	0.70566	0.10031	0.7649	-10.22	0.036736	0.27328	15	-10.73	0.35726	0.72675	14	-3.6029	0.018253	0.3746
"148"	"Longevity regulating pathway"	44	0.18097	0.35944	0.85764	-0.18097	0.64056	1	-24.014	0.86049	0.99992	25	-16.051	0.56426	0.80193	19	-18.131	0.94934	0.99976
"149"	"Lysine degradation"	22	0.50326	0.15056	0.5932	-0.50326	0.84944	1	-8.3887	0.057824	0.31493	12	-5.6792	0.070082	0.38545	10	-6.2212	0.19234	0.78226
"150"	"Lysosome"	41	-0.088017	0.54614	0.9203	0.088017	0.45386	1	-25.42	0.95173	0.99992	22	-20.052	0.92547	0.98191	19	-15.765	0.8287	0.99976
"151"	"MAPK signaling pathway"	80	-0.46505	0.82815	1	0.46505	0.17185	0.93786	-28.057	0.6347	0.98389	37	-21.263	0.739	0.88737	43	-18.546	0.44507	0.93776
"152"	"Malaria"	13	1.5417	0.00087132	0.023163	-1.5417	0.99913	1	-9.7141	0.37217	0.73651	11	-5.6098	0.093188	0.41309	2	-11.61	0.98617	0.99976
"153"	"Mannose type O-glycan biosynthesis"	1	0	0.48706	0.88954	0	0.51294	1	-8.2095	0.93209	0.99992	1	-8.2095	0.92991	0.98191	0			
"154"	"Maturity onset diabetes of the young"	1	0	0.48706	0.88954	0	0.51294	1	-8.2095	0.93209	0.99992	1	-8.2095	0.92991	0.98191	0			
"155"	"Measles"	40	-0.060946	0.54468	0.9203	0.060946	0.45532	1	-25.407	0.9507	0.99992	16	-14.582	0.70367	0.88182	24	-20.895	0.96996	0.99976
"156"	"Melanogenesis"	23	-0.13319	0.58232	0.93559	0.13319	0.41768	1	-12.85	0.29974	0.63456	12	-11.209	0.54645	0.80193	11	-6.8735	0.21348	0.78406
"157"	"Melanoma"	14	0.095853	0.42257	0.88954	-0.095853	0.57743	1	-14.849	0.8325	0.99992	9	-12.439	0.81325	0.9472	5	-8.1576	0.71305	0.99976
"158"	"Metabolism of xenobiotics by cytochrome P450"	19	0.63144	0.10857	0.50174	-0.63144	0.89143	1	-8.5341	0.098027	0.40403	11	-2.1655	0.010292	0.20688	8	-10.613	0.74938	0.99976
"159"	"MicroRNAs in cancer"	43	0.56644	0.12618	0.54506	-0.56644	0.87382	1	-27.275	0.98595	0.99992	26	-19.486	0.82543	0.9539	17	-19.281	0.98111	0.99976
"160"	"Mineral absorption"	12	-2.2812	0.99999	1	2.2812	8.5576e-06	0.00087003	-4.164	0.031028	0.26802	4	-5.5898	0.42748	0.74683	8	-1.1473	0.026757	0.3746
"161"	"Mismatch repair"	7	-0.59641	0.89195	1	0.59641	0.10805	0.79024	-10.896	0.78896	0.99992	5	-13.04	0.95825	0.99785	2	0.23285	0.12042	0.67723
"162"	"Mitophagy"	33	1.7009	0.0009474	0.023163	-1.7009	0.99905	1	-18.405	0.61178	0.96986	18	-7.5658	0.049528	0.34702	15	-19.011	0.98771	0.99976
"163"	"Morphine addiction"	14	0.67668	0.091655	0.49376	-0.67668	0.90835	1	-10.621	0.41531	0.7819	9	-6.6817	0.22157	0.57298	5	-8.8071	0.77603	0.99976
"164"	"Mucin type O-glycan biosynthesis"	1	0.041178	0.45526	0.88954	-0.041178	0.54474	1	-1.8405	0.37429	0.73651	1	-1.8405	0.36913	0.73577	0			
"165"	"N-Glycan biosynthesis"	13	0.46187	0.16772	0.62384	-0.46187	0.83228	1	-14.425	0.8445	0.99992	8	-6.271	0.22885	0.57341	5	-15.327	0.99685	0.99976
"166"	"NF-kappa B signaling pathway"	20	1.1534	0.014997	0.16457	-1.1534	0.985	1	-20.269	0.97031	0.99992	11	-9.4973	0.42101	0.74429	9	-19.716	0.99919	0.99976
"167"	"NOD-like receptor signaling pathway"	50	0.61679	0.10857	0.50174	-0.61679	0.89143	1	-22.975	0.67608	0.99477	20	-7.905	0.049371	0.34702	30	-23.207	0.98341	0.99976
"168"	"Natural killer cell mediated cytotoxicity"	27	-0.37284	0.76768	0.99213	0.37284	0.23232	0.93786	-15.693	0.49966	0.86589	16	-13.191	0.56087	0.80193	11	-8.678	0.39761	0.93776
"169"	"Necroptosis"	58	-0.29482	0.69812	0.99213	0.29482	0.30188	0.97306	-20.615	0.2416	0.58243	22	-7.2317	0.0149	0.21073	36	-20.513	0.81527	0.99976
"170"	"Neomycin, kanamycin and gentamicin biosynthesis"	2	1.4166	0.0031409	0.059873	-1.4166	0.99686	1	0.51722	0.089601	0.40403	1	1.8729	0.082404	0.39947	1	-1.1415	0.31232	0.87169
"171"	"Neuroactive ligand-receptor interaction"	9	1.1642	0.0097388	0.13501	-1.1642	0.99026	1	-6.2917	0.22168	0.55421	9	-6.2917	0.18967	0.55227	0			
"172"	"Neurotrophin signaling pathway"	48	-0.2526	0.69674	0.99213	0.2526	0.30326	0.97306	-22.601	0.6784	0.99477	19	-14.241	0.57788	0.81191	29	-17.55	0.71467	0.99976
"173"	"Nicotinate and nicotinamide metabolism"	18	-0.66886	0.90318	1	0.66886	0.096819	0.7649	-16.32	0.84369	0.99992	7	-7.6795	0.43149	0.74943	11	-14.75	0.93827	0.99976
"174"	"Nitrogen metabolism"	7	0.94794	0.023519	0.22417	-0.94794	0.97648	1	-1.5887	0.035619	0.2716	4	-0.074028	0.039345	0.3246	3	-2.3413	0.21152	0.78406
"175"	"Non-alcoholic fatty liver disease (NAFLD)"	96	-0.21797	0.66222	0.99154	0.21797	0.33778	1	-25.395	0.10879	0.41059	39	-15.392	0.11298	0.44453	57	-20.225	0.31725	0.87169
"176"	"Non-homologous end-joining"	5	0.63932	0.093895	0.49376	-0.63932	0.9061	1	-4.7752	0.29361	0.6281	5	-4.7752	0.26033	0.61855	0			
"177"	"Non-small cell lung cancer"	23	-0.034354	0.50774	0.89097	0.034354	0.49226	1	-16.493	0.68423	0.99733	12	-13.613	0.7906	0.92445	11	-9.6304	0.50908	0.97824
"178"	"Notch signaling pathway"	6	0.12643	0.39367	0.85764	-0.12643	0.60633	1	-17.042	0.99686	0.99992	6	-17.042	0.99375	0.99785	0			
"179"	"Nucleotide excision repair"	11	0.33401	0.25957	0.76187	-0.33401	0.74043	1	-11.829	0.6953	0.99733	7	-8.2309	0.49353	0.79128	4	-8.7278	0.79573	0.99976
"180"	"Olfactory transduction"	11	-0.57929	0.87989	1	0.57929	0.12011	0.79292	-11.525	0.66433	0.99477	3	-5.8409	0.55145	0.80193	8	-9.9371	0.68678	0.99976
"181"	"One carbon pool by folate"	11	-0.21914	0.6762	0.99213	0.21914	0.3238	0.97782	-8.8077	0.36346	0.72932	7	-7.9579	0.4627	0.77896	4	-4.0785	0.30597	0.87169
"182"	"Oocyte meiosis"	41	-0.97581	0.96753	1	0.97581	0.032473	0.55146	-12.568	0.026123	0.25283	17	-11.414	0.33739	0.70792	24	-6.8208	0.017329	0.3746
"183"	"Osteoclast differentiation"	32	-0.82896	0.95027	1	0.82896	0.049727	0.6894	-21.608	0.89402	0.99992	10	-13.576	0.83639	0.95437	22	-16.907	0.83279	0.99976
"184"	"Other glycan degradation"	6	0.57825	0.12688	0.54506	-0.57825	0.87312	1	-7.3817	0.47587	0.84877	4	-4.4623	0.30683	0.68529	2	-6.4748	0.76996	0.99976
"185"	"Other types of O-glycan biosynthesis"	4	0.42633	0.17765	0.63542	-0.42633	0.82235	1	-5.8677	0.47073	0.84455	4	-5.8677	0.45882	0.77868	0			
"186"	"Ovarian steroidogenesis"	9	0.1513	0.38857	0.85764	-0.1513	0.61143	1	-13.071	0.88012	0.99992	3	-5.8894	0.55692	0.80193	6	-11.844	0.9118	0.99976
"187"	"Oxidative phosphorylation"	93	-0.89795	0.96473	1	0.89795	0.035266	0.55146	-17.962	0.001531	0.05837	33	-13.211	0.096463	0.41521	60	-12.565	0.0015796	0.09288
"188"	"Oxytocin signaling pathway"	63	-0.38703	0.77613	0.99623	0.38703	0.22387	0.93786	-18.515	0.060888	0.3258	28	-11.156	0.056011	0.34702	35	-14.861	0.25511	0.83337
"189"	"PI3K-Akt signaling pathway"	101	0.20438	0.32703	0.83819	-0.20438	0.67297	1	-35.064	0.91443	0.99992	52	-21.215	0.35498	0.72675	49	-28.486	0.98951	0.99976
"190"	"PPAR signaling pathway"	35	1.6497	0.00058729	0.021628	-1.6497	0.99941	1	-10.533	0.022448	0.24442	21	-5.0122	0.0045307	0.20688	14	-10.515	0.45502	0.93776
"191"	"Pancreatic cancer"	31	0.64095	0.10673	0.50174	-0.64095	0.89327	1	-20.604	0.86758	0.99992	17	-13.023	0.51521	0.79128	14	-16.309	0.93884	0.99976
"192"	"Pancreatic secretion"	23	0.032076	0.4573	0.88954	-0.032076	0.5427	1	-11.419	0.17881	0.50035	14	-10.182	0.34515	0.71528	9	-5.5557	0.18708	0.78226
"193"	"Pantothenate and CoA biosynthesis"	8	-0.28923	0.70113	0.99213	0.28923	0.29887	0.97306	-9.5682	0.61372	0.96986	4	-8.8354	0.77165	0.91672	4	-4.6961	0.37064	0.9067
"194"	"Parathyroid hormone synthesis, secretion and action"	23	0.2569	0.29603	0.79902	-0.2569	0.70397	1	-16.657	0.70012	0.99733	14	-15.033	0.83805	0.95437	9	-7.8775	0.41057	0.93776
"195"	"Parkinson disease"	98	-0.42979	0.77738	0.99623	0.42979	0.22262	0.93786	-19.111	0.001379	0.05837	36	-11.067	0.010767	0.20688	62	-15.594	0.015538	0.3746
"196"	"Pathogenic Escherichia coli infection"	33	-0.072823	0.57185	0.93559	0.072823	0.42815	1	-14.379	0.20051	0.53123	19	-9.798	0.14799	0.49947	14	-10.662	0.47167	0.93776
"197"	"Pathways in cancer"	140	0.57408	0.11135	0.50691	-0.57408	0.88865	1	-38.509	0.79542	0.99992	74	-27.134	0.50912	0.79128	66	-27.354	0.8563	0.99976
"198"	"Pentose and glucuronate interconversions"	7	0.4321	0.18156	0.63652	-0.4321	0.81844	1	-0.66429	0.019564	0.23868	3	0.53995	0.04546	0.34702	4	-1.3464	0.09833	0.64242
"199"	"Pentose phosphate pathway"	22	-0.69503	0.92127	1	0.69503	0.078734	0.75043	-8.3825	0.057624	0.31493	9	-2.9856	0.033587	0.31082	13	-8.4205	0.28404	0.8504
"200"	"Peroxisome"	42	0.51477	0.1517	0.5932	-0.51477	0.8483	1	-19.506	0.48923	0.85752	21	-9.4047	0.082249	0.39947	21	-18.181	0.9274	0.99976
"201"	"Pertussis"	28	0.46698	0.17225	0.63297	-0.46698	0.82775	1	-12.974	0.20204	0.53123	14	-9.2203	0.2505	0.59999	14	-9.1281	0.30504	0.87169
"202"	"Phagosome"	59	0.76872	0.060653	0.3854	-0.76872	0.93935	1	-16.191	0.022637	0.24442	32	-12.12	0.054543	0.34702	27	-10.74	0.10185	0.65092
"203"	"Phenylalanine metabolism"	6	-0.023151	0.50747	0.89097	0.023151	0.49253	1	-3.7463	0.13313	0.45201	2	0.046099	0.10786	0.44453	4	-4.6209	0.36253	0.9067
"204"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	2	-0.74573	0.92542	1	0.74573	0.074579	0.75043	-0.47025	0.14408	0.45775	0				2	-0.47025	0.1654	0.75009
"205"	"Phosphatidylinositol signaling system"	28	-0.19142	0.62489	0.96748	0.19142	0.37511	1	-20.891	0.90438	0.99992	14	-16.117	0.9025	0.98191	14	-13.427	0.76436	0.99976
"206"	"Phospholipase D signaling pathway"	40	1.1624	0.0092829	0.13482	-1.1624	0.99072	1	-17.056	0.25838	0.60157	26	-10.526	0.057253	0.34702	14	-14.486	0.84698	0.99976
"207"	"Phosphonate and phosphinate metabolism"	2	-0.037991	0.53027	0.90861	0.037991	0.46973	1	-1.5352	0.2239	0.55521	1	-1.1809	0.30099	0.68339	1	-0.99023	0.29731	0.86543
"208"	"Phototransduction"	2	-0.096891	0.57522	0.93559	0.096891	0.42478	1	-6.6761	0.75931	0.99992	0				2	-6.6761	0.78701	0.99976
"209"	"Platelet activation"	53	1.1863	0.007234	0.11612	-1.1863	0.99277	1	-19.41	0.24443	0.58243	31	-13.407	0.11792	0.44899	22	-14.212	0.57472	0.99976
"210"	"Porphyrin and chlorophyll metabolism"	18	1.1014	0.013479	0.15812	-1.1014	0.98652	1	-6.3549	0.034627	0.27084	12	-5.5572	0.065483	0.36695	6	-3.148	0.13514	0.685
"211"	"Primary bile acid biosynthesis"	6	-0.80783	0.93727	1	0.80783	0.062734	0.72918	-3.488	0.11772	0.42745	2	-0.8486	0.16136	0.5209	4	-3.6718	0.26631	0.8504
"212"	"Primary immunodeficiency"	3	-0.054533	0.56512	0.93559	0.054533	0.43488	1	-10.31	0.90801	0.99992	0				3	-10.31	0.93353	0.99976
"213"	"Prion diseases"	21	0.26484	0.29171	0.7944	-0.26484	0.70829	1	-15.903	0.72122	0.99992	14	-16.146	0.90392	0.98191	7	-4.7107	0.19785	0.78226
"214"	"Progesterone-mediated oocyte maturation"	25	-0.36503	0.75187	0.99213	0.36503	0.24813	0.94152	-16.379	0.65791	0.99337	13	-14.848	0.84721	0.95437	12	-8.1863	0.28863	0.8504
"215"	"Prolactin signaling pathway"	24	-0.20445	0.6632	0.99154	0.20445	0.3368	1	-15.223	0.57445	0.95222	10	-11.044	0.60628	0.83479	14	-10.597	0.46432	0.93776
"216"	"Propanoate metabolism"	29	0.97344	0.020036	0.21072	-0.97344	0.97996	1	-8.1915	0.0090098	0.1832	18	-3.55	0.002688	0.20377	11	-8.7593	0.40694	0.93776
"217"	"Prostate cancer"	30	0.63266	0.10102	0.50174	-0.63266	0.89898	1	-21.922	0.93898	0.99992	18	-13.71	0.53418	0.79334	12	-17.87	0.98568	0.99976
"218"	"Proteasome"	39	-3.6568	1	1	3.6568	5.9508e-13	1.815e-10	-3.6071	7.5365e-06	0.0011493	4	-5.2853	0.39367	0.73853	35	-2.021	3.5183e-06	0.0010344
"219"	"Protein digestion and absorption"	26	-1.5222	0.99875	1	1.5222	0.0012476	0.047565	-12.373	0.19964	0.53123	6	-6.0194	0.31451	0.68683	20	-10.81	0.28557	0.8504
"220"	"Protein export"	14	0.22046	0.33037	0.83969	-0.22046	0.66963	1	-7.4126	0.134	0.45201	5	-1.4349	0.054643	0.34702	9	-8.1756	0.44393	0.93776
"221"	"Protein processing in endoplasmic reticulum"	97	0.8828	0.035028	0.28115	-0.8828	0.96497	1	-24.859	0.078908	0.38687	55	-14.86	0.0065514	0.20688	42	-20.773	0.72208	0.99976
"222"	"Proteoglycans in cancer"	83	0.90372	0.047872	0.33184	-0.90372	0.95213	1	-22.903	0.09635	0.40403	53	-18.871	0.13239	0.47373	30	-13.013	0.21662	0.78406
"223"	"Proximal tubule bicarbonate reclamation"	10	-0.61781	0.886	1	0.61781	0.114	0.79024	-3.9488	0.053053	0.31493	6	-4.9572	0.22055	0.57298	4	-0.17224	0.051766	0.47473
"224"	"Purine metabolism"	56	-1.5759	0.99952	1	1.5759	0.00048219	0.024512	-16.793	0.045465	0.29493	23	-11.494	0.15716	0.51814	33	-12.279	0.097078	0.64242
"225"	"Pyrimidine metabolism"	28	-0.95024	0.96203	1	0.95024	0.037969	0.55146	-19.17	0.79992	0.99992	11	-9.1653	0.38394	0.73853	17	-17.23	0.93241	0.99976
"226"	"Pyruvate metabolism"	34	0.10312	0.42588	0.88954	-0.10312	0.57412	1	-9.3276	0.010161	0.18392	17	-7.2809	0.055327	0.34702	17	-5.9103	0.042258	0.47053
"227"	"RIG-I-like receptor signaling pathway"	21	0.74529	0.066113	0.39538	-0.74529	0.93389	1	-19.666	0.94987	0.99992	6	-5.1567	0.23688	0.58628	15	-20.007	0.99439	0.99976
"228"	"RNA degradation"	36	-0.38616	0.76547	0.99213	0.38616	0.23453	0.93786	-21.097	0.78541	0.99992	21	-16.704	0.73782	0.88737	15	-12.92	0.68721	0.99976
"229"	"RNA polymerase"	9	0.087583	0.43885	0.88954	-0.087583	0.56115	1	-22.164	0.99992	0.99992	5	-15.051	0.9895	0.99785	4	-16.419	0.99879	0.99976
"230"	"RNA transport"	92	0.51888	0.13876	0.58038	-0.51888	0.86124	1	-27.15	0.27134	0.61304	55	-22.508	0.41256	0.73853	37	-15.37	0.25012	0.82623
"231"	"Rap1 signaling pathway"	52	1.4352	0.0024164	0.052643	-1.4352	0.99758	1	-18.224	0.15715	0.47456	31	-12.973	0.095077	0.41521	21	-12.915	0.47178	0.93776
"232"	"Ras signaling pathway"	59	1.069	0.015108	0.16457	-1.069	0.98489	1	-28.088	0.91909	0.99992	32	-17.143	0.42519	0.74683	27	-22.859	0.98804	0.99976
"233"	"Regulation of actin cytoskeleton"	97	0.88478	0.034714	0.28115	-0.88478	0.96529	1	-24.89	0.080232	0.38687	58	-18.098	0.048936	0.34702	39	-17.183	0.38268	0.92219
"234"	"Regulation of lipolysis in adipocytes"	16	1.1407	0.011967	0.15208	-1.1407	0.98803	1	-14.913	0.77614	0.99992	11	-9.8996	0.46685	0.77896	5	-11.993	0.95753	0.99976
"235"	"Relaxin signaling pathway"	41	0.061464	0.43042	0.88954	-0.061464	0.56958	1	-18.298	0.36894	0.73548	19	-12.128	0.3468	0.71528	22	-13.709	0.51728	0.98598
"236"	"Renal cell carcinoma"	30	0.5121	0.1494	0.5932	-0.5121	0.8506	1	-11.507	0.068095	0.34615	16	-9.3262	0.18204	0.53531	14	-6.874	0.12403	0.67723
"237"	"Renin secretion"	19	-0.073003	0.55484	0.92473	0.073003	0.44516	1	-9.0567	0.12542	0.44481	9	-6.1821	0.18123	0.53531	10	-6.6189	0.22511	0.78406
"238"	"Renin-angiotensin system"	11	0.15619	0.38572	0.85764	-0.15619	0.61428	1	-6.0549	0.12863	0.45095	6	-2.8443	0.089849	0.41054	5	-5.8652	0.44779	0.93776
"239"	"Retinol metabolism"	9	-0.45383	0.82731	1	0.45383	0.17269	0.93786	-7.0813	0.29449	0.6281	3	-1.172	0.11462	0.44453	6	-7.8441	0.58822	0.99976
"240"	"Retrograde endocannabinoid signaling"	61	0.055264	0.46094	0.88954	-0.055264	0.53906	1	-17.115	0.040763	0.28913	29	-11.217	0.062166	0.36695	32	-12.952	0.16839	0.75009
"241"	"Rheumatoid arthritis"	16	-1.0821	0.98027	1	1.0821	0.019726	0.4011	-11.857	0.45843	0.82824	4	-12.585	0.96525	0.99785	12	-6.4253	0.14533	0.70228
"242"	"Riboflavin metabolism"	5	-0.76028	0.91715	1	0.76028	0.08285	0.7649	-3.6033	0.19377	0.53001	2	-5.8957	0.66134	0.87296	3	0.16203	0.063646	0.5104
"243"	"Ribosome"	111	-1.2589	0.99431	1	1.2589	0.0056903	0.14463	-22.057	0.0021789	0.07384	40	-14.656	0.064831	0.36695	71	-16.578	0.011707	0.3746
"244"	"Ribosome biogenesis in eukaryotes"	22	0.22804	0.31852	0.82329	-0.22804	0.68148	1	-18.92	0.9144	0.99992	11	-13.834	0.85369	0.95437	11	-12.923	0.84102	0.99976
"245"	"SNARE interactions in vesicular transport"	18	-0.37956	0.76607	0.99213	0.37956	0.23393	0.93786	-16.883	0.87891	0.99992	8	-12.587	0.8505	0.95437	10	-11.393	0.73119	0.99976
"246"	"Salivary secretion"	22	0.42764	0.18955	0.65698	-0.42764	0.81045	1	-11.491	0.23989	0.58243	12	-7.7943	0.19315	0.55641	10	-8.506	0.41569	0.93776
"247"	"Salmonella infection"	45	0.20311	0.34072	0.85764	-0.20311	0.65928	1	-15.642	0.10677	0.41059	19	-8.2981	0.07157	0.38648	26	-13.485	0.35853	0.9067
"248"	"Selenocompound metabolism"	9	-0.59293	0.88982	1	0.59293	0.11018	0.79024	-1.8703	0.021018	0.24442	3	-1.3498	0.12474	0.45182	6	-1.3362	0.053286	0.47473
"249"	"Serotonergic synapse"	26	0.40907	0.20398	0.66142	-0.40907	0.79602	1	-13.462	0.29347	0.6281	14	-10.015	0.32777	0.70541	12	-8.9984	0.37179	0.9067
"250"	"Shigellosis"	39	0.076835	0.43011	0.88954	-0.076835	0.56989	1	-18.388	0.44865	0.81938	14	-6.8392	0.088088	0.41054	25	-17.849	0.82799	0.99976
"251"	"Signaling pathways regulating pluripotency of stem cells"	19	-0.049402	0.53662	0.91435	0.049402	0.46338	1	-13.325	0.51296	0.87895	9	-9.5572	0.52414	0.79128	10	-9.3007	0.50614	0.97824
"252"	"Small cell lung cancer"	34	-0.44486	0.81702	1	0.44486	0.18298	0.93786	-26.284	0.99371	0.99992	15	-18.772	0.97526	0.99785	19	-18.481	0.95912	0.99976
"253"	"Sphingolipid metabolism"	7	-0.53359	0.86561	1	0.53359	0.13439	0.81977	-15.615	0.98319	0.99992	2	-11.61	0.97762	0.99785	5	-11.133	0.92822	0.99976
"254"	"Sphingolipid signaling pathway"	45	0.14197	0.38778	0.85764	-0.14197	0.61222	1	-21.759	0.67785	0.99477	24	-17.293	0.72014	0.88737	21	-13.364	0.52379	0.98598
"255"	"Spliceosome"	94	1.5405	0.00098727	0.023163	-1.5405	0.99901	1	-35.652	0.96329	0.99992	76	-32.564	0.9299	0.98191	18	-14.561	0.7274	0.99976
"256"	"Staphylococcus aureus infection"	15	1.2381	0.0069759	0.11612	-1.2381	0.99302	1	-9.0002	0.22011	0.55421	11	-5.2491	0.077005	0.39947	4	-8.7242	0.79544	0.99976
"257"	"Starch and sucrose metabolism"	19	-2.6391	1	1	2.6391	1.4037e-07	2.1406e-05	-4.0132	0.0054875	0.13947	6	-6.9376	0.40718	0.73853	13	-0.13853	0.0015001	0.09288
"258"	"Steroid biosynthesis"	6	-0.46856	0.80999	1	0.46856	0.19001	0.93786	-10.787	0.82227	0.99992	1	-8.2095	0.92991	0.98191	5	-8.1448	0.71173	0.99976
"259"	"Steroid hormone biosynthesis"	6	0.41186	0.20601	0.66142	-0.41186	0.79399	1	-5.6111	0.28349	0.62747	4	-2.171	0.12316	0.45182	2	-6.6485	0.78471	0.99976
"260"	"Sulfur metabolism"	6	-0.55627	0.85246	1	0.55627	0.14754	0.83335	-2.1311	0.057191	0.31493	2	-1.8557	0.2393	0.58738	4	-1.2979	0.095939	0.64242
"261"	"Sulfur relay system"	6	-0.44453	0.79715	0.99933	0.44453	0.20285	0.93786	-4.6135	0.19463	0.53001	3	-2.1023	0.17439	0.53531	3	-4.4222	0.42092	0.93776
"262"	"Synaptic vesicle cycle"	24	-0.16682	0.63589	0.96973	0.16682	0.36411	1	-10.372	0.11331	0.42146	12	-12.313	0.66802	0.87557	12	-2.3555	0.013531	0.3746
"263"	"Synthesis and degradation of ketone bodies"	8	0.77252	0.055601	0.36082	-0.77252	0.9444	1	-6.4722	0.28404	0.62747	5	-3.8075	0.17874	0.53531	3	-5.6536	0.56217	0.99976
"264"	"Systemic lupus erythematosus"	22	0.73587	0.065631	0.39538	-0.73587	0.93437	1	-12.296	0.31493	0.65343	15	-11.528	0.44652	0.76297	7	-4.9223	0.2157	0.78406
"265"	"T cell receptor signaling pathway"	36	-0.70339	0.90654	1	0.70339	0.093458	0.7649	-18.176	0.49202	0.85752	14	-12.112	0.56067	0.80193	22	-13.589	0.50347	0.97824
"266"	"TGF-beta signaling pathway"	15	-0.269	0.69538	0.99213	0.269	0.30462	0.97306	-12.734	0.60483	0.96986	5	-5.1948	0.30089	0.68339	10	-11.922	0.77891	0.99976
"267"	"TNF signaling pathway"	26	-0.42568	0.79875	0.99933	0.42568	0.20125	0.93786	-21.107	0.94055	0.99992	7	-10.354	0.721	0.88737	19	-18.406	0.95716	0.99976
"268"	"Taste transduction"	2	-0.11877	0.5917	0.93995	0.11877	0.4083	1	-6.5903	0.75164	0.99992	1	-8.2095	0.92991	0.98191	1	-1.1105	0.30922	0.87169
"269"	"Taurine and hypotaurine metabolism"	2	-0.34663	0.74917	0.99213	0.34663	0.25083	0.94152	-6.0284	0.69838	0.99733	0				2	-6.0284	0.72957	0.99976
"270"	"Terpenoid backbone biosynthesis"	15	-0.66798	0.90274	1	0.66798	0.097265	0.7649	-12.358	0.56414	0.94023	3	-5.4875	0.51138	0.79128	12	-11.073	0.60299	0.99976
"271"	"Th1 and Th2 cell differentiation"	22	-1.4135	0.99802	1	1.4135	0.0019806	0.060408	-13.918	0.48847	0.85752	4	-8.9962	0.7853	0.92187	18	-11.146	0.36817	0.9067
"272"	"Th17 cell differentiation"	28	-0.95046	0.96207	1	0.95046	0.037935	0.55146	-14.62	0.34859	0.71356	9	-9.6453	0.53424	0.79334	19	-11.11	0.34184	0.88939
"273"	"Thermogenesis"	132	-0.21185	0.64099	0.97264	0.21185	0.35901	1	-29.097	0.056233	0.31493	56	-16.807	0.034536	0.31082	76	-23.919	0.32248	0.87785
"274"	"Thiamine metabolism"	7	-0.88532	0.96711	1	0.88532	0.032889	0.55146	-4.212	0.14248	0.45743	2	-6.5242	0.72276	0.88737	5	-0.85741	0.049846	0.47473
"275"	"Thyroid cancer"	11	-0.33992	0.7573	0.99213	0.33992	0.2427	0.93786	-7.2644	0.21518	0.54876	6	-8.3608	0.55963	0.80193	5	-1.616	0.078267	0.60554
"276"	"Thyroid hormone signaling pathway"	42	0.0027204	0.49479	0.89097	-0.0027204	0.50521	1	-19.993	0.54446	0.91746	28	-18.856	0.73634	0.88737	14	-7.962	0.19942	0.78226
"277"	"Thyroid hormone synthesis"	21	0.32253	0.25357	0.76187	-0.32253	0.74643	1	-7.3068	0.033712	0.27084	13	-6.1744	0.078634	0.39947	8	-3.9675	0.12403	0.67723
