""	"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"138"	"Insulin signaling pathway"	77	-1.5103	0.99424	1	1.5103	0.0057591	0.048138	-26.019	0.92519	0.99992	33	-17.382	0.90506	0.99826	44	-19.367	0.72456	0.99965
"139"	"Intestinal immune network for IgA production"	2	0.088304	0.53412	1	-0.088304	0.46588	0.69996	-6.7137	0.80326	0.99992	2	-6.7137	0.82644	0.99826	0			
"140"	"JAK-STAT signaling pathway"	18	-1.5031	0.96829	1	1.5031	0.031715	0.155	-15.15	0.89645	0.99992	6	-8.0314	0.75781	0.99826	12	-12.876	0.85205	0.99965
"141"	"Kaposi sarcoma-associated herpesvirus infection"	59	-0.47885	0.93153	1	0.47885	0.06847	0.22949	-24.604	0.95873	0.99992	23	-15.34	0.90646	0.99826	36	-19.237	0.85227	0.99965
"142"	"Legionellosis"	23	-0.43853	0.84031	1	0.43853	0.15969	0.38655	-3.7589	0.031111	0.28754	8	1.3055	0.043937	0.45242	15	-5.608	0.1652	0.82271
"143"	"Leishmaniasis"	15	0.022396	0.69025	1	-0.022396	0.30975	0.55248	-13.163	0.83622	0.99992	6	-9.6943	0.86597	0.99826	9	-9.0782	0.64885	0.99965
"144"	"Leukocyte transendothelial migration"	50	-0.10754	0.85984	1	0.10754	0.14016	0.36785	-16.059	0.45498	0.93763	30	-14.516	0.73879	0.99826	20	-7.6141	0.15984	0.81039
"145"	"Linoleic acid metabolism"	3	-0.28009	0.69574	1	0.28009	0.30426	0.55202	-9.6675	0.92338	0.99992	1	-8.2095	0.92946	0.99826	2	-6.0351	0.74075	0.99965
"146"	"Long-term depression"	24	-0.78078	0.90203	1	0.78078	0.097967	0.28699	-8.2854	0.23146	0.73778	9	-5.1397	0.38372	0.96519	15	-6.4991	0.22345	0.83439
"147"	"Long-term potentiation"	29	-3.9434	0.99997	1	3.9434	2.9188e-05	0.0012718	-5.8355	0.054816	0.39807	6	-4.477	0.43118	0.96519	23	-4.2659	0.019571	0.43508
"148"	"Longevity regulating pathway"	44	0.34791	0.73538	1	-0.34791	0.26462	0.50443	-22.716	0.96615	0.99992	21	-12.604	0.77176	0.99826	23	-19.376	0.9654	0.99965
"149"	"Lysine degradation"	22	5.2218	4.2718e-05	0.00062043	-5.2218	0.99996	1	-1.2038	0.0078259	0.10849	17	-1.8463	0.052637	0.50233	5	0.87923	0.051523	0.61297
"150"	"Lysosome"	41	2.5988	0.087154	0.57987	-2.5988	0.91285	1	-21.441	0.94208	0.99992	28	-11.842	0.55663	0.99826	13	-20.697	0.99839	0.99965
"151"	"MAPK signaling pathway"	80	-3.3606	0.99998	1	3.3606	2.1582e-05	0.0010971	-22.818	0.69673	0.99992	26	-12.143	0.62179	0.99826	54	-19.347	0.54424	0.96187
"152"	"Malaria"	13	0.25412	0.63386	1	-0.25412	0.36614	0.61358	-10.373	0.68342	0.99992	6	-9.8549	0.8743	0.99826	7	-5.0123	0.32591	0.85849
"153"	"Mannose type O-glycan biosynthesis"	1	0	0.53982	1	0	0.46018	0.69829	-8.2095	0.9293	0.99992	0				1	-8.2095	0.92488	0.99965
"154"	"Maturity onset diabetes of the young"	1	0	0.53982	1	0	0.46018	0.69829	-8.2095	0.9293	0.99992	1	-8.2095	0.92946	0.99826	0			
"155"	"Measles"	40	-0.85001	0.95017	1	0.85001	0.049829	0.1931	-21.691	0.95699	0.99992	16	-14.623	0.92316	0.99826	24	-16.063	0.81168	0.99965
"156"	"Melanogenesis"	23	-1.882	0.98602	1	1.882	0.013984	0.085503	-9.2646	0.31458	0.82714	6	-6.0531	0.58456	0.99826	17	-7.1801	0.20608	0.82756
"157"	"Melanoma"	14	-0.29167	0.78905	1	0.29167	0.21095	0.44992	-13.403	0.87019	0.99992	5	-7.4812	0.7305	0.99826	9	-11.14	0.81264	0.99965
"158"	"Metabolism of xenobiotics by cytochrome P450"	19	2.6005	0.051076	0.40995	-2.6005	0.94892	1	-5.095	0.11614	0.61074	16	-3.6184	0.1251	0.72319	3	-4.4657	0.50424	0.94831
"159"	"MicroRNAs in cancer"	43	-0.86281	0.94933	1	0.86281	0.050665	0.1931	-24.921	0.99194	0.99992	20	-20.495	0.99648	0.99826	23	-14.964	0.75309	0.99965
"160"	"Mineral absorption"	12	-0.33024	0.77619	1	0.33024	0.22381	0.46756	-5.7637	0.2918	0.8165	6	-4.6683	0.44971	0.96519	6	-3.4827	0.24264	0.85714
"161"	"Mismatch repair"	7	-0.81077	0.8486	1	0.81077	0.1514	0.37807	-7.1808	0.61375	0.99992	2	-4.2562	0.63224	0.99826	5	-5.8046	0.51837	0.9542
"162"	"Mitophagy"	33	0.95924	0.4876	1	-0.95924	0.5124	0.73334	-15.961	0.72562	0.99992	17	-8.5433	0.50037	0.97958	16	-14.115	0.84856	0.99965
"163"	"Morphine addiction"	14	0.7922	0.45779	1	-0.7922	0.54221	0.75106	-8.7607	0.50473	0.98053	5	0.80299	0.091252	0.65527	9	-11.525	0.83695	0.99965
"164"	"Mucin type O-glycan biosynthesis"	1	0.047087	0.52435	1	-0.047087	0.47565	0.70955	-1.7798	0.45316	0.93763	1	-1.7798	0.46755	0.96757	0			
"165"	"N-Glycan biosynthesis"	13	-0.88794	0.90818	1	0.88794	0.091818	0.28222	-12.057	0.81458	0.99992	6	-8.5061	0.79269	0.99826	7	-8.5552	0.66648	0.99965
"166"	"NF-kappa B signaling pathway"	20	0.23944	0.64222	1	-0.23944	0.35778	0.60962	-20.199	0.99046	0.99992	7	-8.9187	0.78456	0.99826	13	-18.509	0.99142	0.99965
"167"	"NOD-like receptor signaling pathway"	50	0.34722	0.75987	1	-0.34722	0.24013	0.48502	-20.931	0.86525	0.99992	21	-10.221	0.56481	0.99826	29	-18.786	0.89524	0.99965
"168"	"Natural killer cell mediated cytotoxicity"	27	-2.2246	0.99498	1	2.2246	0.0050168	0.044305	-11.157	0.4031	0.91365	8	-10.971	0.90396	0.99826	19	-6.1807	0.099649	0.78638
"169"	"Necroptosis"	58	0.34675	0.77334	1	-0.34675	0.22666	0.47027	-16.432	0.41475	0.91644	25	-5.652	0.13656	0.74242	33	-16.865	0.70581	0.99965
"170"	"Neomycin, kanamycin and gentamicin biosynthesis"	2	0.94159	0.26614	1	-0.94159	0.73386	0.92874	-0.3505	0.23623	0.73863	2	-0.3505	0.26776	0.8866	0			
"171"	"Neuroactive ligand-receptor interaction"	9	0.49881	0.47039	1	-0.49881	0.52961	0.74782	-7.793	0.59854	0.99992	7	-5.0431	0.43601	0.96519	2	-7.0966	0.82157	0.99965
"172"	"Neurotrophin signaling pathway"	48	-2.8903	0.99981	1	2.8903	0.00019319	0.0042087	-18.188	0.73067	0.99992	15	-9.2915	0.63224	0.99826	33	-15.671	0.59158	0.98257
"173"	"Nicotinate and nicotinamide metabolism"	18	1.0691	0.38295	1	-1.0691	0.61705	0.82184	-12.819	0.75635	0.99992	12	-11.943	0.86453	0.99826	6	-5.3123	0.40993	0.934
"174"	"Nitrogen metabolism"	7	0.94184	0.33043	1	-0.94184	0.66957	0.86901	-0.29652	0.080009	0.46432	4	0.67225	0.12589	0.72319	3	-1.2292	0.20781	0.82756
"175"	"Non-alcoholic fatty liver disease (NAFLD)"	96	17.856	0	0	-17.856	1	1	2.1304	4.1768e-09	1.8199e-07	77	12.136	6.6724e-14	3.314e-12	19	-19.643	0.98477	0.99965
"176"	"Non-homologous end-joining"	5	-0.40669	0.75235	1	0.40669	0.24765	0.49047	-5.3254	0.49547	0.98009	2	-2.2655	0.44032	0.96519	3	-5.0252	0.56088	0.97431
"177"	"Non-small cell lung cancer"	23	-0.71386	0.88971	1	0.71386	0.11029	0.31437	-14.117	0.76883	0.99992	11	-10.936	0.83269	0.99826	12	-9.0741	0.53061	0.96187
"178"	"Notch signaling pathway"	6	0.38078	0.50064	1	-0.38078	0.49936	0.72531	-16.601	0.99586	0.99992	3	-9.2586	0.90672	0.99826	3	-14.219	0.99372	0.99965
"179"	"Nucleotide excision repair"	11	-2.0693	0.98885	1	2.0693	0.011151	0.079095	-9.354	0.65392	0.99992	1	-8.2095	0.92946	0.99826	10	-7.2145	0.43016	0.94189
"180"	"Olfactory transduction"	11	-2.9324	0.99884	1	2.9324	0.0011624	0.016882	-8.2767	0.55546	0.99992	0				11	-8.2767	0.50424	0.94831
"181"	"One carbon pool by folate"	11	-0.47606	0.81115	1	0.47606	0.18885	0.42666	-6.9142	0.42667	0.91644	4	-0.23294	0.176	0.78225	7	-8.4913	0.66068	0.99965
"182"	"Oocyte meiosis"	41	-5.8199	1	1	5.8199	4.3668e-09	6.6594e-07	-7.2735	0.03676	0.30302	4	-4.5889	0.54199	0.99826	37	-6.1477	0.0099589	0.33513
"183"	"Osteoclast differentiation"	32	-2.1138	0.99416	1	2.1138	0.0058397	0.048138	-19.627	0.95502	0.99992	8	-9.5892	0.83285	0.99826	24	-17.127	0.87351	0.99965
"184"	"Other glycan degradation"	6	0.77499	0.36699	1	-0.77499	0.63301	0.83579	-6.8406	0.60281	0.99992	5	-7.5912	0.73897	0.99826	1	0.21854	0.25103	0.85714
"185"	"Other types of O-glycan biosynthesis"	4	0.037201	0.5982	1	-0.037201	0.4018	0.64841	-5.1286	0.54828	0.99992	2	-5.9704	0.77577	0.99826	2	-1.2826	0.278	0.85849
"186"	"Ovarian steroidogenesis"	9	0.3388	0.52309	1	-0.3388	0.47691	0.70955	-10.886	0.84407	0.99992	2	-4.1562	0.62297	0.99826	7	-10.122	0.79387	0.99965
"187"	"Oxidative phosphorylation"	93	23.064	0	0	-23.064	1	1	17.119	0	0	89	18.453	0	0	4	-4.499	0.45224	0.94677
"188"	"Oxytocin signaling pathway"	63	-4.6244	1	1	4.6244	9.0453e-08	6.897e-06	-11.914	0.05389	0.39807	18	-10.114	0.60802	0.99826	45	-7.7008	0.0076793	0.33513
"189"	"PI3K-Akt signaling pathway"	101	0.53359	0.81567	1	-0.53359	0.18433	0.41956	-30.863	0.97304	0.99992	49	-17.789	0.76611	0.99826	52	-25.745	0.96917	0.99965
"190"	"PPAR signaling pathway"	35	6.3097	4.5528e-06	7.3085e-05	-6.3097	1	1	-5.7141	0.023149	0.24346	30	-1.6009	0.0069813	0.12238	5	-11.197	0.919	0.99965
"191"	"Pancreatic cancer"	31	-0.056305	0.80714	1	0.056305	0.19286	0.42936	-19.217	0.93761	0.99992	13	-9.263	0.65249	0.99826	18	-17.348	0.95934	0.99965
"192"	"Pancreatic secretion"	23	-0.96219	0.9239	1	0.96219	0.076103	0.24693	-11.604	0.54147	0.99992	8	-6.897	0.61987	0.99826	15	-9.3316	0.46637	0.94677
"193"	"Pantothenate and CoA biosynthesis"	8	1.0437	0.32072	1	-1.0437	0.67928	0.87789	-8.5296	0.67772	0.99992	7	-9.208	0.80469	0.99826	1	0.23667	0.24958	0.85714
"194"	"Parathyroid hormone synthesis, secretion and action"	23	-0.53239	0.85856	1	0.53239	0.14144	0.36785	-14.606	0.80448	0.99992	6	-6.394	0.61687	0.99826	17	-13.191	0.74688	0.99965
"195"	"Parkinson disease"	98	22.024	0	0	-22.024	1	1	15.43	0	0	85	20.351	0	0	13	-9.6745	0.54301	0.96187
"196"	"Pathogenic Escherichia coli infection"	33	-0.018437	0.7966	1	0.018437	0.2034	0.44631	-11.309	0.30669	0.82714	16	-8.8519	0.53007	0.99826	17	-7.1692	0.20531	0.82756
"197"	"Pathways in cancer"	140	0.7204	0.85475	1	-0.7204	0.14525	0.37227	-33.427	0.93289	0.99992	64	-14.907	0.30517	0.90941	76	-31.689	0.99121	0.99965
"198"	"Pentose and glucuronate interconversions"	7	1.7198	0.13766	0.80744	-1.7198	0.86234	1	0.09952	0.066488	0.43011	5	0.79383	0.091606	0.65527	2	-1.069	0.2597	0.85849
"199"	"Pentose phosphate pathway"	22	-2.2549	0.99492	1	2.2549	0.0050841	0.044305	-6.6542	0.14844	0.64677	11	-9.9778	0.76903	0.99826	11	0.56726	0.013722	0.39657
"200"	"Peroxisome"	42	6.4315	2.4846e-06	4.229e-05	-6.4315	1	1	-12.368	0.25997	0.74513	34	-8.879	0.1962	0.83969	8	-10.035	0.76113	0.99965
"201"	"Pertussis"	28	0.10876	0.76183	1	-0.10876	0.23817	0.48502	-11.766	0.4682	0.95201	13	-5.1799	0.28054	0.88798	15	-11.253	0.64594	0.99965
"202"	"Phagosome"	59	0.68115	0.69069	1	-0.68115	0.30931	0.55248	-14.118	0.19155	0.70254	35	-11.938	0.45413	0.96665	24	-7.7198	0.12565	0.80097
"203"	"Phenylalanine metabolism"	6	3.6579	0.0022783	0.023962	-3.6579	0.99772	1	-1.0425	0.12442	0.63245	5	2.5294	0.041024	0.45242	1	-8.2095	0.92488	0.99965
"204"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	2	4.3188	0.00029601	0.0037617	-4.3188	0.9997	1	4.015	0.036181	0.30302	2	4.015	0.045545	0.45242	0			
"205"	"Phosphatidylinositol signaling system"	28	-1.1817	0.96456	1	1.1817	0.035436	0.16132	-16.939	0.88143	0.99992	12	-14.626	0.95919	0.99826	16	-9.7425	0.46059	0.94677
"206"	"Phospholipase D signaling pathway"	40	-0.90841	0.95526	1	0.90841	0.044739	0.18286	-13.931	0.42484	0.91644	18	-11.64	0.73992	0.99826	22	-8.2562	0.18086	0.82756
"207"	"Phosphonate and phosphinate metabolism"	2	2.0887	0.057137	0.44684	-2.0887	0.94286	1	1.4947	0.12014	0.62105	2	1.4947	0.14188	0.75501	0			
"208"	"Phototransduction"	2	-0.31453	0.66309	1	0.31453	0.33691	0.59397	-6.0898	0.75779	0.99992	0				2	-6.0898	0.74533	0.99965
"209"	"Platelet activation"	53	0.44764	0.74873	1	-0.44764	0.25127	0.49202	-17.345	0.54502	0.99992	26	-10.853	0.49909	0.97958	27	-13.651	0.53819	0.96187
"210"	"Porphyrin and chlorophyll metabolism"	18	3.55	0.0087679	0.081036	-3.55	0.99123	1	-2.1493	0.02871	0.28441	14	0.020637	0.032757	0.40673	4	-4.598	0.46235	0.94677
"211"	"Primary bile acid biosynthesis"	6	1.9217	0.091258	0.57987	-1.9217	0.90874	1	-2.9964	0.24928	0.73863	6	-2.9964	0.29567	0.89909	0			
"212"	"Primary immunodeficiency"	3	0.98476	0.29389	1	-0.98476	0.70611	0.90489	-8.6986	0.88242	0.99992	2	-4.8485	0.68545	0.99826	1	-8.2095	0.92488	0.99965
"213"	"Prion diseases"	21	0.71522	0.50127	1	-0.71522	0.49873	0.72531	-15.29	0.87237	0.99992	13	-13.758	0.92833	0.99826	8	-7.2347	0.50533	0.94831
"214"	"Progesterone-mediated oocyte maturation"	25	-0.23	0.82021	1	0.23	0.17979	0.41231	-14.973	0.79442	0.99992	8	-3.0346	0.26037	0.88478	17	-16.076	0.9158	0.99965
"215"	"Prolactin signaling pathway"	24	-1.2135	0.95136	1	1.2135	0.048643	0.1931	-14.017	0.75372	0.99992	7	-4.8018	0.41287	0.96519	17	-13.574	0.77617	0.99965
"216"	"Propanoate metabolism"	29	11.027	0	0	-11.027	1	1	4.5257	1.8663e-05	0.00049465	26	6.1645	1.8608e-05	0.00050411	3	-4.0769	0.46477	0.94677
"217"	"Prostate cancer"	30	-0.20612	0.83139	1	0.20612	0.16861	0.39866	-19.513	0.9553	0.99992	12	-9.4582	0.69412	0.99826	18	-17.469	0.96197	0.99965
"218"	"Proteasome"	39	-6.4229	1	1	6.4229	1.8645e-11	5.6868e-09	1.5747	4.4764e-05	0.0010502	4	0.5217	0.13345	0.74242	35	1.4859	9.473e-06	0.0027377
"219"	"Protein digestion and absorption"	26	0.42929	0.62676	1	-0.42929	0.37324	0.61869	-12.352	0.55851	0.99992	13	-4.3519	0.21811	0.83969	13	-13.117	0.84	0.99965
"220"	"Protein export"	14	-0.10288	0.74047	1	0.10288	0.25953	0.501	-5.5089	0.2208	0.72413	5	-6.9652	0.689	0.99826	9	-1.6792	0.076136	0.73345
"221"	"Protein processing in endoplasmic reticulum"	97	-2.6138	0.99987	1	2.6138	0.00012716	0.0032084	-20.034	0.24664	0.73863	40	-16.843	0.80856	0.99826	57	-12.026	0.030117	0.5887
"222"	"Proteoglycans in cancer"	83	-1.7441	0.99609	1	1.7441	0.003906	0.03843	-18.392	0.26141	0.74513	38	-17.69	0.86921	0.99826	45	-8.7226	0.01514	0.39776
"223"	"Proximal tubule bicarbonate reclamation"	10	2.062	0.089881	0.57987	-2.062	0.91012	1	-1.5813	0.080686	0.46432	6	-0.94809	0.14922	0.7667	4	-1.3391	0.17542	0.82271
"224"	"Purine metabolism"	56	-0.65174	0.9432	1	0.65174	0.056799	0.20144	-12.522	0.13062	0.64677	30	-14.097	0.70514	0.99826	26	-3.235	0.0063364	0.33513
"225"	"Pyrimidine metabolism"	28	0.99181	0.48546	1	-0.99181	0.51454	0.73334	-18.943	0.95264	0.99992	19	-18.478	0.98973	0.99826	9	-6.5653	0.40757	0.934
"226"	"Pyruvate metabolism"	34	6.1894	2.4958e-06	4.229e-05	-6.1894	1	1	0.2563	0.00060848	0.012373	23	1.4604	0.0030109	0.059816	11	-1.6612	0.049796	0.61297
"227"	"RIG-I-like receptor signaling pathway"	21	0.55399	0.55754	1	-0.55399	0.44246	0.68853	-19.272	0.98291	0.99992	9	-10.18	0.81769	0.99826	12	-16.678	0.97799	0.99965
"228"	"RNA degradation"	36	0.19165	0.74262	1	-0.19165	0.25738	0.5	-18.236	0.85922	0.99992	19	-15.938	0.9548	0.99826	17	-9.688	0.42051	0.94189
"229"	"RNA polymerase"	9	-0.91349	0.86269	1	0.91349	0.13731	0.36417	-21.057	0.99978	0.99992	3	-14.219	0.99341	0.99826	6	-15.735	0.99287	0.99965
"230"	"RNA transport"	92	-4.6706	1	1	4.6706	2.9365e-08	2.9855e-06	-20.816	0.36223	0.89745	20	-15.606	0.93352	0.99826	72	-15.306	0.053284	0.61297
"231"	"Rap1 signaling pathway"	52	0.22517	0.76642	1	-0.22517	0.23358	0.48136	-15.826	0.4044	0.91365	23	-6.6299	0.21516	0.83969	29	-15.288	0.64583	0.99965
"232"	"Ras signaling pathway"	59	0.089357	0.84198	1	-0.089357	0.15802	0.38558	-25.772	0.97865	0.99992	22	-7.2218	0.26189	0.88478	37	-26.975	0.99747	0.99965
"233"	"Regulation of actin cytoskeleton"	97	-0.8147	0.98196	1	0.8147	0.018037	0.10471	-17.87	0.10979	0.59796	55	-17.187	0.64499	0.99826	42	-7.4898	0.010437	0.33513
"234"	"Regulation of lipolysis in adipocytes"	16	1.4674	0.24357	1	-1.4674	0.75643	0.94296	-13.839	0.8612	0.99992	7	-1.7487	0.16663	0.78225	9	-16.91	0.98933	0.99965
"235"	"Relaxin signaling pathway"	41	0.033877	0.79057	1	-0.033877	0.20943	0.44984	-17.894	0.76753	0.99992	15	-5.1547	0.24771	0.88478	26	-18.555	0.90153	0.99965
"236"	"Renal cell carcinoma"	30	-0.6247	0.90825	1	0.6247	0.091753	0.28222	-9.3965	0.22669	0.73554	11	-2.991	0.17469	0.78225	19	-9.5315	0.33526	0.87289
"237"	"Renin secretion"	19	-1.275	0.95894	1	1.275	0.041059	0.17393	-6.3593	0.18605	0.69718	9	-7.9227	0.64362	0.99826	10	-1.2496	0.051497	0.61297
"238"	"Renin-angiotensin system"	11	-0.10352	0.71024	1	0.10352	0.28976	0.53672	-3.545	0.16185	0.64953	5	-3.7743	0.39856	0.96519	6	-1.3545	0.10663	0.79773
"239"	"Retinol metabolism"	9	2.0339	0.089715	0.57987	-2.0339	0.91028	1	-5.3771	0.36486	0.89745	9	-5.3771	0.40551	0.96519	0			
"240"	"Retrograde endocannabinoid signaling"	61	13.872	0	0	-13.872	1	1	5.5004	2.2692e-09	1.1535e-07	47	12.282	6.6716e-11	2.8402e-09	14	-11.021	0.62752	0.99965
"241"	"Rheumatoid arthritis"	16	0.99264	0.39254	1	-0.99264	0.60746	0.8198	-10.757	0.62832	0.99992	12	-9.8862	0.72898	0.99826	4	-4.3911	0.44127	0.94677
"242"	"Riboflavin metabolism"	5	0.19734	0.56969	1	-0.19734	0.43031	0.67702	-3.9548	0.36227	0.89745	3	-4.9266	0.62161	0.99826	2	-0.21919	0.19352	0.82756
"243"	"Ribosome"	111	1.7719	0.45333	1	-1.7719	0.54667	0.75106	-11.877	0.00099145	0.017819	51	-8.4084	0.055825	0.50233	60	-8.4029	0.0022268	0.21452
"244"	"Ribosome biogenesis in eukaryotes"	22	-1.249	0.95504	1	1.249	0.044965	0.18286	-15.306	0.87233	0.99992	6	-7.3314	0.70105	0.99826	16	-13.458	0.80525	0.99965
"245"	"SNARE interactions in vesicular transport"	18	-1.0955	0.93509	1	1.0955	0.064907	0.22243	-15.837	0.92344	0.99992	9	-14.857	0.97843	0.99826	9	-7.5397	0.50202	0.94831
"246"	"Salivary secretion"	22	-0.45337	0.84236	1	0.45337	0.15764	0.38558	-12.243	0.6426	0.99992	9	-9.4206	0.76592	0.99826	13	-8.0878	0.38186	0.91964
"247"	"Salmonella infection"	45	0.028505	0.80526	1	-0.028505	0.19474	0.4304	-10.867	0.1352	0.64677	21	-3.6295	0.074219	0.59776	24	-11.485	0.40891	0.934
"248"	"Selenocompound metabolism"	9	1.5271	0.1778	0.96837	-1.5271	0.8222	1	0.31087	0.040363	0.32397	6	1.1263	0.060685	0.50233	3	-1.0544	0.19529	0.82756
"249"	"Serotonergic synapse"	26	0.75277	0.51686	1	-0.75277	0.48314	0.71532	-10.96	0.41626	0.91644	11	-3.8468	0.23237	0.86559	15	-11.135	0.63537	0.99965
"250"	"Shigellosis"	39	0.633	0.65013	1	-0.633	0.34987	0.60077	-14.567	0.48709	0.97739	21	-9.0256	0.44888	0.96519	18	-11.694	0.61788	0.99965
"251"	"Signaling pathways regulating pluripotency of stem cells"	19	-1.8038	0.98606	1	1.8038	0.013945	0.085503	-10.659	0.55346	0.99992	5	-7.4812	0.7305	0.99826	14	-7.9464	0.32449	0.85849
"252"	"Small cell lung cancer"	34	2.0195	0.17343	0.96837	-2.0195	0.82657	1	-24.011	0.99501	0.99992	17	-10.378	0.6718	0.99826	17	-23.578	0.99938	0.99965
"253"	"Sphingolipid metabolism"	7	0.7686	0.38457	1	-0.7686	0.61543	0.82184	-14.283	0.97917	0.99992	6	-15.613	0.99478	0.99826	1	0.45576	0.2325	0.85052
"254"	"Sphingolipid signaling pathway"	45	-0.065699	0.82699	1	0.065699	0.17301	0.40282	-18.146	0.73237	0.99992	17	-7.4764	0.39849	0.96519	28	-17.179	0.81416	0.99965
"255"	"Spliceosome"	94	-3.3481	0.99999	1	3.3481	1.2066e-05	0.000736	-31.748	0.99107	0.99992	25	-23.007	0.99826	0.99826	69	-23.207	0.71035	0.99965
"256"	"Staphylococcus aureus infection"	15	0.34732	0.58873	1	-0.34732	0.41127	0.65674	-11.721	0.73437	0.99992	11	-11.804	0.87953	0.99826	4	-3.1219	0.31765	0.85849
"257"	"Starch and sucrose metabolism"	19	-1.4309	0.96955	1	1.4309	0.03045	0.15375	-5.9259	0.15961	0.64909	11	-8.7349	0.66942	0.99826	8	1.1102	0.019567	0.43508
"258"	"Steroid biosynthesis"	6	-0.21899	0.69884	1	0.21899	0.30116	0.55202	-9.6591	0.82841	0.99992	5	-11.173	0.93086	0.99826	1	1.3239	0.17157	0.82271
"259"	"Steroid hormone biosynthesis"	6	1.3	0.21344	1	-1.3	0.78656	0.96346	-2.0806	0.18404	0.69718	3	1.8837	0.1003	0.65833	3	-4.8261	0.5408	0.96187
"260"	"Sulfur metabolism"	6	3.4473	0.0039725	0.039084	-3.4473	0.99603	1	1.7186	0.033891	0.29533	6	1.7186	0.045088	0.45242	0			
"261"	"Sulfur relay system"	6	2.4594	0.036028	0.29699	-2.4594	0.96397	1	-2.4893	0.21174	0.71482	6	-2.4893	0.25418	0.88478	0			
"262"	"Synaptic vesicle cycle"	24	0.75348	0.49972	1	-0.75348	0.50028	0.72531	-9.3633	0.32026	0.83486	15	-7.1471	0.42439	0.96519	9	-6.0633	0.3606	0.89839
"263"	"Synthesis and degradation of ketone bodies"	8	4.3299	0.0005976	0.0067507	-4.3299	0.9994	1	-2.185	0.14222	0.64677	8	-2.185	0.1975	0.83969	0			
"264"	"Systemic lupus erythematosus"	22	-0.23427	0.79211	1	0.23427	0.20789	0.44984	-11.889	0.6088	0.99992	16	-13.786	0.89076	0.99826	6	-0.25305	0.063293	0.63733
"265"	"T cell receptor signaling pathway"	36	-2.2414	0.99681	1	2.2414	0.0031884	0.034731	-15.726	0.67742	0.99992	10	-8.5142	0.66779	0.99826	26	-13.224	0.48957	0.94831
"266"	"TGF-beta signaling pathway"	15	-1.6457	0.97091	1	1.6457	0.029094	0.1504	-10.567	0.63449	0.99992	5	-8.4066	0.79726	0.99826	10	-6.9978	0.40951	0.934
"267"	"TNF signaling pathway"	26	-0.64091	0.89489	1	0.64091	0.10511	0.30245	-20.034	0.98325	0.99992	10	-9.5314	0.75314	0.99826	16	-18.004	0.97904	0.99965
"268"	"Taste transduction"	2	-0.14236	0.60935	1	0.14236	0.39065	0.64059	-6.5095	0.78898	0.99992	0				2	-6.5095	0.77901	0.99965
"269"	"Taurine and hypotaurine metabolism"	2	1.6277	0.11594	0.70723	-1.6277	0.88406	1	-4.3719	0.60829	0.99992	1	2.0268	0.15842	0.78225	1	-8.2095	0.92488	0.99965
"270"	"Terpenoid backbone biosynthesis"	15	1.2148	0.30762	1	-1.2148	0.69238	0.89104	-10.004	0.58156	0.99992	10	-9.3586	0.73952	0.99826	5	-4.0922	0.35071	0.89695
"271"	"Th1 and Th2 cell differentiation"	22	-1.8255	0.98598	1	1.8255	0.014017	0.085503	-12.432	0.66023	0.99992	8	-10.392	0.87746	0.99826	14	-7.7284	0.30485	0.85849
"272"	"Th17 cell differentiation"	28	-1.8089	0.99031	1	1.8089	0.0096937	0.070395	-12.107	0.50129	0.98009	10	-8.9104	0.70244	0.99826	18	-8.4582	0.29949	0.85849
"273"	"Thermogenesis"	132	20.207	0	0	-20.207	1	1	4.214	1.7653e-14	1.346e-12	108	11.469	0	0	24	-14.446	0.68811	0.99965
"274"	"Thiamine metabolism"	7	1.3062	0.2284	1	-1.3062	0.7716	0.95665	-2.3923	0.18693	0.69718	5	-2.8473	0.3174	0.9174	2	0.026387	0.1765	0.82271
"275"	"Thyroid cancer"	11	-0.75179	0.8697	1	0.75179	0.1303	0.35671	-4.7623	0.24286	0.73863	4	-3.9567	0.48208	0.97958	7	-2.9788	0.16925	0.82271
"276"	"Thyroid hormone signaling pathway"	42	-1.0515	0.96014	1	1.0515	0.039859	0.17147	-15.892	0.58911	0.99992	16	-9.9245	0.62801	0.99826	26	-12.413	0.41044	0.934
"277"	"Thyroid hormone synthesis"	21	0.75309	0.488	1	-0.75309	0.512	0.73334	-6.8186	0.17154	0.67077	12	-3.2304	0.16368	0.78225	9	-6.6855	0.41904	0.94189
"278"	"Tight junction"	80	-1.4821	0.99347	1	1.4821	0.0065307	0.052417	-23.916	0.78358	0.99992	41	-19.42	0.91708	0.99826	39	-14.341	0.35712	0.89746
"279"	"Toll-like receptor signaling pathway"	29	-0.52956	0.86784	1	0.52956	0.13216	0.35671	-18.981	0.94542	0.99992	10	-6.6457	0.48944	0.97958	19	-18.629	0.97157	0.99965
