""	"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"138"	"Insulin signaling pathway"	77	-1.7639	0.98176	1	1.7639	0.018242	0.0843	-21.875	0.85914	0.99996	30	-13.18	0.76232	0.96722	47	-17.469	0.76916	0.99999
"139"	"Intestinal immune network for IgA production"	2	-0.16807	0.63137	1	0.16807	0.36863	0.59175	-6.4313	0.78321	0.99996	0				2	-6.4313	0.80431	0.99999
"140"	"JAK-STAT signaling pathway"	18	-1.8733	0.94896	1	1.8733	0.05104	0.16561	-13.838	0.8886	0.99996	3	-3.8761	0.57884	0.93693	15	-13.425	0.90369	0.99999
"141"	"Kaposi sarcoma-associated herpesvirus infection"	59	-1.992	0.98098	1	1.992	0.01902	0.086582	-21.801	0.94697	0.99996	21	-10.328	0.68151	0.96722	38	-19.488	0.93605	0.99999
"142"	"Legionellosis"	23	-0.013209	0.70026	1	0.013209	0.29974	0.50509	-2.2573	0.05674	0.3839	10	-0.48016	0.12395	0.73624	13	-2.5814	0.11951	0.80884
"143"	"Leishmaniasis"	15	-1.585	0.93816	1	1.585	0.061845	0.18817	-12.898	0.9	0.99996	3	-6.2838	0.7672	0.96722	12	-11.278	0.84393	0.99999
"144"	"Leukocyte transendothelial migration"	50	1.1084	0.5141	1	-1.1084	0.4859	0.70236	-13.808	0.50895	0.99996	30	-8.1649	0.34614	0.8629	20	-11.832	0.71229	0.99999
"145"	"Linoleic acid metabolism"	3	-0.041171	0.57259	1	0.041171	0.42741	0.64856	-10.393	0.93786	0.99996	2	-11.61	0.97621	0.99293	1	-1.5818	0.44134	0.99999
"146"	"Long-term depression"	24	-1.3992	0.92654	1	1.3992	0.073461	0.20746	-5.7235	0.19389	0.70498	9	-3.6919	0.36552	0.8629	15	-4.3799	0.1739	0.85095
"147"	"Long-term potentiation"	29	-5.7152	0.99999	1	5.7152	1.4227e-05	0.00072322	-2.2709	0.032442	0.30261	7	-5.5379	0.55942	0.93693	22	0.51653	0.0057374	0.24695
"148"	"Longevity regulating pathway"	44	0.41869	0.70208	1	-0.41869	0.29792	0.5048	-20.215	0.95336	0.99996	21	-10.347	0.68296	0.96722	23	-18.074	0.97379	0.99999
"149"	"Lysine degradation"	22	6.3338	0.00044333	0.0067607	-6.3338	0.99956	1	0.5627	0.011481	0.13468	16	3.5754	0.0084988	0.1202	6	-4.7612	0.46485	0.99999
"150"	"Lysosome"	41	2.8922	0.13139	0.91076	-2.8922	0.86861	1	-18.624	0.92416	0.99996	26	-11.1	0.67336	0.96722	15	-16.178	0.97644	0.99999
"151"	"MAPK signaling pathway"	80	-5.8133	1	1	5.8133	5.2963e-07	4.0385e-05	-20.039	0.71721	0.99996	26	-16.339	0.94547	0.99293	54	-13.053	0.27306	0.90413
"152"	"Malaria"	13	1.1892	0.33709	1	-1.1892	0.66291	0.84449	-9.4445	0.71697	0.99996	9	-5.6134	0.53211	0.93693	4	-8.6062	0.84413	0.99999
"153"	"Mannose type O-glycan biosynthesis"	1	0	0.56009	1	0	0.43991	0.66095	-8.2095	0.9261	0.99996	0				1	-8.2095	0.92345	0.99999
"154"	"Maturity onset diabetes of the young"	1	0	0.56009	1	0	0.43991	0.66095	-8.2095	0.9261	0.99996	1	-8.2095	0.93377	0.99293	0			
"155"	"Measles"	40	-1.2174	0.9329	1	1.2174	0.067099	0.19307	-19.888	0.95373	0.99996	12	-6.2891	0.49161	0.9241	28	-19.654	0.97738	0.99999
"156"	"Melanogenesis"	23	-2.1648	0.97356	1	2.1648	0.026442	0.1034	-7.5816	0.36655	0.95554	6	-2.0802	0.29814	0.8629	17	-7.5827	0.40259	0.99999
"157"	"Melanoma"	14	-1.1867	0.88274	1	1.1867	0.11726	0.2731	-12.822	0.91106	0.99996	4	-8.4731	0.87292	0.99293	10	-9.8128	0.77157	0.99999
"158"	"Metabolism of xenobiotics by cytochrome P450"	19	2.5715	0.11421	0.82938	-2.5715	0.88579	1	-4.1394	0.16847	0.69032	8	1.34	0.077878	0.60867	11	-6.583	0.45602	0.99999
"159"	"MicroRNAs in cancer"	43	-0.7543	0.89791	1	0.7543	0.10209	0.25125	-23.856	0.99576	0.99996	18	-14.791	0.93877	0.99293	25	-18.737	0.97517	0.99999
"160"	"Mineral absorption"	12	0.4592	0.52059	1	-0.4592	0.47941	0.69962	-4.6158	0.30647	0.86314	7	-3.2197	0.36108	0.8629	5	-3.3412	0.38899	0.99999
"161"	"Mismatch repair"	7	-0.53681	0.74272	1	0.53681	0.25728	0.45889	-7.1586	0.67137	0.99996	2	-3.8772	0.60246	0.95161	5	-6.018	0.64768	0.99999
"162"	"Mitophagy"	33	1.5576	0.36772	1	-1.5576	0.63228	0.82412	-15.149	0.8196	0.99996	16	-4.0965	0.23489	0.82447	17	-17.132	0.98275	0.99999
"163"	"Morphine addiction"	14	0.81481	0.45923	1	-0.81481	0.54077	0.73962	-6.9606	0.47923	0.99996	6	1.8081	0.085583	0.61996	8	-10.774	0.86915	0.99999
"164"	"Mucin type O-glycan biosynthesis"	1	1.8122	0.15723	0.99907	-1.8122	0.84277	0.9963	1.4761	0.2089	0.72643	1	1.4761	0.25376	0.8468	0			
"165"	"N-Glycan biosynthesis"	13	-0.53331	0.76062	1	0.53331	0.23938	0.4324	-10.063	0.76329	0.99996	6	-6.288	0.64722	0.95161	7	-7.8917	0.71847	0.99999
"166"	"NF-kappa B signaling pathway"	20	-0.0097952	0.69171	1	0.0097952	0.30829	0.51664	-20.713	0.9972	0.99996	7	-7.3697	0.70836	0.96722	13	-20.283	0.99881	0.99999
"167"	"NOD-like receptor signaling pathway"	50	1.2081	0.48872	1	-1.2081	0.51128	0.72195	-18.794	0.88529	0.99996	22	-3.4607	0.13294	0.75461	28	-22.046	0.99497	0.99999
"168"	"Natural killer cell mediated cytotoxicity"	27	-3.9155	0.99911	1	3.9155	0.00089408	0.010145	-9.3764	0.42802	0.98758	9	-11.063	0.90044	0.99293	18	-3.661	0.097557	0.76298
"169"	"Necroptosis"	58	0.48847	0.71094	1	-0.48847	0.28906	0.4953	-14.553	0.45662	0.98832	24	-4.3563	0.16409	0.75461	34	-15.347	0.77401	0.99999
"170"	"Neomycin, kanamycin and gentamicin biosynthesis"	2	1.6565	0.1985	1	-1.6565	0.8015	0.96624	0.98874	0.19259	0.70498	2	0.98874	0.20512	0.79117	0			
"171"	"Neuroactive ligand-receptor interaction"	9	0.37479	0.546	1	-0.37479	0.454	0.67219	-8.0504	0.68735	0.99996	7	-5.4048	0.54796	0.93693	2	-6.9659	0.83817	0.99999
"172"	"Neurotrophin signaling pathway"	48	-4.8039	0.99993	1	4.8039	6.5285e-05	0.0024593	-16.33	0.75152	0.99996	10	-5.8177	0.5159	0.93693	38	-15.369	0.70724	0.99999
"173"	"Nicotinate and nicotinamide metabolism"	18	1.4408	0.34883	1	-1.4408	0.65117	0.84009	-12.015	0.7897	0.99996	10	-4.9216	0.43611	0.86395	8	-12.521	0.93801	0.99999
"174"	"Nitrogen metabolism"	7	0.59697	0.46567	1	-0.59697	0.53433	0.7384	1.0429	0.08301	0.45211	4	0.85903	0.16178	0.75461	3	0.60108	0.15661	0.85095
"175"	"Non-alcoholic fatty liver disease (NAFLD)"	96	24.721	0	0	-24.721	1	1	10.798	8.0451e-12	4.0896e-10	79	21.21	0	0	17	-20.062	0.99774	0.99999
"176"	"Non-homologous end-joining"	5	-1.2783	0.85842	1	1.2783	0.14158	0.31043	-4.0141	0.46812	0.99844	1	-1.5792	0.50835	0.93693	4	-3.6982	0.44674	0.99999
"177"	"Non-small cell lung cancer"	23	-1.6754	0.94684	1	1.6754	0.053159	0.16889	-13.118	0.82902	0.99996	7	-9.2233	0.82957	0.9803	16	-9.6277	0.59207	0.99999
"178"	"Notch signaling pathway"	6	-0.25037	0.66344	1	0.25037	0.33656	0.55189	-16.798	0.99764	0.99996	2	-11.61	0.97621	0.99293	4	-12.364	0.97053	0.99999
"179"	"Nucleotide excision repair"	11	-2.4608	0.97701	1	2.4608	0.02299	0.093491	-8.1665	0.65505	0.99996	3	-5.4938	0.71073	0.96722	8	-6.2118	0.51443	0.99999
"180"	"Olfactory transduction"	11	-3.7805	0.99801	1	3.7805	0.0019937	0.019616	-6.9221	0.54308	0.99996	0				11	-6.9221	0.48756	0.99999
"181"	"One carbon pool by folate"	11	0.57347	0.48569	1	-0.57347	0.51431	0.72288	-6.4874	0.50264	0.99996	6	-5.4777	0.58046	0.93693	5	-3.6219	0.4158	0.99999
"182"	"Oocyte meiosis"	41	-7.4651	1	1	7.4651	5.1561e-08	5.242e-06	-4.3387	0.029221	0.2875	8	-8.9757	0.77686	0.96722	33	-0.41676	0.0017896	0.10666
"183"	"Osteoclast differentiation"	32	-4.4039	0.99961	1	4.4039	0.00038966	0.0056594	-18.128	0.94298	0.99996	9	-13.571	0.96696	0.99293	23	-12.894	0.75764	0.99999
"184"	"Other glycan degradation"	6	0.83755	0.39827	1	-0.83755	0.60173	0.79449	-4.4848	0.47872	0.99996	4	-6.2527	0.737	0.96722	2	1.0748	0.16696	0.85095
"185"	"Other types of O-glycan biosynthesis"	4	0.96156	0.34721	1	-0.96156	0.65279	0.84009	-4.1399	0.52852	0.99996	1	2.1516	0.20786	0.79149	3	-6.0226	0.6985	0.99999
"186"	"Ovarian steroidogenesis"	9	-0.55797	0.76048	1	0.55797	0.23952	0.4324	-9.8787	0.81604	0.99996	3	-8.2646	0.87825	0.99293	6	-6.2549	0.60777	0.99999
"187"	"Oxidative phosphorylation"	93	30.826	0	0	-30.826	1	1	26.914	0	0	87	27.297	0	0	6	2.0148	0.041898	0.60762
"188"	"Oxytocin signaling pathway"	63	-6.144	1	1	6.144	1.2871e-06	7.8512e-05	-8.7233	0.051091	0.36239	23	-10.117	0.63244	0.95161	40	-3.2764	0.0058009	0.24695
"189"	"PI3K-Akt signaling pathway"	101	-2.0617	0.995	1	2.0617	0.0049965	0.036499	-28.337	0.97362	0.99996	41	-17.925	0.93434	0.99293	60	-21.947	0.8977	0.99999
"190"	"PPAR signaling pathway"	35	5.9796	0.00054534	0.0072317	-5.9796	0.99945	1	-4.1499	0.044095	0.33938	26	-3.0635	0.09351	0.6439	9	-2.9768	0.20025	0.87028
"191"	"Pancreatic cancer"	31	-0.69202	0.86519	1	0.69202	0.13481	0.30233	-18.151	0.95304	0.99996	11	-7.5364	0.64245	0.95161	20	-17.009	0.96589	0.99999
"192"	"Pancreatic secretion"	23	-0.027159	0.70343	1	0.027159	0.29657	0.5048	-9.2851	0.52245	0.99996	12	-6.4521	0.50619	0.93693	11	-6.6873	0.46569	0.99999
"193"	"Pantothenate and CoA biosynthesis"	8	0.29936	0.54648	1	-0.29936	0.45352	0.67219	-7.3621	0.68163	0.99996	5	-6.8197	0.74003	0.96722	3	-3.218	0.44941	0.99999
"194"	"Parathyroid hormone synthesis, secretion and action"	23	-0.61972	0.82195	1	0.61972	0.17805	0.36017	-13.328	0.84117	0.99996	7	-8.0893	0.75971	0.96722	16	-10.629	0.68088	0.99999
"195"	"Parkinson disease"	98	30.888	0	0	-30.888	1	1	25.377	0	0	89	27.884	0	0	9	-3.9467	0.27029	0.90413
"196"	"Pathogenic Escherichia coli infection"	33	0.64218	0.59088	1	-0.64218	0.40912	0.62973	-10.412	0.42265	0.98758	20	-7.5263	0.43235	0.86395	13	-7.2545	0.47426	0.99999
"197"	"Pathways in cancer"	140	-1.1704	0.98453	1	1.1704	0.015472	0.076114	-30.091	0.94913	0.99996	55	-11.835	0.39898	0.86395	85	-29.098	0.99069	0.99999
"198"	"Pentose and glucuronate interconversions"	7	2.0566	0.15007	0.99345	-2.0566	0.84993	0.99703	2.109	0.052313	0.36262	4	2.8621	0.074397	0.59719	3	-0.083338	0.19751	0.87028
"199"	"Pentose phosphate pathway"	22	-4.0164	0.99858	1	4.0164	0.0014197	0.014433	-4.8251	0.15908	0.6834	7	-5.699	0.57322	0.93693	15	-1.9503	0.061655	0.61798
"200"	"Peroxisome"	42	8.161	2.1454e-06	4.0897e-05	-8.161	1	1	-8.7852	0.18271	0.69657	34	-5.7862	0.15477	0.75461	8	-8.2008	0.69489	0.99999
"201"	"Pertussis"	28	-1.2495	0.9035	1	1.2495	0.096495	0.24323	-11.222	0.58286	0.99996	12	-4.6307	0.34717	0.8629	16	-10.835	0.69807	0.99999
"202"	"Phagosome"	59	-0.11003	0.81284	1	0.11003	0.18716	0.37309	-12.92	0.30847	0.86314	34	-13.145	0.72215	0.96722	25	-4.5194	0.069361	0.66676
"203"	"Phenylalanine metabolism"	6	3.7172	0.019847	0.20178	-3.7172	0.98015	1	-0.452	0.15962	0.6834	3	5.1741	0.036249	0.35887	3	-5.8134	0.68146	0.99999
"204"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	2	5.3956	0.00053719	0.0072317	-5.3956	0.99946	1	5.1484	0.03639	0.31939	2	5.1484	0.040106	0.37223	0			
"205"	"Phosphatidylinositol signaling system"	28	-1.9369	0.95835	1	1.9369	0.041646	0.1477	-17.167	0.93841	0.99996	11	-20.218	0.99949	0.99949	17	-5.7684	0.24346	0.87028
"206"	"Phospholipase D signaling pathway"	40	-1.2485	0.93546	1	1.2485	0.064544	0.18929	-12.789	0.53104	0.99996	17	-10.996	0.77704	0.96722	23	-7.4123	0.26952	0.90413
"207"	"Phosphonate and phosphinate metabolism"	2	1.5383	0.22054	1	-1.5383	0.77946	0.9434	2.2923	0.12333	0.55315	1	2.8807	0.16428	0.75461	1	0.36106	0.27105	0.90413
"208"	"Phototransduction"	2	-0.96586	0.80304	1	0.96586	0.19696	0.38508	-5.1358	0.68961	0.99996	0				2	-5.1358	0.70623	0.99999
"209"	"Platelet activation"	53	-1.1723	0.93755	1	1.1723	0.062455	0.18817	-15.466	0.59931	0.99996	26	-12.6	0.78214	0.96722	27	-9.3042	0.31671	0.94194
"210"	"Porphyrin and chlorophyll metabolism"	18	6.1544	0.00054513	0.0072317	-6.1544	0.99945	1	0.4999	0.020856	0.23559	14	3.5459	0.011436	0.14768	4	-5.5733	0.61933	0.99999
"211"	"Primary bile acid biosynthesis"	6	2.9895	0.054547	0.44965	-2.9895	0.94545	1	-1.4156	0.22042	0.74363	6	-1.4156	0.25043	0.8468	0			
"212"	"Primary immunodeficiency"	3	0.62398	0.40481	1	-0.62398	0.59519	0.79271	-9.1427	0.89622	0.99996	2	-5.3925	0.72475	0.96722	1	-8.2095	0.92345	0.99999
"213"	"Prion diseases"	21	-1.5361	0.93121	1	1.5361	0.068787	0.19608	-14.027	0.88612	0.99996	8	-9.9195	0.83177	0.9803	13	-10.046	0.72584	0.99999
"214"	"Progesterone-mediated oocyte maturation"	25	-2.5636	0.9875	1	2.5636	0.012499	0.065403	-12.409	0.73212	0.99996	7	-6.1346	0.61007	0.95161	18	-10.798	0.65955	0.99999
"215"	"Prolactin signaling pathway"	24	-3.1209	0.99487	1	3.1209	0.0051308	0.036499	-12.41	0.75736	0.99996	4	-5.9337	0.71274	0.96722	20	-10.941	0.6341	0.99999
"216"	"Propanoate metabolism"	29	13.824	5.5511e-16	1.6931e-14	-13.824	1	1	8.2738	1.2211e-05	0.00033858	24	11.865	2.071e-06	5.5917e-05	5	-6.0698	0.65241	0.99999
"217"	"Prostate cancer"	30	-0.96389	0.89703	1	0.96389	0.10297	0.25125	-18.823	0.96126	0.99996	8	-3.3242	0.3324	0.8629	22	-19.976	0.99197	0.99999
"218"	"Proteasome"	39	-9.3276	1	1	9.3276	2.8534e-12	8.7028e-10	5.3516	5.3259e-05	0.0011603	5	-3.3783	0.45093	0.86404	34	7.0271	1.0961e-06	0.00032664
"219"	"Protein digestion and absorption"	26	-1.3863	0.92517	1	1.3863	0.074827	0.20762	-9.9055	0.48391	0.99996	10	-6.4597	0.57284	0.93693	16	-7.5203	0.39503	0.99999
"220"	"Protein export"	14	1.3147	0.33548	1	-1.3147	0.66452	0.84449	-4.0323	0.22628	0.74363	8	-4.4035	0.41874	0.86395	6	-1.0748	0.16332	0.85095
"221"	"Protein processing in endoplasmic reticulum"	97	-2.4032	0.9943	1	2.4032	0.0056951	0.039477	-16.149	0.23801	0.76413	43	-13.239	0.62736	0.95161	54	-9.8305	0.088419	0.76298
"222"	"Proteoglycans in cancer"	83	-2.1744	0.99261	1	2.1744	0.0073883	0.046946	-16.535	0.381	0.96037	37	-14.126	0.75629	0.96722	46	-9.5419	0.13104	0.83087
"223"	"Proximal tubule bicarbonate reclamation"	10	2.481	0.12122	0.8598	-2.481	0.87878	1	-0.28928	0.096534	0.49903	7	-0.41107	0.16664	0.75461	3	0.099774	0.18598	0.85265
"224"	"Purine metabolism"	56	-0.54235	0.89056	1	0.54235	0.10944	0.26491	-8.9011	0.092687	0.4874	32	-7.6373	0.29109	0.8629	24	-4.778	0.10497	0.76298
"225"	"Pyrimidine metabolism"	28	0.53175	0.57428	1	-0.53175	0.42572	0.64856	-16.973	0.93296	0.99996	14	-7.903	0.6248	0.95161	14	-16.101	0.97603	0.99999
"226"	"Pyruvate metabolism"	34	7.1627	3.6332e-05	0.00061562	-7.1627	0.99996	1	4.5291	0.00010576	0.0021504	22	6.3082	0.00042264	0.0096557	12	-0.91766	0.054683	0.61798
"227"	"RIG-I-like receptor signaling pathway"	21	-0.20245	0.73713	1	0.20245	0.26287	0.46613	-17.652	0.9787	0.99996	6	-2.153	0.3036	0.8629	15	-19.525	0.99756	0.99999
"228"	"RNA degradation"	36	-0.53131	0.84483	1	0.53131	0.15517	0.32865	-16.455	0.85976	0.99996	11	-5.029	0.4161	0.86395	25	-16.41	0.91914	0.99999
"229"	"RNA polymerase"	9	-0.35096	0.71783	1	0.35096	0.28217	0.48702	-21.71	0.99982	0.99996	2	-11.61	0.97621	0.99293	7	-18.411	0.99918	0.99999
"230"	"RNA transport"	92	-7.3519	1	1	7.3519	6.48e-10	9.8821e-08	-16.74	0.34237	0.90802	17	-15.159	0.957	0.99293	75	-11.323	0.048328	0.60762
"231"	"Rap1 signaling pathway"	52	0.025306	0.78162	1	-0.025306	0.21838	0.41371	-13.809	0.45709	0.98832	24	-6.8265	0.33521	0.8629	28	-12.499	0.61549	0.99999
"232"	"Ras signaling pathway"	59	-0.39554	0.85732	1	0.39554	0.14268	0.31043	-24.954	0.99105	0.99996	21	-8.4246	0.52236	0.93693	38	-24.832	0.99737	0.99999
"233"	"Regulation of actin cytoskeleton"	97	-0.79613	0.93553	1	0.79613	0.064467	0.18929	-16.796	0.28696	0.82721	50	-12.464	0.44769	0.86395	47	-11.274	0.23394	0.87028
"234"	"Regulation of lipolysis in adipocytes"	16	1.6287	0.26918	1	-1.6287	0.73082	0.90942	-12.133	0.85532	0.99996	7	-0.38412	0.16518	0.75461	9	-15.839	0.98586	0.99999
"235"	"Relaxin signaling pathway"	41	-1.9538	0.97087	1	1.9538	0.029126	0.11232	-14.241	0.66024	0.99996	11	-1.7202	0.16524	0.75461	30	-15.607	0.8359	0.99999
"236"	"Renal cell carcinoma"	30	-1.6394	0.95526	1	1.6394	0.044738	0.15506	-7.0227	0.17654	0.69032	11	-4.4623	0.36608	0.8629	19	-5.4291	0.18561	0.85265
"237"	"Renin secretion"	19	-3.0272	0.99298	1	3.0272	0.0070157	0.045528	-2.8224	0.10342	0.50878	8	-4.4579	0.42324	0.86395	11	0.092402	0.047347	0.60762
"238"	"Renin-angiotensin system"	11	-0.53705	0.76041	1	0.53705	0.23959	0.4324	-2.2564	0.16301	0.6834	6	-3.7911	0.43615	0.86395	5	0.80623	0.095757	0.76298
"239"	"Retinol metabolism"	9	1.5386	0.2665	1	-1.5386	0.7335	0.90942	-5.4208	0.4585	0.98832	5	-2.5443	0.37861	0.86395	4	-5.2866	0.59359	0.99999
"240"	"Retrograde endocannabinoid signaling"	61	18.378	0	0	-18.378	1	1	13.565	5.5331e-11	2.4109e-09	47	18.431	3.8471e-12	1.6323e-10	14	-5.4539	0.27214	0.90413
"241"	"Rheumatoid arthritis"	16	-1.0592	0.86963	1	1.0592	0.13037	0.29453	-10.095	0.71931	0.99996	7	-9.734	0.85627	0.99293	9	-4.876	0.34726	0.96714
"242"	"Riboflavin metabolism"	5	-0.0097676	0.60794	1	0.0097676	0.39206	0.61056	-4.7223	0.53424	0.99996	2	-5.6877	0.74625	0.96722	3	-1.4525	0.29647	0.92219
"243"	"Ribosome"	111	1.348	0.60787	1	-1.348	0.39213	0.61056	-3.0665	1.7923e-05	0.00045553	41	-1.1826	0.010907	0.14725	70	-2.9565	0.00031132	0.046387
"244"	"Ribosome biogenesis in eukaryotes"	22	-1.1149	0.88801	1	1.1149	0.11199	0.26894	-14.659	0.90831	0.99996	11	-12.8	0.9425	0.99293	11	-7.9309	0.58108	0.99999
"245"	"SNARE interactions in vesicular transport"	18	-0.44558	0.77733	1	0.44558	0.22267	0.41655	-14.316	0.90786	0.99996	12	-14.124	0.95873	0.99293	6	-4.8216	0.47067	0.99999
"246"	"Salivary secretion"	22	0.14069	0.6739	1	-0.14069	0.3261	0.53762	-9.734	0.56521	0.99996	10	-4.2799	0.38036	0.86395	12	-9.2729	0.69331	0.99999
"247"	"Salmonella infection"	45	-0.84533	0.90834	1	0.84533	0.091665	0.23494	-11.973	0.38743	0.96857	23	-8.7188	0.50689	0.93693	22	-8.2097	0.335	0.96714
"248"	"Selenocompound metabolism"	9	1.7607	0.22229	1	-1.7607	0.77771	0.9434	1.6186	0.045462	0.33938	6	1.9041	0.082391	0.61176	3	0.11064	0.18531	0.85265
"249"	"Serotonergic synapse"	26	-0.44006	0.80011	1	0.44006	0.19989	0.38833	-9.2797	0.42757	0.98758	11	-5.6036	0.46825	0.88846	15	-7.4186	0.42633	0.99999
"250"	"Shigellosis"	39	-0.035578	0.78835	1	0.035578	0.21165	0.40346	-13.211	0.59056	0.99996	20	-5.6779	0.28028	0.8629	19	-13.101	0.83028	0.99999
"251"	"Signaling pathways regulating pluripotency of stem cells"	19	-2.8284	0.99	1	2.8284	0.0099956	0.057923	-9.0496	0.56589	0.99996	4	-4.0728	0.55455	0.93693	15	-8.0818	0.49148	0.99999
"252"	"Small cell lung cancer"	34	-0.45997	0.84842	1	0.45997	0.15158	0.32329	-22.492	0.99585	0.99996	11	-4.7779	0.39371	0.86395	23	-24.043	0.99962	0.99999
"253"	"Sphingolipid metabolism"	7	-0.015388	0.62263	1	0.015388	0.37737	0.59947	-13.978	0.97526	0.99996	6	-15.937	0.99304	0.99949	1	2.0547	0.15566	0.85095
"254"	"Sphingolipid signaling pathway"	45	-1.3487	0.9513	1	1.3487	0.048698	0.16026	-17.261	0.82146	0.99996	19	-11.642	0.81069	0.97645	26	-12.757	0.70553	0.99999
"255"	"Spliceosome"	94	-3.129	0.99923	1	3.129	0.00077345	0.0098293	-31.424	0.99785	0.99996	22	-16.983	0.97541	0.99293	72	-26.518	0.98246	0.99999
"256"	"Staphylococcus aureus infection"	15	0.20392	0.6293	1	-0.20392	0.3707	0.59196	-11.332	0.81973	0.99996	9	-5.6131	0.53209	0.93693	6	-11.043	0.92407	0.99999
"257"	"Starch and sucrose metabolism"	19	-2.2979	0.97613	1	2.2979	0.023872	0.095803	-2.2424	0.081465	0.45176	9	-4.6092	0.44387	0.86395	10	1.2817	0.026468	0.60672
"258"	"Steroid biosynthesis"	6	0.9615	0.36872	1	-0.9615	0.63128	0.82412	-8.1518	0.78924	0.99996	5	-9.5062	0.89288	0.99293	1	1.2887	0.20319	0.87028
"259"	"Steroid hormone biosynthesis"	6	0.731	0.42417	1	-0.731	0.57583	0.7737	-1.8817	0.25404	0.78688	3	1.1309	0.1828	0.76468	3	-3.792	0.50212	0.99999
"260"	"Sulfur metabolism"	6	4.113	0.010607	0.11156	-4.113	0.98939	1	3.575	0.026354	0.2737	5	3.9581	0.039384	0.37223	1	-0.09368	0.30801	0.94194
"261"	"Sulfur relay system"	6	2.5286	0.094372	0.71602	-2.5286	0.90563	1	-1.2923	0.21198	0.72643	4	2.4605	0.088147	0.62333	2	-5.718	0.75296	0.99999
"262"	"Synaptic vesicle cycle"	24	-0.55839	0.81734	1	0.55839	0.18266	0.36652	-7.6688	0.34112	0.90802	15	-10.842	0.80563	0.97645	9	1.4738	0.029339	0.60762
"263"	"Synthesis and degradation of ketone bodies"	8	5.3221	0.00098749	0.012549	-5.3221	0.99901	1	-1.1594	0.16357	0.6834	7	1.8635	0.07172	0.59169	1	-8.2095	0.92345	0.99999
"264"	"Systemic lupus erythematosus"	22	-1.3068	0.90873	1	1.3068	0.091265	0.23494	-11.708	0.73616	0.99996	12	-9.7427	0.77443	0.96722	10	-6.6927	0.4962	0.99999
"265"	"T cell receptor signaling pathway"	36	-4.6371	0.99989	1	4.6371	0.00010504	0.0029126	-13.726	0.67875	0.99996	8	-9.8431	0.82767	0.9803	28	-10.303	0.40877	0.99999
"266"	"TGF-beta signaling pathway"	15	-2.4614	0.9835	1	2.4614	0.016503	0.078648	-9.5383	0.68923	0.99996	5	-11.621	0.95666	0.99293	10	-3.4645	0.21501	0.87028
"267"	"TNF signaling pathway"	26	-1.7456	0.95235	1	1.7456	0.047648	0.1597	-19.081	0.97958	0.99996	6	-5.3122	0.56645	0.93693	20	-18.847	0.98846	0.99999
"268"	"Taste transduction"	2	-0.80037	0.77195	1	0.80037	0.22805	0.41901	-5.345	0.70585	0.99996	0				2	-5.345	0.72349	0.99999
"269"	"Taurine and hypotaurine metabolism"	2	0.94971	0.34866	1	-0.94971	0.65134	0.84009	-5.1557	0.69117	0.99996	1	0.91826	0.29533	0.8629	1	-8.2095	0.92345	0.99999
"270"	"Terpenoid backbone biosynthesis"	15	0.85339	0.45656	1	-0.85339	0.54344	0.73995	-9.5969	0.69406	0.99996	8	-4.7551	0.44798	0.86395	7	-8.9651	0.79967	0.99999
"271"	"Th1 and Th2 cell differentiation"	22	-4.9852	0.99982	1	4.9852	0.00017504	0.0038848	-9.5692	0.54981	0.99996	3	-11.287	0.96656	0.99293	19	-5.812	0.21131	0.87028
"272"	"Th17 cell differentiation"	28	-4.769	0.99977	1	4.769	0.00022929	0.0042963	-9.3342	0.41531	0.98758	6	-11.025	0.91917	0.99293	22	-4.773	0.10494	0.76298
"273"	"Thermogenesis"	132	27.931	0	0	-27.931	1	1	14.165	0	0	112	19.372	0	0	20	-9.4516	0.4917	0.99999
"274"	"Thiamine metabolism"	7	1.7911	0.19397	1	-1.7911	0.80603	0.96787	-1.1706	0.18632	0.70157	5	-1.49	0.29321	0.8629	2	0.16602	0.22799	0.87028
"275"	"Thyroid cancer"	11	-1.3748	0.89769	1	1.3748	0.10231	0.25125	-4.4102	0.31603	0.87627	3	-4.4368	0.62648	0.95161	8	-2.4544	0.19533	0.87028
"276"	"Thyroid hormone signaling pathway"	42	-1.0498	0.91164	1	1.0498	0.088359	0.23034	-14.217	0.63567	0.99996	15	-5.0012	0.32785	0.8629	27	-14.004	0.74553	0.99999
"277"	"Thyroid hormone synthesis"	21	1.5023	0.32547	1	-1.5023	0.67453	0.85366	-4.6022	0.17625	0.69032	13	-1.2968	0.13596	0.75461	8	-5.8033	0.47565	0.99999
"278"	"Tight junction"	80	-1.4891	0.97951	1	1.4891	0.020494	0.090556	-21.297	0.8071	0.99996	43	-15.209	0.77999	0.96722	37	-14.921	0.70618	0.99999
