""	"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"138"	"Insulin signaling pathway"	77	-2.5234	0.99572	1	2.5234	0.0042815	0.024183	-24.037	0.91165	0.99991	29	-18.982	0.9766	0.99991	48	-15.69	0.47566	0.80631
"139"	"Intestinal immune network for IgA production"	2	0.35063	0.43871	1	-0.35063	0.56129	0.75416	-6.021	0.75831	0.99991	2	-6.021	0.758	0.99991	0			
"140"	"JAK-STAT signaling pathway"	18	-1.6909	0.93496	1	1.6909	0.06504	0.15259	-14.05	0.88505	0.99991	5	-7.2781	0.72465	0.99991	13	-12.019	0.82684	0.9829
"141"	"Kaposi sarcoma-associated herpesvirus infection"	59	-2.8584	0.99804	1	2.8584	0.0019608	0.017087	-23.506	0.96312	0.99991	20	-18.9	0.99046	0.99991	39	-15.377	0.57087	0.82115
"142"	"Legionellosis"	23	0.21279	0.60524	1	-0.21279	0.39476	0.60703	-3.3035	0.039324	0.33461	9	1.8258	0.043661	0.54927	14	-5.6981	0.24944	0.66099
"143"	"Leishmaniasis"	15	-0.61774	0.78391	1	0.61774	0.21609	0.38768	-12.828	0.87166	0.99991	9	-11.902	0.92289	0.99991	6	-5.7059	0.51636	0.80631
"144"	"Leukocyte transendothelial migration"	50	-1.3226	0.94476	1	1.3226	0.055237	0.13809	-16.702	0.64184	0.99991	25	-13.746	0.83338	0.99991	25	-9.874	0.34398	0.68329
"145"	"Linoleic acid metabolism"	3	-0.37883	0.67723	1	0.37883	0.32277	0.52365	-9.4965	0.92945	0.99991	2	-11.61	0.97197	0.99991	1	-0.029408	0.28053	0.6656
"146"	"Long-term depression"	24	-3.12	0.99685	1	3.12	0.0031519	0.020133	-7.3845	0.23463	0.76949	9	-9.9561	0.8366	0.99991	15	-1.6288	0.027704	0.41596
"147"	"Long-term potentiation"	29	-4.4172	0.99989	1	4.4172	0.00010698	0.0032628	-5.0629	0.059577	0.43907	6	-4.0595	0.42436	0.99991	23	-3.6116	0.028656	0.41596
"148"	"Longevity regulating pathway"	44	0.49793	0.57926	1	-0.49793	0.42074	0.63214	-20.251	0.92298	0.99991	22	-13.513	0.83715	0.99991	22	-15.126	0.87048	0.9829
"149"	"Lysine degradation"	22	6.164	6.9616e-06	0.0001249	-6.164	0.99999	1	-0.12945	0.0096005	0.13944	18	0.94022	0.022676	0.36043	4	-2.2981	0.28552	0.6656
"150"	"Lysosome"	41	1.8795	0.19428	1	-1.8795	0.80572	0.9637	-20.548	0.94437	0.99991	23	-13.341	0.83352	0.99991	18	-15.932	0.93703	0.98422
"151"	"MAPK signaling pathway"	80	-4.1965	0.99995	1	4.1965	4.9894e-05	0.0019681	-22.537	0.80366	0.99991	29	-18.062	0.9623	0.99991	51	-14.607	0.32743	0.6656
"152"	"Malaria"	13	-0.50734	0.74664	1	0.50734	0.25336	0.43413	-9.6676	0.68201	0.99991	4	-4.4583	0.54217	0.99991	9	-8.6468	0.65824	0.90237
"153"	"Mannose type O-glycan biosynthesis"	1	0	0.55636	1	0	0.44364	0.65684	-8.2095	0.93051	0.99991	0				1	-8.2095	0.92732	0.9829
"154"	"Maturity onset diabetes of the young"	1	0	0.55636	1	0	0.44364	0.65684	-8.2095	0.93051	0.99991	0				1	-8.2095	0.92732	0.9829
"155"	"Measles"	40	-0.41598	0.79526	1	0.41598	0.20474	0.37393	-20.608	0.95056	0.99991	14	-11.565	0.8456	0.99991	26	-17.075	0.91842	0.9829
"156"	"Melanogenesis"	23	-2.4471	0.98471	1	2.4471	0.015289	0.059221	-8.8872	0.36537	0.8762	8	-6.7911	0.61753	0.99991	15	-6.0453	0.21906	0.66099
"157"	"Melanoma"	14	-1.5045	0.92952	1	1.5045	0.070482	0.16286	-13.401	0.90797	0.99991	4	-9.742	0.897	0.99991	10	-9.6953	0.72474	0.94563
"158"	"Metabolism of xenobiotics by cytochrome P450"	19	1.2954	0.28868	1	-1.2954	0.71132	0.89649	-4.2756	0.10649	0.53247	10	-3.1839	0.23402	0.99991	9	-2.8562	0.13878	0.58527
"159"	"MicroRNAs in cancer"	43	-2.5173	0.99223	1	2.5173	0.0077685	0.035364	-23.602	0.99032	0.99991	16	-22.47	0.99953	0.99991	27	-12.488	0.52578	0.80744
"160"	"Mineral absorption"	12	0.33714	0.50427	1	-0.33714	0.49573	0.69356	-5.6802	0.32435	0.84807	6	-3.6749	0.38971	0.99991	6	-4.358	0.38243	0.72045
"161"	"Mismatch repair"	7	0.30519	0.49475	1	-0.30519	0.50525	0.70045	-8.1373	0.70275	0.99991	2	-3.7181	0.57966	0.99991	5	-7.2767	0.70366	0.93822
"162"	"Mitophagy"	33	-0.44157	0.77901	1	0.44157	0.22099	0.38961	-15.722	0.81052	0.99991	10	-5.7165	0.43647	0.99991	23	-15.063	0.82615	0.9829
"163"	"Morphine addiction"	14	-1.9277	0.96382	1	1.9277	0.036183	0.10411	-7.3646	0.43981	0.91877	6	-10.239	0.89342	0.99991	8	-0.87523	0.070491	0.51269
"164"	"Mucin type O-glycan biosynthesis"	1	0.13722	0.51694	1	-0.13722	0.48306	0.68375	-1.2311	0.42846	0.91549	1	-1.2311	0.43598	0.99991	0			
"165"	"N-Glycan biosynthesis"	13	-1.6233	0.92787	1	1.6233	0.072126	0.16295	-10.965	0.78321	0.99991	4	-8.5818	0.8438	0.99991	9	-7.4571	0.54015	0.82115
"166"	"NF-kappa B signaling pathway"	20	-1.5852	0.94535	1	1.5852	0.05465	0.13781	-19.477	0.99082	0.99991	5	-14.445	0.98586	0.99991	15	-14.15	0.90611	0.9829
"167"	"NOD-like receptor signaling pathway"	50	0.34533	0.62801	1	-0.34533	0.37199	0.58786	-19.272	0.83067	0.99991	24	-11.808	0.72387	0.99991	26	-15.381	0.83089	0.9829
"168"	"Natural killer cell mediated cytotoxicity"	27	-3.4284	0.99774	1	3.4284	0.0022578	0.017945	-11.762	0.57833	0.99991	8	-10.507	0.8706	0.99991	19	-7.2037	0.24149	0.66099
"169"	"Necroptosis"	58	0.36634	0.64703	1	-0.36634	0.35297	0.56661	-13.486	0.25943	0.78983	26	-7.6708	0.3209	0.99991	32	-11.242	0.32336	0.6656
"170"	"Neomycin, kanamycin and gentamicin biosynthesis"	2	1.0241	0.26099	1	-1.0241	0.73901	0.91625	0.10492	0.22905	0.76949	2	0.10492	0.26531	0.99991	0			
"171"	"Neuroactive ligand-receptor interaction"	9	-2.2307	0.96756	1	2.2307	0.03244	0.094229	-4.5759	0.34257	0.86351	2	-11.61	0.97197	0.99991	7	1.0172	0.034339	0.41779
"172"	"Neurotrophin signaling pathway"	48	-3.3661	0.99868	1	3.3661	0.0013234	0.014416	-19.161	0.83652	0.99991	13	-14.9	0.96987	0.99991	35	-13.358	0.46784	0.80631
"173"	"Nicotinate and nicotinamide metabolism"	18	2.2233	0.095368	0.74125	-2.2233	0.90463	1	-13.893	0.8777	0.99991	10	-7.7193	0.61312	0.99991	8	-12.209	0.93241	0.9829
"174"	"Nitrogen metabolism"	7	1.3347	0.21818	1	-1.3347	0.78182	0.95001	0.37172	0.066541	0.43907	2	3.5936	0.083369	0.72225	5	-1.8329	0.19388	0.64522
"175"	"Non-alcoholic fatty liver disease (NAFLD)"	96	24.042	0	0	-24.042	1	1	9.347	1.1768e-14	5.9823e-13	79	18.671	0	0	17	-18.038	0.98387	0.99894
"176"	"Non-homologous end-joining"	5	-1.8806	0.9351	1	1.8806	0.064902	0.15259	-2.8512	0.32572	0.84807	1	-8.2095	0.91769	0.99991	4	0.91704	0.082803	0.51269
"177"	"Non-small cell lung cancer"	23	-1.7199	0.94994	1	1.7199	0.050057	0.13276	-12.326	0.70093	0.99991	9	-11.149	0.89491	0.99991	14	-6.8599	0.34935	0.68463
"178"	"Notch signaling pathway"	6	-0.47281	0.70126	1	0.47281	0.29874	0.49519	-16.478	0.9967	0.99991	5	-18.357	0.99891	0.99991	1	0.68458	0.2239	0.66099
"179"	"Nucleotide excision repair"	11	-1.9445	0.96002	1	1.9445	0.039984	0.10792	-9.3876	0.73512	0.99991	1	-8.2095	0.91769	0.99991	10	-7.2497	0.48746	0.80631
"180"	"Olfactory transduction"	11	-2.7468	0.99068	1	2.7468	0.0093238	0.040251	-7.5438	0.56802	0.99991	3	-9.2136	0.91151	0.99991	8	-3.2038	0.19414	0.64522
"181"	"One carbon pool by folate"	11	1.1455	0.28569	1	-1.1455	0.71431	0.89656	-8.0808	0.6196	0.99991	6	-0.25991	0.14153	0.94545	5	-11.701	0.95271	0.99
"182"	"Oocyte meiosis"	41	-5.4937	1	1	5.4937	3.3068e-06	0.00033619	-8.0717	0.093642	0.4991	5	-8.5074	0.80802	0.99991	36	-5.4435	0.01246	0.41391
"183"	"Osteoclast differentiation"	32	-3.1317	0.99745	1	3.1317	0.0025488	0.019435	-19.02	0.95907	0.99991	12	-17.857	0.99503	0.99991	20	-10.226	0.49898	0.80631
"184"	"Other glycan degradation"	6	0.13861	0.52992	1	-0.13861	0.47008	0.68375	-5.643	0.55793	0.99991	3	-3.8142	0.5461	0.99991	3	-4.1662	0.50147	0.80631
"185"	"Other types of O-glycan biosynthesis"	4	-0.097364	0.60954	1	0.097364	0.39046	0.60452	-3.0968	0.39267	0.90731	1	1.2895	0.23535	0.99991	3	-4.3203	0.51637	0.80631
"186"	"Ovarian steroidogenesis"	9	-0.81237	0.78438	1	0.81237	0.21562	0.38768	-9.2978	0.75751	0.99991	3	-8.151	0.86589	0.99991	6	-5.6238	0.5081	0.80631
"187"	"Oxidative phosphorylation"	93	28.877	0	0	-28.877	1	1	24.633	0	0	83	27.629	0	0	10	-4.478	0.22855	0.66099
"188"	"Oxytocin signaling pathway"	63	-5.4256	1	1	5.4256	2.5436e-06	0.00033619	-11.241	0.096222	0.4991	16	-8.7924	0.57645	0.99991	47	-7.8846	0.02543	0.41391
"189"	"PI3K-Akt signaling pathway"	101	-2.3891	0.99643	1	2.3891	0.0035728	0.021367	-28.017	0.94754	0.99991	41	-23.921	0.99586	0.99991	60	-16.577	0.38004	0.72045
"190"	"PPAR signaling pathway"	35	3.5544	0.022326	0.21317	-3.5544	0.97767	1	-6.1619	0.06766	0.43907	24	-4.5652	0.1493	0.94545	11	-4.2481	0.1971	0.64522
"191"	"Pancreatic cancer"	31	-1.1046	0.89367	1	1.1046	0.10633	0.22213	-19.345	0.9547	0.99991	11	-10.969	0.84213	0.99991	20	-15.95	0.92493	0.9829
"192"	"Pancreatic secretion"	23	-1.877	0.96048	1	1.877	0.039525	0.1077	-9.479	0.423	0.91549	7	-3.7303	0.36663	0.99991	16	-8.8976	0.4773	0.80631
"193"	"Pantothenate and CoA biosynthesis"	8	0.60028	0.40279	1	-0.60028	0.59721	0.79541	-7.9156	0.69412	0.99991	6	-9.7101	0.86907	0.99991	2	0.98721	0.14799	0.58527
"194"	"Parathyroid hormone synthesis, secretion and action"	23	-2.0292	0.96889	1	2.0292	0.031109	0.092118	-13.522	0.7967	0.99991	7	-10.404	0.87102	0.99991	16	-9.3303	0.51924	0.80648
"195"	"Parkinson disease"	98	29.153	0	0	-29.153	1	1	22.743	0	0	88	26.578	0	0	10	-7.647	0.52816	0.80744
"196"	"Pathogenic Escherichia coli infection"	33	0.074739	0.65217	1	-0.074739	0.34783	0.56132	-11.273	0.42396	0.91549	17	-10.585	0.70629	0.99991	16	-5.2798	0.17459	0.63042
"197"	"Pathways in cancer"	140	-2.236	0.99475	1	2.236	0.0052464	0.028574	-30.744	0.90605	0.99991	56	-22.059	0.95661	0.99991	84	-21.679	0.55222	0.82115
"198"	"Pentose and glucuronate interconversions"	7	2.1753	0.080303	0.68034	-2.1753	0.9197	1	0.22166	0.0713	0.44054	4	1.9255	0.097818	0.77739	3	-1.8847	0.29136	0.6656
"199"	"Pentose phosphate pathway"	22	-4.0201	0.99976	1	4.0201	0.00023746	0.0042766	-7.2255	0.25136	0.78983	2	-6.4399	0.78542	0.99991	20	-5.5416	0.11849	0.57666
"200"	"Peroxisome"	42	5.7266	6.0271e-05	0.00083558	-5.7266	0.99994	1	-9.9898	0.1857	0.70604	31	-7.9485	0.26016	0.99991	11	-6.1768	0.35806	0.69643
"201"	"Pertussis"	28	-2.9455	0.99585	1	2.9455	0.004146	0.024069	-10.197	0.40142	0.912	6	-4.9213	0.50379	0.99991	22	-8.9337	0.31038	0.6656
"202"	"Phagosome"	59	-3.4035	0.99952	1	3.4035	0.00047751	0.0073541	-14.167	0.31733	0.84807	18	-12.815	0.85541	0.99991	41	-8.503	0.052556	0.46466
"203"	"Phenylalanine metabolism"	6	3.3875	0.009853	0.10363	-3.3875	0.99015	1	-0.33735	0.13285	0.59796	5	-0.49128	0.17999	0.99991	1	0.2722	0.25579	0.66099
"204"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	2	5.8403	1.9248e-05	0.00032614	-5.8403	0.99998	1	5.6101	0.020744	0.25308	2	5.6101	0.034412	0.46191	0			
"205"	"Phosphatidylinositol signaling system"	28	-1.6349	0.95285	1	1.6349	0.047155	0.12616	-17.214	0.93218	0.99991	7	-10.39	0.87034	0.99991	21	-13.879	0.81116	0.9829
"206"	"Phospholipase D signaling pathway"	40	-3.7659	0.99952	1	3.7659	0.00048224	0.0073541	-13.411	0.48295	0.95649	13	-17.486	0.99336	0.99991	27	-4.1906	0.018406	0.41391
"207"	"Phosphonate and phosphinate metabolism"	2	0.85243	0.30278	1	-0.85243	0.69722	0.88237	2.9089	0.080398	0.45936	1	2.7227	0.1492	0.94545	1	1.3912	0.17488	0.63042
"208"	"Phototransduction"	2	-0.69941	0.72695	1	0.69941	0.27305	0.46176	-5.4795	0.71678	0.99991	1	-8.2095	0.91769	0.99991	1	0.46042	0.24095	0.66099
"209"	"Platelet activation"	53	-3.1284	0.99808	1	3.1284	0.0019227	0.017087	-15.517	0.49331	0.9707	16	-12.631	0.8572	0.99991	37	-10.266	0.17049	0.63015
"210"	"Porphyrin and chlorophyll metabolism"	18	2.2913	0.087325	0.71984	-2.2913	0.91268	1	-2.5638	0.065501	0.43907	10	2.3202	0.025278	0.3817	8	-6.4398	0.49366	0.80631
"211"	"Primary bile acid biosynthesis"	6	1.2059	0.23711	1	-1.2059	0.76289	0.93368	-2.8762	0.30478	0.84807	5	-3.1715	0.37516	0.99991	1	0.046521	0.2742	0.6656
"212"	"Primary immunodeficiency"	3	0.19465	0.51563	1	-0.19465	0.48437	0.68375	-9.8439	0.94032	0.99991	2	-6.2513	0.7733	0.99991	1	-8.2095	0.92732	0.9829
"213"	"Prion diseases"	21	-2.2796	0.98364	1	2.2796	0.016359	0.061599	-13.78	0.80791	0.99991	4	-2.3037	0.35696	0.99991	17	-14.198	0.88108	0.9829
"214"	"Progesterone-mediated oocyte maturation"	25	-2.3248	0.98065	1	2.3248	0.019345	0.067819	-14.869	0.84583	0.99991	5	-5.9673	0.61969	0.99991	20	-13.64	0.80435	0.9829
"215"	"Prolactin signaling pathway"	24	-2.3397	0.98464	1	2.3397	0.015362	0.059221	-12.689	0.71473	0.99991	7	-7.6485	0.69966	0.99991	17	-10.169	0.56834	0.82115
"216"	"Propanoate metabolism"	29	12.068	0	0	-12.068	1	1	5.5543	2.4838e-05	0.00058273	25	7.551	3.7512e-05	0.0010299	4	-3.922	0.43944	0.79699
"217"	"Prostate cancer"	30	-2.292	0.9822	1	2.292	0.017804	0.064167	-19.216	0.96479	0.99991	8	-10.58	0.87401	0.99991	22	-16.06	0.91519	0.9829
"218"	"Proteasome"	39	-3.1312	0.99683	1	3.1312	0.0031685	0.020133	-1.217	0.0018527	0.035317	6	1.5936	0.06628	0.67875	33	-2.0025	0.003341	0.3175
"219"	"Protein digestion and absorption"	26	1.0692	0.36159	1	-1.0692	0.63841	0.82857	-8.1559	0.25764	0.78983	14	-8.8604	0.65853	0.99991	12	-2.4348	0.084199	0.51269
"220"	"Protein export"	14	-0.36822	0.72597	1	0.36822	0.27403	0.46176	-4.7159	0.21163	0.74193	5	-6.5007	0.66404	0.99991	9	-1.0364	0.059952	0.46466
"221"	"Protein processing in endoplasmic reticulum"	97	-3.9167	0.99981	1	3.9167	0.00019261	0.0042766	-19.243	0.31895	0.84807	29	-14.441	0.82927	0.99991	68	-13.553	0.086034	0.51269
"222"	"Proteoglycans in cancer"	83	-4.5415	0.99995	1	4.5415	5.1621e-05	0.0019681	-17.014	0.26508	0.78983	27	-16.446	0.92116	0.99991	56	-9.2943	0.025515	0.41391
"223"	"Proximal tubule bicarbonate reclamation"	10	1.8827	0.12048	0.83513	-1.8827	0.87952	1	-1.1826	0.096548	0.4991	6	-1.3996	0.20935	0.99991	4	-0.15563	0.13287	0.58527
"224"	"Purine metabolism"	56	0.89281	0.4904	1	-0.89281	0.5096	0.7033	-13.34	0.26673	0.78983	25	-4.8571	0.13807	0.94545	31	-13.567	0.56008	0.82115
"225"	"Pyrimidine metabolism"	28	1.2673	0.31995	1	-1.2673	0.68005	0.86785	-18.346	0.9619	0.99991	13	-11.92	0.88307	0.99991	15	-13.969	0.898	0.9829
"226"	"Pyruvate metabolism"	34	6.6771	3.2145e-06	6.5362e-05	-6.6771	1	1	1.1259	0.00047895	0.0097386	22	3.9512	0.0018365	0.042663	12	-3.4547	0.13073	0.58527
"227"	"RIG-I-like receptor signaling pathway"	21	-0.79446	0.84232	1	0.79446	0.15768	0.30058	-19.213	0.98386	0.99991	10	-17.941	0.99493	0.99991	11	-9.4404	0.67823	0.92113
"228"	"RNA degradation"	36	-0.035685	0.70135	1	0.035685	0.29865	0.49519	-17.636	0.86267	0.99991	14	-9.5556	0.71398	0.99991	22	-14.937	0.85976	0.9829
"229"	"RNA polymerase"	9	-0.084765	0.59631	1	0.084765	0.40369	0.61563	-22.172	0.9999	0.99991	6	-20.109	0.9998	0.99991	3	-9.964	0.92062	0.9829
"230"	"RNA transport"	92	-6.625	1	1	6.625	2.1311e-08	6.4999e-06	-18.735	0.35525	0.8757	17	-18.408	0.98886	0.99991	75	-11.987	0.022805	0.41391
"231"	"Rap1 signaling pathway"	52	-2.5409	0.99339	1	2.5409	0.0066124	0.032529	-16.21	0.57494	0.99991	20	-13.125	0.84731	0.99991	32	-10.288	0.24324	0.66099
"232"	"Ras signaling pathway"	59	-2.3358	0.99348	1	2.3358	0.0065206	0.032529	-25.514	0.98854	0.99991	21	-20.703	0.99626	0.99991	38	-16.401	0.72459	0.94563
"233"	"Regulation of actin cytoskeleton"	97	-3.1588	0.99869	1	3.1588	0.0013075	0.014416	-18.589	0.26514	0.78983	35	-15.443	0.81006	0.99991	62	-11.649	0.055009	0.46466
"234"	"Regulation of lipolysis in adipocytes"	16	-0.7957	0.81944	1	0.7957	0.18056	0.33994	-13.792	0.89027	0.99991	6	-7.0081	0.68945	0.99991	10	-12.017	0.88366	0.9829
"235"	"Relaxin signaling pathway"	41	-1.5041	0.94533	1	1.5041	0.054671	0.13781	-14.631	0.5839	0.99991	18	-11.528	0.78033	0.99991	23	-9.3368	0.31523	0.6656
"236"	"Renal cell carcinoma"	30	-1.5305	0.94033	1	1.5305	0.059669	0.14444	-7.8973	0.18751	0.70604	10	-5.1797	0.38979	0.99991	20	-6.0096	0.14351	0.58527
"237"	"Renin secretion"	19	-4.2769	0.99978	1	4.2769	0.00022218	0.0042766	-4.5521	0.11925	0.55956	6	-7.6549	0.74039	0.99991	13	-0.30269	0.024793	0.41391
"238"	"Renin-angiotensin system"	11	-1.3922	0.90936	1	1.3922	0.090642	0.19607	-2.9881	0.16904	0.6967	5	-5.4584	0.57585	0.99991	6	0.93688	0.051001	0.46466
"239"	"Retinol metabolism"	9	0.84435	0.32638	1	-0.84435	0.67362	0.86325	-4.6628	0.35006	0.87516	6	-5.7694	0.58181	0.99991	3	0.083084	0.15233	0.58527
"240"	"Retrograde endocannabinoid signaling"	61	16.953	0	0	-16.953	1	1	11.152	2.0068e-11	8.7438e-10	48	13.49	2.4511e-09	1.0575e-07	13	-1.764	0.054671	0.46466
"241"	"Rheumatoid arthritis"	16	-1.2102	0.88968	1	1.2102	0.11032	0.2289	-11.038	0.72321	0.99991	5	-5.4272	0.57313	0.99991	11	-9.6527	0.69725	0.93822
"242"	"Riboflavin metabolism"	5	1.4149	0.19695	1	-1.4149	0.80305	0.9637	-2.0368	0.25794	0.78983	3	-2.5578	0.43196	0.99991	2	-0.08787	0.22095	0.66099
"243"	"Ribosome"	111	1.6649	0.36396	1	-1.6649	0.63604	0.82857	-5.1518	6.6766e-06	0.00018513	39	-1.6235	0.0081175	0.16343	72	-5.2018	0.00016729	0.04885
"244"	"Ribosome biogenesis in eukaryotes"	22	-0.40276	0.76113	1	0.40276	0.23887	0.41396	-16.034	0.91992	0.99991	5	-6.6165	0.67339	0.99991	17	-14.652	0.90218	0.9829
"245"	"SNARE interactions in vesicular transport"	18	-0.71989	0.79208	1	0.71989	0.20792	0.37747	-16.648	0.96513	0.99991	8	-13.038	0.95493	0.99991	10	-10.673	0.80187	0.9829
"246"	"Salivary secretion"	22	-1.7804	0.96167	1	1.7804	0.038331	0.1077	-9.7601	0.47081	0.95439	7	-4.3204	0.41658	0.99991	15	-8.8687	0.48147	0.80631
"247"	"Salmonella infection"	45	-1.3313	0.9284	1	1.3313	0.0716	0.16295	-12.698	0.3418	0.86351	19	-8.0707	0.48367	0.99991	26	-9.806	0.31555	0.6656
"248"	"Selenocompound metabolism"	9	1.6972	0.13858	0.88058	-1.6972	0.86142	1	0.18875	0.064354	0.43907	7	0.42938	0.10415	0.78635	2	-0.40291	0.2457	0.66099
"249"	"Serotonergic synapse"	26	-2.5494	0.99063	1	2.5494	0.0093699	0.040251	-10.133	0.42956	0.91549	12	-13.102	0.93153	0.99991	14	-1.6794	0.046825	0.46466
"250"	"Shigellosis"	39	-0.51323	0.7972	1	0.51323	0.2028	0.37261	-15.358	0.6832	0.99991	19	-14.097	0.89597	0.99991	20	-7.7066	0.26198	0.6656
"251"	"Signaling pathways regulating pluripotency of stem cells"	19	-2.3502	0.98236	1	2.3502	0.01764	0.064167	-10.945	0.64136	0.99991	6	-8.4806	0.79853	0.99991	13	-7.4699	0.4261	0.77819
"252"	"Small cell lung cancer"	34	1.4483	0.2534	1	-1.4483	0.7466	0.92192	-21.865	0.99031	0.99991	14	-8.0822	0.59217	0.99991	20	-21.747	0.99813	0.99894
"253"	"Sphingolipid metabolism"	7	0.44799	0.45252	1	-0.44799	0.54748	0.74834	-14.291	0.97744	0.99991	5	-13.659	0.97822	0.99991	2	-5.1388	0.70131	0.93822
"254"	"Sphingolipid signaling pathway"	45	-2.1364	0.97859	1	2.1364	0.021405	0.073355	-17.526	0.75961	0.99991	13	-13.524	0.94074	0.99991	32	-12.164	0.40956	0.76173
"255"	"Spliceosome"	94	-2.5279	0.99582	1	2.5279	0.0041825	0.024069	-33.764	0.9993	0.99991	21	-15.567	0.93457	0.99991	73	-29.965	0.9967	0.99894
"256"	"Staphylococcus aureus infection"	15	-2.5911	0.98692	1	2.5911	0.013083	0.053194	-7.3106	0.43949	0.91877	3	-5.6964	0.7075	0.99991	12	-5.3253	0.25579	0.66099
"257"	"Starch and sucrose metabolism"	19	1.3722	0.26984	1	-1.3722	0.73016	0.90898	-2.6515	0.05083	0.39752	11	-2.0832	0.17131	0.99492	8	-1.6435	0.10185	0.54073
"258"	"Steroid biosynthesis"	6	1.3728	0.20066	1	-1.3728	0.79934	0.9637	-9.3354	0.84655	0.99991	6	-9.3354	0.84966	0.99991	0			
"259"	"Steroid hormone biosynthesis"	6	1.9244	0.10603	0.78875	-1.9244	0.89397	1	-1.584	0.20689	0.74193	3	2.6291	0.087379	0.73302	3	-4.8691	0.5691	0.82115
"260"	"Sulfur metabolism"	6	3.9802	0.0027943	0.030438	-3.9802	0.99721	1	2.2265	0.042598	0.34191	6	2.2265	0.049358	0.55208	0			
"261"	"Sulfur relay system"	6	2.8281	0.02759	0.2475	-2.8281	0.97241	1	-1.2876	0.18738	0.70604	4	-0.77764	0.24156	0.99991	2	-1.1304	0.30809	0.6656
"262"	"Synaptic vesicle cycle"	24	-2.8512	0.99438	1	2.8512	0.005625	0.030098	-8.4324	0.31966	0.84807	4	-9.4146	0.88353	0.99991	20	-5.0269	0.094723	0.54073
"263"	"Synthesis and degradation of ketone bodies"	8	4.5177	0.00095701	0.011676	-4.5177	0.99904	1	-2.0072	0.18338	0.70604	8	-2.0072	0.22071	0.99991	0			
"264"	"Systemic lupus erythematosus"	22	-3.0616	0.99708	1	3.0616	0.0029197	0.020133	-9.2961	0.42759	0.91549	5	-5.485	0.57817	0.99991	17	-7.6005	0.31899	0.6656
"265"	"T cell receptor signaling pathway"	36	-3.3185	0.99794	1	3.3185	0.0020624	0.017473	-15.223	0.69878	0.99991	11	-11.357	0.86181	0.99991	25	-10.734	0.42641	0.77819
"266"	"TGF-beta signaling pathway"	15	-1.3341	0.90449	1	1.3341	0.095507	0.2037	-11.946	0.82349	0.99991	3	-10.5	0.94992	0.99991	12	-8.1064	0.51488	0.80631
"267"	"TNF signaling pathway"	26	-0.8183	0.85467	1	0.8183	0.14533	0.28782	-20.3	0.98793	0.99991	12	-13.773	0.94963	0.99991	14	-14.913	0.94709	0.98768
"268"	"Taste transduction"	2	-0.74754	0.73837	1	0.74754	0.26163	0.44579	-5.4146	0.71159	0.99991	0				2	-5.4146	0.72542	0.94563
"269"	"Taurine and hypotaurine metabolism"	2	0.62524	0.36225	1	-0.62524	0.63775	0.82857	-5.5826	0.72495	0.99991	2	-5.5826	0.72739	0.99991	0			
"270"	"Terpenoid backbone biosynthesis"	15	1.8805	0.15025	0.93525	-1.8805	0.84975	1	-8.7138	0.56944	0.99991	12	-7.8063	0.60732	0.99991	3	-3.872	0.47304	0.80631
"271"	"Th1 and Th2 cell differentiation"	22	-2.6067	0.99195	1	2.6067	0.0080538	0.036124	-10.486	0.53897	0.99991	9	-8.9717	0.77512	0.99991	13	-6.1766	0.30608	0.6656
"272"	"Th17 cell differentiation"	28	-3.1142	0.99715	1	3.1142	0.0028517	0.020133	-10.47	0.4278	0.91549	11	-10.603	0.82195	0.99991	17	-4.9077	0.12623	0.58527
"273"	"Thermogenesis"	132	25.722	0	0	-25.722	1	1	11.208	0	0	112	16.372	0	0	20	-9.949	0.47112	0.80631
"274"	"Thiamine metabolism"	7	1.9195	0.11257	0.81751	-1.9195	0.88743	1	-0.88875	0.11493	0.55499	5	-1.3445	0.23413	0.99991	2	0.4631	0.18128	0.63776
"275"	"Thyroid cancer"	11	-1.525	0.92455	1	1.525	0.075446	0.16796	-4.951	0.31867	0.84807	5	-5.2746	0.55975	0.99991	6	-1.8887	0.17821	0.63459
"276"	"Thyroid hormone signaling pathway"	42	-1.8068	0.97513	1	1.8068	0.024866	0.082435	-15.332	0.63821	0.99991	16	-10.923	0.75124	0.99991	26	-10.918	0.42336	0.77819
"277"	"Thyroid hormone synthesis"	21	-0.6599	0.81635	1	0.6599	0.18365	0.34365	-4.9102	0.11427	0.55499	11	-3.5293	0.26393	0.99991	10	-3.414	0.15456	0.58613
"278"	"Tight junction"	80	-1.9335	0.98675	1	1.9335	0.013255	0.053194	-22.531	0.80324	0.99991	35	-16.84	0.8821	0.99991	45	-15.19	0.45995	0.80631
"279"	"Toll-like receptor signaling pathway"	29	-1.3272	0.91957	1	1.3272	0.080434	0.17649	-18.345	0.94151	0.99991	12	-13.199	0.93441	0.99991	17	-12.87	0.80186	0.9829
