""	"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"138"	"Insulin signaling pathway"	77	-0.080005	0.64101	1	0.080005	0.35899	0.64974	-29.873	0.80777	0.99992	34	-17.278	0.40534	0.78392	43	-24.612	0.9204	0.99997
"139"	"Intestinal immune network for IgA production"	2	-0.14222	0.66687	1	0.14222	0.33313	0.63503	-6.5099	0.70831	0.99992	0				2	-6.5099	0.73534	0.99997
"140"	"JAK-STAT signaling pathway"	18	-0.12412	0.66078	1	0.12412	0.33922	0.64262	-18.386	0.92921	0.99992	6	-8.8079	0.62179	0.88043	12	-16.29	0.95642	0.99997
"141"	"Kaposi sarcoma-associated herpesvirus infection"	59	-0.64993	0.96538	1	0.64993	0.034618	0.19268	-28.221	0.91403	0.99992	22	-19.433	0.91984	0.96981	37	-20.652	0.76886	0.99997
"142"	"Legionellosis"	23	0.27992	0.27101	1	-0.27992	0.72899	0.89285	-10.889	0.12316	0.54575	13	-6.2983	0.073862	0.5645	10	-9.3328	0.46782	0.99997
"143"	"Leishmaniasis"	15	-0.7465	0.98025	1	0.7465	0.019747	0.12624	-14.764	0.80034	0.99992	4	-12.715	0.96821	0.99126	11	-9.5735	0.44351	0.99997
"144"	"Leukocyte transendothelial migration"	50	0.56326	0.086879	1	-0.56326	0.91312	0.97039	-21.83	0.50026	0.92473	25	-11.244	0.089307	0.60456	25	-19.628	0.89742	0.99997
"145"	"Linoleic acid metabolism"	3	0.13563	0.35712	1	-0.13563	0.64288	0.84397	-9.9955	0.9139	0.99992	3	-9.9955	0.89789	0.96981	0			
"146"	"Long-term depression"	24	-0.31741	0.80138	1	0.31741	0.19862	0.48563	-11.44	0.13764	0.54575	10	-7.3006	0.22602	0.65611	14	-8.8086	0.24821	0.85438
"147"	"Long-term potentiation"	29	-0.81034	0.98472	1	0.81034	0.015282	0.10358	-10.763	0.04454	0.36122	13	-9.5807	0.30275	0.7014	16	-5.8543	0.036344	0.64522
"148"	"Longevity regulating pathway"	44	0.036948	0.49528	1	-0.036948	0.50472	0.74714	-25.135	0.90905	0.99992	22	-14.255	0.46233	0.79788	22	-21.291	0.98022	0.99997
"149"	"Lysine degradation"	22	0.30646	0.25001	1	-0.30646	0.74999	0.89285	-10.552	0.1267	0.54575	13	-5.3402	0.042771	0.49187	9	-10.079	0.58892	0.99997
"150"	"Lysosome"	41	-0.040109	0.57214	1	0.040109	0.42786	0.69785	-25.396	0.95284	0.99992	23	-18.571	0.84636	0.96064	18	-17.337	0.90147	0.99997
"151"	"MAPK signaling pathway"	80	-1.1004	0.99881	1	1.1004	0.0011935	0.019159	-28.807	0.64191	0.99992	29	-20.909	0.88264	0.96981	51	-20.312	0.32047	0.89254
"152"	"Malaria"	13	0.46874	0.10682	1	-0.46874	0.89318	0.95486	-11.28	0.50877	0.92867	9	-5.2123	0.11438	0.60456	4	-12.517	0.96529	0.99997
"153"	"Mannose type O-glycan biosynthesis"	1	0	0.49655	1	0	0.50345	0.74714	-8.2095	0.92789	0.99992	0				1	-8.2095	0.93611	0.99997
"154"	"Maturity onset diabetes of the young"	1	0	0.49655	1	0	0.50345	0.74714	-8.2095	0.92789	0.99992	1	-8.2095	0.9244	0.96981	0			
"155"	"Measles"	40	-0.092098	0.65264	1	0.092098	0.34736	0.64809	-25.735	0.96929	0.99992	18	-14.708	0.68569	0.91121	22	-21.398	0.98163	0.99997
"156"	"Melanogenesis"	23	-0.086673	0.63495	1	0.086673	0.36505	0.64974	-13.339	0.32575	0.74121	11	-9.5777	0.39924	0.78022	12	-9.2965	0.36075	0.95985
"157"	"Melanoma"	14	-0.46877	0.90503	1	0.46877	0.094968	0.32915	-15.506	0.88618	0.99992	5	-9.4723	0.73804	0.92332	9	-12.279	0.80527	0.99997
"158"	"Metabolism of xenobiotics by cytochrome P450"	19	-0.1637	0.66745	1	0.1637	0.33255	0.63503	-7.8862	0.045263	0.36122	7	-1.6885	0.025377	0.36132	12	-8.6336	0.29035	0.86764
"159"	"MicroRNAs in cancer"	43	0.13522	0.39936	1	-0.13522	0.60064	0.8262	-28.566	0.99294	0.99992	17	-17.439	0.90571	0.96981	26	-22.635	0.98546	0.99997
"160"	"Mineral absorption"	12	0.36777	0.18017	1	-0.36777	0.81983	0.91274	-7.6444	0.20109	0.63888	9	-5.6778	0.14236	0.60456	3	-5.4546	0.53146	0.99997
"161"	"Mismatch repair"	7	0.13753	0.35527	1	-0.13753	0.64473	0.84397	-10.886	0.7743	0.99992	4	-5.7762	0.45303	0.7968	3	-9.9591	0.92159	0.99997
"162"	"Mitophagy"	33	0.19066	0.33944	1	-0.19066	0.66056	0.85009	-20.403	0.79082	0.99992	18	-12.454	0.43977	0.7968	15	-16.62	0.928	0.99997
"163"	"Morphine addiction"	14	0.035995	0.49048	1	-0.035995	0.50952	0.74714	-10.651	0.40669	0.82088	6	-7.4359	0.46883	0.80094	8	-7.6505	0.4142	0.97855
"164"	"Mucin type O-glycan biosynthesis"	1	0.80995	0.012434	0.29172	-0.80995	0.98757	1	0.20709	0.17155	0.59369	1	0.20709	0.16742	0.60456	0			
"165"	"N-Glycan biosynthesis"	13	0.18996	0.31422	1	-0.18996	0.68578	0.86431	-13.452	0.74078	0.99992	8	-10.196	0.6492	0.89042	5	-8.7933	0.72179	0.99997
"166"	"NF-kappa B signaling pathway"	20	-0.097334	0.63359	1	0.097334	0.36641	0.64974	-22.545	0.99177	0.99992	7	-11.162	0.78558	0.95254	13	-19.773	0.99518	0.99997
"167"	"NOD-like receptor signaling pathway"	50	0.44362	0.14811	1	-0.44362	0.85189	0.93463	-23.444	0.68187	0.99992	28	-13.404	0.17793	0.60456	22	-20.222	0.96034	0.99997
"168"	"Natural killer cell mediated cytotoxicity"	27	-0.71728	0.96756	1	0.71728	0.032436	0.19166	-15.548	0.45089	0.87592	9	-10.378	0.61059	0.88043	18	-11.705	0.37231	0.97323
"169"	"Necroptosis"	58	0.036195	0.50155	1	-0.036195	0.49845	0.74714	-22.569	0.38503	0.79887	27	-13.042	0.17443	0.60456	31	-18.699	0.7099	0.99997
"170"	"Neomycin, kanamycin and gentamicin biosynthesis"	2	0.26975	0.24767	1	-0.26975	0.75233	0.89285	-2.5993	0.28804	0.7321	1	-0.53037	0.22538	0.65611	1	-3.1456	0.51756	0.99997
"171"	"Neuroactive ligand-receptor interaction"	9	-0.10048	0.62677	1	0.10048	0.37323	0.65421	-9.9177	0.57453	0.97351	2	-7.3648	0.80209	0.95254	7	-7.309	0.41312	0.97855
"172"	"Neurotrophin signaling pathway"	48	-0.87261	0.99296	1	0.87261	0.0070406	0.065882	-24.135	0.81799	0.99992	15	-13.477	0.67411	0.89982	33	-20.022	0.78041	0.99997
"173"	"Nicotinate and nicotinamide metabolism"	18	0.17986	0.36386	1	-0.17986	0.63614	0.84149	-18.613	0.93768	0.99992	8	-10.735	0.70426	0.91376	10	-15.37	0.95614	0.99997
"174"	"Nitrogen metabolism"	7	-0.16682	0.67807	1	0.16682	0.32193	0.63295	-2.178	0.041599	0.35244	2	-0.65767	0.13354	0.60456	5	-2.161	0.090061	0.72829
"175"	"Non-alcoholic fatty liver disease (NAFLD)"	96	3.2274	0	0	-3.2274	1	1	-16.516	3.3492e-05	0.0012769	78	-8.6	2.7554e-08	1.6477e-06	18	-20.24	0.98311	0.99997
"176"	"Non-homologous end-joining"	5	-0.34854	0.82118	1	0.34854	0.17882	0.48232	-4.7896	0.28312	0.72565	2	-6.2154	0.69617	0.91376	3	-1.1085	0.11295	0.7518
"177"	"Non-small cell lung cancer"	23	-0.46039	0.9063	1	0.46039	0.093698	0.32915	-16.871	0.71524	0.99992	6	-8.5623	0.59509	0.87221	17	-14.537	0.73181	0.99997
"178"	"Notch signaling pathway"	6	-0.33078	0.81146	1	0.33078	0.18854	0.48563	-16.673	0.99718	0.99992	4	-16.419	0.99818	0.99959	2	-5.6583	0.64901	0.99997
"179"	"Nucleotide excision repair"	11	-0.046042	0.58222	1	0.046042	0.41778	0.68508	-11.377	0.64197	0.99992	6	-8.152	0.54954	0.82986	5	-7.9452	0.63366	0.99997
"180"	"Olfactory transduction"	11	-0.26964	0.77343	1	0.26964	0.22657	0.5235	-11.898	0.69672	0.99992	5	-9.0191	0.69574	0.91376	6	-7.8769	0.55471	0.99997
"181"	"One carbon pool by folate"	11	0.48091	0.14203	1	-0.48091	0.85797	0.93793	-9.7624	0.45812	0.88262	8	-9.8791	0.61523	0.88043	3	-2.5611	0.21774	0.85438
"182"	"Oocyte meiosis"	41	-0.6393	0.95815	1	0.6393	0.04185	0.2099	-14.257	0.053285	0.36122	18	-10.625	0.25233	0.68016	23	-9.6357	0.080513	0.72705
"183"	"Osteoclast differentiation"	32	-1.0634	0.99722	1	1.0634	0.0027755	0.035662	-22.631	0.9333	0.99992	11	-16.826	0.97063	0.99126	21	-15.759	0.7131	0.99997
"184"	"Other glycan degradation"	6	-0.010687	0.52056	1	0.010687	0.47944	0.7392	-7.8476	0.56449	0.96568	3	-5.6226	0.50522	0.81336	3	-5.4756	0.53394	0.99997
"185"	"Other types of O-glycan biosynthesis"	4	0.4085	0.16153	1	-0.4085	0.83847	0.9285	-5.5063	0.42941	0.84553	2	-0.85073	0.14607	0.60456	2	-6.9363	0.77409	0.99997
"186"	"Ovarian steroidogenesis"	9	-0.32855	0.82361	1	0.32855	0.17639	0.48035	-12.236	0.81271	0.99992	3	-9.9955	0.89789	0.96981	6	-7.9182	0.55949	0.99997
"187"	"Oxidative phosphorylation"	93	3.5344	0	0	-3.5344	1	1	-6.4912	6.1572e-12	1.8779e-09	81	-5.5899	4.971e-11	7.4316e-09	12	-3.5479	0.019919	0.64522
"188"	"Oxytocin signaling pathway"	63	-0.64758	0.96526	1	0.64758	0.034745	0.19268	-18.409	0.041361	0.35244	27	-12.492	0.13603	0.60456	36	-13.534	0.085005	0.72829
"189"	"PI3K-Akt signaling pathway"	101	-1.3479	0.99985	1	1.3479	0.00014701	0.0044837	-35.081	0.89391	0.99992	33	-21.738	0.86913	0.96981	68	-27.611	0.7745	0.99997
"190"	"PPAR signaling pathway"	35	-0.48932	0.91182	1	0.48932	0.088181	0.32018	-12.97	0.059238	0.36122	18	-12.152	0.40638	0.78392	17	-6.1061	0.029925	0.64522
"191"	"Pancreatic cancer"	31	-0.39819	0.86213	1	0.39819	0.13787	0.41779	-22.138	0.92412	0.99992	11	-9.9235	0.43922	0.7968	20	-20.202	0.9682	0.99997
"192"	"Pancreatic secretion"	23	0.49843	0.11922	1	-0.49843	0.88078	0.954	-12.655	0.2581	0.69664	14	-8.4911	0.17408	0.60456	9	-9.6398	0.53895	0.99997
"193"	"Pantothenate and CoA biosynthesis"	8	-0.36008	0.8336	1	0.36008	0.1664	0.4656	-9.7663	0.64054	0.99992	2	-5.9485	0.66838	0.89617	6	-7.8427	0.55075	0.99997
"194"	"Parathyroid hormone synthesis, secretion and action"	23	-0.070004	0.61852	1	0.070004	0.38148	0.65473	-16.093	0.6346	0.99992	11	-9.5435	0.39534	0.78022	12	-13.143	0.78239	0.99997
"195"	"Parkinson disease"	98	4.1139	0	0	-4.1139	1	1	-8.4124	2.28e-11	3.477e-09	89	-5.8273	1.9408e-12	5.8029e-10	9	-9.4347	0.51535	0.99997
"196"	"Pathogenic Escherichia coli infection"	33	0.34985	0.20079	1	-0.34985	0.79921	0.90617	-14.635	0.20811	0.64116	14	-6.2914	0.058092	0.54279	19	-13.887	0.56098	0.99997
"197"	"Pathways in cancer"	140	-1.0069	0.99726	1	1.0069	0.0027371	0.035662	-39.239	0.79481	0.99992	54	-24.224	0.66773	0.89617	86	-30.87	0.79555	0.99997
"198"	"Pentose and glucuronate interconversions"	7	0.11263	0.38097	1	-0.11263	0.61903	0.83737	-2.7347	0.057801	0.36122	3	-1.389	0.11441	0.60456	4	-2.4148	0.13786	0.80553
"199"	"Pentose phosphate pathway"	22	-0.80704	0.98681	1	0.80704	0.01319	0.097897	-12.117	0.24414	0.68172	7	-9.0068	0.56624	0.84674	15	-8.5222	0.18446	0.85438
"200"	"Peroxisome"	42	0.63175	0.07005	1	-0.63175	0.92995	0.98484	-20.397	0.52804	0.94183	29	-19.143	0.75187	0.93365	13	-8.0705	0.20019	0.85438
"201"	"Pertussis"	28	-0.69448	0.96277	1	0.69448	0.037232	0.19922	-15.286	0.37934	0.79245	8	-8.5004	0.46039	0.79788	20	-12.711	0.41354	0.97855
"202"	"Phagosome"	59	-0.45806	0.90707	1	0.45806	0.092926	0.32915	-18.35	0.056633	0.36122	29	-14.696	0.27484	0.68162	30	-11.284	0.052127	0.65639
"203"	"Phenylalanine metabolism"	6	-0.10803	0.61963	1	0.10803	0.38037	0.65473	-5.1708	0.26497	0.7089	2	-1.2782	0.17655	0.60456	4	-5.4291	0.41179	0.97855
"204"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	2	0.34511	0.18795	1	-0.34511	0.81205	0.91274	-1.2782	0.17534	0.59369	2	-1.2782	0.17655	0.60456	0			
"205"	"Phosphatidylinositol signaling system"	28	-0.31714	0.79938	1	0.31714	0.20062	0.48563	-20.176	0.87449	0.99992	13	-14.396	0.80216	0.95254	15	-14.164	0.77196	0.99997
"206"	"Phospholipase D signaling pathway"	40	-0.15357	0.70956	1	0.15357	0.29044	0.61069	-19.133	0.48212	0.90769	20	-11.892	0.26737	0.68162	20	-15.167	0.67772	0.99997
"207"	"Phosphonate and phosphinate metabolism"	2	-0.4264	0.88477	1	0.4264	0.11523	0.38203	0.063503	0.094543	0.44363	1	-0.43089	0.21696	0.65611	1	0.5207	0.15228	0.84743
"208"	"Phototransduction"	2	-0.23901	0.75578	1	0.23901	0.24422	0.54498	-6.2499	0.68253	0.99992	1	-8.2095	0.9244	0.96981	1	-0.6291	0.24481	0.85438
"209"	"Platelet activation"	53	-0.92776	0.99471	1	0.92776	0.0052864	0.054571	-20.966	0.3246	0.74121	25	-14.314	0.33285	0.72117	28	-15.32	0.37163	0.97323
"210"	"Porphyrin and chlorophyll metabolism"	18	1.0454	0.0058677	0.14914	-1.0454	0.99413	1	-6.8765	0.03113	0.3218	13	-2.4366	0.0054946	0.12783	5	-9.1185	0.75261	0.99997
"211"	"Primary bile acid biosynthesis"	6	0.40828	0.14985	1	-0.40828	0.85015	0.93463	-4.9218	0.24145	0.68172	4	-4.7928	0.34544	0.73254	2	-1.7468	0.22693	0.85438
"212"	"Primary immunodeficiency"	3	-0.16229	0.64604	1	0.16229	0.35396	0.64809	-9.9227	0.91056	0.99992	0				3	-9.9227	0.92	0.99997
"213"	"Prion diseases"	21	-1.2949	0.99966	1	1.2949	0.00034231	0.0069066	-16.316	0.74704	0.99992	5	-9.3298	0.72507	0.92332	16	-13.476	0.66701	0.99997
"214"	"Progesterone-mediated oocyte maturation"	25	-1.1886	0.99887	1	1.1886	0.0011345	0.019159	-16.764	0.66039	0.99992	6	-8.8308	0.62425	0.88043	19	-14.267	0.60322	0.99997
"215"	"Prolactin signaling pathway"	24	-0.89694	0.99052	1	0.89694	0.0094784	0.079203	-16.468	0.62881	0.99992	6	-8.9744	0.63957	0.88763	18	-13.834	0.61225	0.99997
"216"	"Propanoate metabolism"	29	0.9692	0.0052402	0.1453	-0.9692	0.99476	1	-9.398	0.01774	0.24594	22	-4.9158	0.0025789	0.077109	7	-10.414	0.75446	0.99997
"217"	"Prostate cancer"	30	-0.41612	0.88215	1	0.41612	0.11785	0.38651	-21.999	0.94238	0.99992	10	-9.9766	0.50559	0.81336	20	-19.889	0.96148	0.99997
"218"	"Proteasome"	39	-1.03	0.99696	1	1.03	0.00304	0.035662	-8.0495	0.00079793	0.024965	13	-8.5254	0.20729	0.65611	26	-3.8302	0.00024382	0.072658
"219"	"Protein digestion and absorption"	26	-0.88226	0.98879	1	0.88226	0.011215	0.090012	-12.503	0.19775	0.63488	5	-4.8886	0.26494	0.68162	21	-11.527	0.25831	0.85438
"220"	"Protein export"	14	0.73455	0.030678	0.58479	-0.73455	0.96932	1	-8.2106	0.1682	0.59369	11	-7.3122	0.17727	0.60456	3	-3.7351	0.33309	0.919
"221"	"Protein processing in endoplasmic reticulum"	97	0.15608	0.40507	1	-0.15608	0.59493	0.82478	-26.495	0.11981	0.54541	55	-17.891	0.06427	0.54871	42	-19.79	0.52388	0.99997
"222"	"Proteoglycans in cancer"	83	-0.086253	0.647	1	0.086253	0.353	0.64809	-24.255	0.13486	0.54575	34	-15.472	0.21953	0.65611	49	-18.679	0.22097	0.85438
"223"	"Proximal tubule bicarbonate reclamation"	10	0.13795	0.37952	1	-0.13795	0.62048	0.83737	-4.8686	0.078767	0.40719	6	-4.8583	0.20957	0.65611	4	-1.7477	0.099945	0.74459
"224"	"Purine metabolism"	56	0.15173	0.36681	1	-0.15173	0.63319	0.84149	-20.043	0.19641	0.63488	27	-13.248	0.19038	0.61882	29	-15.069	0.35563	0.95476
"225"	"Pyrimidine metabolism"	28	-0.20014	0.70767	1	0.20014	0.29233	0.61069	-20.91	0.91409	0.99992	10	-9.8212	0.48784	0.81336	18	-18.759	0.95526	0.99997
"226"	"Pyruvate metabolism"	34	0.30934	0.23705	1	-0.30934	0.76295	0.89674	-10.624	0.017082	0.24594	20	-6.8072	0.01714	0.27222	14	-8.4196	0.21402	0.85438
"227"	"RIG-I-like receptor signaling pathway"	21	-0.3747	0.84804	1	0.3747	0.15196	0.44061	-21.185	0.98248	0.99992	7	-10.625	0.73754	0.92332	14	-18.433	0.98221	0.99997
"228"	"RNA degradation"	36	-0.28497	0.80164	1	0.28497	0.19836	0.48563	-23.041	0.90456	0.99992	13	-12.379	0.60919	0.88043	23	-19.519	0.93047	0.99997
"229"	"RNA polymerase"	9	0.26998	0.25434	1	-0.26998	0.74566	0.89285	-21.823	0.99992	0.99992	4	-12.211	0.95652	0.99126	5	-18.357	0.99962	0.99997
"230"	"RNA transport"	92	-0.94192	0.99664	1	0.94192	0.0033602	0.037958	-25.312	0.10886	0.50306	35	-19.723	0.6345	0.88763	57	-16.702	0.039381	0.64522
"231"	"Rap1 signaling pathway"	52	-0.21476	0.75685	1	0.21476	0.24315	0.54498	-19.636	0.20778	0.64116	26	-14.062	0.31434	0.7014	26	-13.707	0.30517	0.87442
"232"	"Ras signaling pathway"	59	-0.2786	0.80536	1	0.2786	0.19464	0.48563	-29.493	0.95961	0.99992	26	-18.982	0.81127	0.95254	33	-22.588	0.93646	0.99997
"233"	"Regulation of actin cytoskeleton"	97	0.0099512	0.55764	1	-0.0099512	0.44236	0.71197	-25.684	0.077545	0.40719	42	-15.683	0.087407	0.60456	55	-20.404	0.26764	0.85438
"234"	"Regulation of lipolysis in adipocytes"	16	0.032305	0.49674	1	-0.032305	0.50326	0.74714	-17.115	0.90839	0.99992	7	-6.3766	0.27584	0.68162	9	-17.197	0.98876	0.99997
"235"	"Relaxin signaling pathway"	41	-0.95736	0.99463	1	0.95736	0.0053677	0.054571	-19.824	0.51153	0.92867	13	-11.712	0.53504	0.82429	28	-16.009	0.45271	0.99997
"236"	"Renal cell carcinoma"	30	-0.46389	0.90544	1	0.46389	0.094558	0.32915	-13.447	0.17076	0.59369	12	-8.184	0.22018	0.65611	18	-10.678	0.26756	0.85438
"237"	"Renin secretion"	19	-0.83889	0.9853	1	0.83889	0.014697	0.10187	-10.017	0.14488	0.55236	6	-5.8387	0.29793	0.69594	13	-8.1437	0.20625	0.85438
"238"	"Renin-angiotensin system"	11	-0.15434	0.68096	1	0.15434	0.31904	0.63295	-5.3436	0.082525	0.4118	3	-1.1859	0.10351	0.60456	8	-5.5397	0.19741	0.85438
"239"	"Retinol metabolism"	9	-0.39023	0.86282	1	0.39023	0.13718	0.41779	-6.975	0.24178	0.68172	3	-5.1075	0.44633	0.7968	6	-4.9311	0.23384	0.85438
"240"	"Retrograde endocannabinoid signaling"	61	2.0999	6.3805e-08	2.7801e-06	-2.0999	1	1	-9.5987	9.4115e-06	0.00047842	46	-6.5788	9.8408e-06	0.00042034	15	-7.836	0.13601	0.80553
"241"	"Rheumatoid arthritis"	16	-1.0742	0.99711	1	1.0742	0.0028944	0.035662	-11.496	0.4019	0.81719	5	-11.866	0.90288	0.96981	11	-5.8652	0.11171	0.7518
"242"	"Riboflavin metabolism"	5	-0.089064	0.59702	1	0.089064	0.40298	0.67164	-5.1912	0.32409	0.74121	2	-1.3991	0.18586	0.61745	3	-5.5594	0.54381	0.99997
"243"	"Ribosome"	111	-0.18837	0.7484	1	0.18837	0.2516	0.55608	-18.404	2.3022e-05	0.0010031	48	-13.423	0.006312	0.12783	63	-12.712	0.00053026	0.079009
"244"	"Ribosome biogenesis in eukaryotes"	22	0.13791	0.40662	1	-0.13791	0.59338	0.82478	-17.526	0.80461	0.99992	15	-14.767	0.79776	0.95254	7	-9.4539	0.65828	0.99997
"245"	"SNARE interactions in vesicular transport"	18	0.39967	0.18414	1	-0.39967	0.81586	0.91274	-18.091	0.91689	0.99992	10	-9.9438	0.50184	0.81336	8	-16.019	0.9892	0.99997
"246"	"Salivary secretion"	22	0.34885	0.21632	1	-0.34885	0.78368	0.8977	-12.449	0.27493	0.72397	13	-8.5222	0.20703	0.65611	9	-9.2212	0.49074	0.99997
"247"	"Salmonella infection"	45	-0.39877	0.86055	1	0.39877	0.13945	0.41779	-15.761	0.081512	0.4118	18	-10.439	0.23592	0.6691	27	-11.824	0.12278	0.77851
"248"	"Selenocompound metabolism"	9	0.038737	0.48143	1	-0.038737	0.51857	0.74959	-1.9401	0.013182	0.21446	5	-1.6152	0.062768	0.54871	4	-1.1043	0.071196	0.72705
"249"	"Serotonergic synapse"	26	-0.60186	0.94215	1	0.60186	0.057848	0.24149	-14.122	0.34925	0.75345	11	-13.916	0.84819	0.96064	15	-6.6752	0.075408	0.72705
"250"	"Shigellosis"	39	-0.31666	0.80988	1	0.31666	0.19012	0.48563	-17.524	0.32797	0.74121	12	-5.9556	0.076901	0.5645	27	-17.091	0.64619	0.99997
"251"	"Signaling pathways regulating pluripotency of stem cells"	19	-0.42089	0.86383	1	0.42089	0.13617	0.41779	-14.141	0.56675	0.96568	7	-8.4515	0.50237	0.81336	12	-11.339	0.59759	0.99997
"252"	"Small cell lung cancer"	34	-1.3571	0.99978	1	1.3571	0.00022375	0.0048745	-25.008	0.98073	0.99992	9	-12.663	0.82575	0.95698	25	-21.566	0.9653	0.99997
"253"	"Sphingolipid metabolism"	7	-0.35825	0.83807	1	0.35825	0.16193	0.45731	-15.779	0.98421	0.99992	2	-11.61	0.98165	0.9916	5	-11.327	0.90741	0.99997
"254"	"Sphingolipid signaling pathway"	45	-0.5927	0.94171	1	0.5927	0.058294	0.24149	-22.234	0.68628	0.99992	16	-13.111	0.54924	0.82986	29	-17.959	0.68882	0.99997
"255"	"Spliceosome"	94	0.27957	0.31109	1	-0.27957	0.68891	0.86468	-37.974	0.98875	0.99992	47	-25.196	0.87025	0.96981	47	-28.507	0.99124	0.99997
"256"	"Staphylococcus aureus infection"	15	-0.085722	0.61704	1	0.085722	0.38296	0.65473	-13.063	0.63499	0.99992	4	-6.3638	0.51957	0.81336	11	-11.417	0.6527	0.99997
"257"	"Starch and sucrose metabolism"	19	-0.40102	0.8523	1	0.40102	0.1477	0.43317	-9.9541	0.14064	0.54575	5	-2.3791	0.093242	0.60456	14	-10.174	0.38768	0.97855
"258"	"Steroid biosynthesis"	6	0.47418	0.11346	1	-0.47418	0.88654	0.954	-10.916	0.85737	0.99992	5	-8.2868	0.62173	0.88043	1	-8.2095	0.93611	0.99997
"259"	"Steroid hormone biosynthesis"	6	-0.29332	0.78405	1	0.29332	0.21595	0.50664	-4.8127	0.23152	0.68172	3	-5.6871	0.51262	0.81336	3	-1.1191	0.11356	0.7518
"260"	"Sulfur metabolism"	6	0.17504	0.33322	1	-0.17504	0.66678	0.85091	-1.7837	0.051724	0.36122	3	-1.0933	0.098803	0.60456	3	-1.4293	0.13226	0.80435
"261"	"Sulfur relay system"	6	-0.075907	0.58746	1	0.075907	0.41254	0.68316	-5.6109	0.30919	0.74121	3	-2.2839	0.17201	0.60456	3	-5.6511	0.55459	0.99997
"262"	"Synaptic vesicle cycle"	24	-0.78164	0.97972	1	0.78164	0.020281	0.12624	-10.602	0.092146	0.44363	13	-13.272	0.70212	0.91376	11	-1.2323	0.005219	0.51842
"263"	"Synthesis and degradation of ketone bodies"	8	0.31304	0.2171	1	-0.31304	0.7829	0.8977	-7.3116	0.35326	0.75345	5	-1.8582	0.071479	0.5645	3	-9.5408	0.90177	0.99997
"264"	"Systemic lupus erythematosus"	22	-0.50788	0.92546	1	0.50788	0.074542	0.27726	-14.961	0.54872	0.95848	5	-6.4475	0.4216	0.7968	17	-13.523	0.62457	0.99997
"265"	"T cell receptor signaling pathway"	36	-1.1069	0.99865	1	1.1069	0.001347	0.020542	-19.595	0.62272	0.99992	13	-14.315	0.79568	0.95254	23	-13.754	0.42021	0.97855
"266"	"TGF-beta signaling pathway"	15	-0.40265	0.87337	1	0.40265	0.12663	0.40231	-12.176	0.53398	0.94689	6	-5.1854	0.23721	0.6691	9	-11.485	0.73601	0.99997
"267"	"TNF signaling pathway"	26	-0.58288	0.93638	1	0.58288	0.063624	0.24564	-21.966	0.96806	0.99992	9	-12.857	0.83968	0.9597	17	-17.81	0.94398	0.99997
"268"	"Taste transduction"	2	-0.2665	0.77849	1	0.2665	0.22151	0.51574	-6.1886	0.67633	0.99992	0				2	-6.1886	0.70404	0.99997
"269"	"Taurine and hypotaurine metabolism"	2	-0.30909	0.81116	1	0.30909	0.18884	0.48563	-6.1006	0.66732	0.99992	0				2	-6.1006	0.69519	0.99997
"270"	"Terpenoid backbone biosynthesis"	15	-0.14559	0.67626	1	0.14559	0.32374	0.63295	-12.314	0.55004	0.95848	4	-4.6378	0.32935	0.7188	11	-11.583	0.67026	0.99997
"271"	"Th1 and Th2 cell differentiation"	22	-1.4972	0.99997	1	1.4972	2.9739e-05	0.0014955	-13.916	0.42969	0.84553	3	-9.9425	0.89515	0.96981	19	-11.024	0.25406	0.85438
"272"	"Th17 cell differentiation"	28	-1.3933	0.99979	1	1.3933	0.0002057	0.004826	-14.688	0.31372	0.74121	6	-11.098	0.83107	0.95942	22	-10.774	0.17666	0.85438
"273"	"Thermogenesis"	132	3.5294	0	0	-3.5294	1	1	-19.679	2.8597e-06	0.00017444	112	-15.735	1.3619e-07	6.7869e-06	20	-13.319	0.48	0.99997
"274"	"Thiamine metabolism"	7	0.18517	0.30797	1	-0.18517	0.69203	0.86503	-5.9428	0.25531	0.69664	5	-5.8053	0.35379	0.73545	2	-1.9389	0.24402	0.85438
"275"	"Thyroid cancer"	11	-0.33726	0.81972	1	0.33726	0.18028	0.48232	-6.5916	0.15247	0.56711	4	-4.7052	0.33631	0.72339	7	-4.7062	0.16336	0.85404
"276"	"Thyroid hormone signaling pathway"	42	-0.0028648	0.55647	1	0.0028648	0.44353	0.71197	-20.637	0.55481	0.95848	21	-10.919	0.17302	0.60456	21	-18.266	0.89971	0.99997
"277"	"Thyroid hormone synthesis"	21	0.28718	0.24985	1	-0.28718	0.75015	0.89285	-9.1302	0.071634	0.39015	13	-5.5966	0.049816	0.53018	8	-7.6582	0.4151	0.97855
"278"	"Tight junction"	80	0.05864	0.48279	1	-0.05864	0.51721	0.74959	-28.57	0.61606	0.99992	43	-23.019	0.75566	0.93365	37	-17.195	0.38529	0.97855
