""	"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"136"	"Insulin resistance"	53	0.35835	0.013778	0.2472	-0.35835	0.98622	1	-27.95	0.76308	0.99974	31	-19.444	0.34445	0.89082	22	-20.3	0.91343	0.97716
"137"	"Insulin secretion"	22	-0.64411	0.99402	1	0.64411	0.0059786	0.11397	-14.332	0.25515	0.65949	9	-8.9114	0.25664	0.78815	13	-11.229	0.33931	0.62033
"138"	"Insulin signaling pathway"	77	0.12936	0.09446	0.59594	-0.12936	0.90554	1	-33.996	0.82154	0.99974	40	-27.288	0.88541	0.99951	37	-20.67	0.52283	0.77746
"139"	"Intestinal immune network for IgA production"	2	0.013768	0.41705	0.95057	-0.013768	0.58295	0.99471	-7.3297	0.77612	0.99974	2	-7.3297	0.74487	0.99951	0			
"140"	"JAK-STAT signaling pathway"	18	0.052538	0.28044	0.92515	-0.052538	0.71956	1	-19.291	0.91862	0.99974	13	-16.958	0.88095	0.99951	5	-9.2581	0.70867	0.87629
"141"	"Kaposi sarcoma-associated herpesvirus infection"	59	-0.2593	0.70941	0.96956	0.2593	0.29059	0.99471	-30.775	0.88031	0.99974	29	-26.515	0.98443	0.99951	30	-17.089	0.30126	0.59453
"142"	"Legionellosis"	23	-0.13881	0.59978	0.95057	0.13881	0.40022	0.99471	-12.161	0.067944	0.35124	11	-7.8598	0.081038	0.50806	12	-9.3109	0.23557	0.54377
"143"	"Leishmaniasis"	15	-0.06647	0.48375	0.95057	0.06647	0.51625	0.99471	-16.227	0.79081	0.99974	9	-13.71	0.81217	0.99951	6	-8.867	0.58335	0.80855
"144"	"Leukocyte transendothelial migration"	50	-0.35863	0.84305	1	0.35863	0.15695	0.84134	-23.146	0.28701	0.6786	21	-17.512	0.53905	0.99951	29	-15.49	0.17987	0.52234
"145"	"Linoleic acid metabolism"	3	-0.15224	0.72479	0.96956	0.15224	0.27521	0.99471	-9.9492	0.89364	0.99974	0				3	-9.9492	0.88268	0.97716
"146"	"Long-term depression"	24	-0.33405	0.86616	1	0.33405	0.13384	0.83522	-14.111	0.1672	0.51917	10	-9.8271	0.26088	0.78815	14	-10.171	0.21682	0.54195
"147"	"Long-term potentiation"	29	-0.037497	0.39174	0.95057	0.037497	0.60826	0.99471	-14.701	0.083825	0.39199	15	-9.8451	0.083222	0.50806	14	-10.968	0.3001	0.59453
"148"	"Longevity regulating pathway"	44	0.1691	0.084502	0.59484	-0.1691	0.9155	1	-27.322	0.9035	0.99974	25	-22.036	0.86687	0.99951	19	-16.3	0.68508	0.86197
"149"	"Lysine degradation"	22	0.32085	0.037929	0.39715	-0.32085	0.96207	1	-12.013	0.084825	0.39199	12	-7.8379	0.053701	0.46029	10	-9.2329	0.31836	0.60933
"150"	"Lysosome"	41	-0.444	0.92778	1	0.444	0.07222	0.61121	-27.601	0.94449	0.99974	20	-22.352	0.96933	0.99951	21	-16.753	0.64294	0.84403
"151"	"MAPK signaling pathway"	80	0.035	0.17643	0.75049	-0.035	0.82357	1	-33.218	0.68578	0.99974	42	-23.386	0.40578	0.94634	38	-23.611	0.8421	0.95417
"152"	"Malaria"	13	0.34402	0.039073	0.39715	-0.34402	0.96093	1	-12.849	0.49668	0.88075	5	-4.9438	0.15228	0.6818	8	-12.47	0.8407	0.95417
"153"	"Mannose type O-glycan biosynthesis"	1	0	0.46621	0.95057	0	0.53379	0.99471	-8.2095	0.91818	0.99974	1	-8.2095	0.91873	0.99951	0			
"154"	"Maturity onset diabetes of the young"	1	0	0.46621	0.95057	0	0.53379	0.99471	-8.2095	0.91818	0.99974	0				1	-8.2095	0.93587	0.97716
"155"	"Measles"	40	0.13693	0.1267	0.60692	-0.13693	0.8733	1	-27.901	0.96041	0.99974	27	-24.68	0.95524	0.99951	13	-13.374	0.60546	0.82193
"156"	"Melanogenesis"	23	-0.18118	0.67606	0.95057	0.18118	0.32394	0.99471	-16.065	0.39189	0.76131	11	-13.697	0.65169	0.99951	12	-9.1273	0.21876	0.54195
"157"	"Melanoma"	14	-0.024066	0.41304	0.95057	0.024066	0.58696	0.99471	-16.876	0.8671	0.99974	7	-14.413	0.93105	0.99951	7	-9.453	0.56374	0.78621
"158"	"Metabolism of xenobiotics by cytochrome P450"	19	-0.088901	0.52516	0.95057	0.088901	0.47484	0.99471	-10.209	0.04549	0.34686	11	-8.4333	0.11077	0.61093	8	-5.8444	0.12317	0.48934
"159"	"MicroRNAs in cancer"	43	-0.338	0.8405	1	0.338	0.1595	0.84134	-29.868	0.98455	0.99974	24	-25.53	0.98792	0.99951	19	-16.24	0.67798	0.86197
"160"	"Mineral absorption"	12	-1.5167	1	1	1.5167	1.0408e-10	3.1744e-08	-5.6617	0.018608	0.25137	2	-1.5677	0.12776	0.63879	10	-5.501	0.04964	0.40189
"161"	"Mismatch repair"	7	-0.12471	0.65728	0.95057	0.12471	0.34272	0.99471	-11.201	0.73437	0.99974	5	-12.358	0.8873	0.99951	2	-1.4156	0.12246	0.48934
"162"	"Mitophagy"	33	0.15872	0.11286	0.60115	-0.15872	0.88714	1	-21.929	0.69295	0.99974	18	-13.557	0.23525	0.78127	15	-17.675	0.92989	0.97716
"163"	"Morphine addiction"	14	-0.41162	0.94515	1	0.41162	0.054847	0.53962	-11.384	0.28216	0.67763	6	-14.129	0.94347	0.99951	8	-2.8241	0.016082	0.36448
"164"	"Mucin type O-glycan biosynthesis"	1	-0.40745	0.97353	1	0.40745	0.026471	0.37437	-0.478	0.16013	0.51809	0				1	-0.478	0.17622	0.52234
"165"	"N-Glycan biosynthesis"	13	-0.011975	0.4231	0.95057	0.011975	0.5769	0.99471	-13.659	0.59635	0.98851	4	-5.4019	0.27347	0.78815	9	-12.815	0.807	0.92851
"166"	"NF-kappa B signaling pathway"	20	0.015022	0.32639	0.95057	-0.015022	0.67361	1	-22.744	0.98742	0.99974	12	-16.577	0.8751	0.99951	8	-15.66	0.97909	0.99064
"167"	"NOD-like receptor signaling pathway"	50	-0.043606	0.33794	0.95057	0.043606	0.66206	0.99471	-27.804	0.83487	0.99974	29	-22.101	0.76611	0.99951	21	-16.93	0.66366	0.85615
"168"	"Natural killer cell mediated cytotoxicity"	27	-0.014841	0.35287	0.95057	0.014841	0.64713	0.99471	-17.338	0.36963	0.74192	14	-14.058	0.53496	0.99951	13	-10.397	0.24862	0.54476
"169"	"Necroptosis"	58	-0.23387	0.64728	0.95057	0.23387	0.35272	0.99471	-25.814	0.37161	0.74192	33	-19.301	0.27417	0.78815	25	-17.143	0.54404	0.78295
"170"	"Neomycin, kanamycin and gentamicin biosynthesis"	2	0.90161	0.00010348	0.0099603	-0.90161	0.9999	1	-0.18953	0.06378	0.35124	1	0.99439	0.071337	0.50806	1	-1.2624	0.24787	0.54476
"171"	"Neuroactive ligand-receptor interaction"	9	-0.12179	0.63174	0.95057	0.12179	0.36826	0.99471	-10.165	0.43371	0.81146	3	-11.001	0.9229	0.99951	6	-4.6704	0.1308	0.48934
"172"	"Neurotrophin signaling pathway"	48	0.10516	0.14695	0.66435	-0.10516	0.85305	1	-26.619	0.75789	0.99974	30	-22.695	0.76694	0.99951	18	-14.169	0.50056	0.76495
"173"	"Nicotinate and nicotinamide metabolism"	18	-0.099694	0.55234	0.95057	0.099694	0.44766	0.99471	-17.757	0.81569	0.99974	8	-10.371	0.47974	0.99256	10	-14.548	0.88543	0.97716
"174"	"Nitrogen metabolism"	7	0.75647	0.00012915	0.0099603	-0.75647	0.99987	1	-3.2428	0.021085	0.26473	4	-0.83774	0.021269	0.35306	3	-3.9861	0.26049	0.5625
"175"	"Non-alcoholic fatty liver disease (NAFLD)"	96	0.0040118	0.19741	0.76219	-0.0040118	0.80259	1	-27.372	0.0094495	0.19214	40	-18.261	0.052782	0.46029	56	-20.406	0.060949	0.41279
"176"	"Non-homologous end-joining"	5	0.095657	0.28069	0.92515	-0.095657	0.71931	1	-7.0447	0.39614	0.7647	4	-6.5541	0.40424	0.94634	1	-2.6443	0.40394	0.66505
"177"	"Non-small cell lung cancer"	23	-0.060464	0.4505	0.95057	0.060464	0.5495	0.99471	-18.874	0.72609	0.99974	14	-18.642	0.93123	0.99951	9	-6.9205	0.15669	0.51356
"178"	"Notch signaling pathway"	6	0.0076593	0.40023	0.95057	-0.0076593	0.59977	0.99471	-17.644	0.99807	0.99974	5	-15.657	0.9864	0.99951	1	-8.2095	0.93587	0.97716
"179"	"Nucleotide excision repair"	11	0.12977	0.20305	0.77413	-0.12977	0.79695	1	-13.276	0.70758	0.99974	8	-11.303	0.59536	0.99951	3	-6.963	0.60715	0.82193
"180"	"Olfactory transduction"	11	-0.028795	0.4604	0.95057	0.028795	0.5396	0.99471	-13.517	0.73373	0.99974	6	-12.202	0.83813	0.99951	5	-6.6816	0.37985	0.65329
"181"	"One carbon pool by folate"	11	0.063129	0.30034	0.93458	-0.063129	0.69966	1	-12.448	0.60988	0.99974	8	-10.08	0.44354	0.97841	3	-7.375	0.65481	0.85275
"182"	"Oocyte meiosis"	41	-0.10967	0.47347	0.95057	0.10967	0.52653	0.99471	-18.498	0.10309	0.43072	20	-13.191	0.14135	0.67311	21	-12.974	0.20217	0.54195
"183"	"Osteoclast differentiation"	32	-0.19431	0.66124	0.95057	0.19431	0.33876	0.99471	-24.853	0.94477	0.99974	18	-20.787	0.93555	0.99951	14	-14.004	0.67773	0.86197
"184"	"Other glycan degradation"	6	0.058551	0.31716	0.95057	-0.058551	0.68284	1	-10.03	0.69018	0.99974	4	-4.0741	0.15454	0.6818	2	-11.61	0.98533	0.99064
"185"	"Other types of O-glycan biosynthesis"	4	-0.0348	0.49681	0.95057	0.0348	0.50319	0.99471	-6.7297	0.43899	0.81146	3	-7.0647	0.58853	0.99951	1	-1.2231	0.24394	0.54476
"186"	"Ovarian steroidogenesis"	9	-0.03024	0.46594	0.95057	0.03024	0.53406	0.99471	-13.542	0.80727	0.99974	4	-9.7351	0.77379	0.99951	5	-9.4614	0.73139	0.88761
"187"	"Oxidative phosphorylation"	93	-0.60898	0.98101	1	0.60898	0.018992	0.28962	-19.186	4.2837e-07	0.00013065	24	-9.0448	0.0025208	0.19725	69	-16.94	0.00015752	0.04694
"188"	"Oxytocin signaling pathway"	63	-0.10187	0.42152	0.95057	0.10187	0.57848	0.99471	-24.209	0.11657	0.45584	25	-11.804	0.015741	0.32181	38	-21.597	0.62363	0.82964
"189"	"PI3K-Akt signaling pathway"	101	0.15827	0.04682	0.43273	-0.15827	0.95318	1	-38.741	0.84558	0.99974	55	-34.651	0.98659	0.99951	46	-19.516	0.13449	0.48934
"190"	"PPAR signaling pathway"	35	0.093042	0.17893	0.75049	-0.093042	0.82107	1	-15.479	0.038942	0.32992	18	-9.7767	0.029191	0.40546	17	-12.151	0.29168	0.58731
"191"	"Pancreatic cancer"	31	0.12291	0.15213	0.66435	-0.12291	0.84787	1	-23.794	0.91806	0.99974	20	-20.03	0.86957	0.99951	11	-12.936	0.69394	0.86525
"192"	"Pancreatic secretion"	23	-0.66908	0.99749	1	0.66908	0.0025115	0.058923	-14.274	0.20252	0.5856	6	-6.0958	0.18194	0.7217	17	-12.981	0.38945	0.65702
"193"	"Pantothenate and CoA biosynthesis"	8	-0.084545	0.57753	0.95057	0.084545	0.42247	0.99471	-11.015	0.62935	0.99974	5	-12.036	0.86762	0.99951	3	-2.4494	0.13274	0.48934
"194"	"Parathyroid hormone synthesis, secretion and action"	23	-0.27324	0.81592	1	0.27324	0.18408	0.85067	-17.757	0.59983	0.98891	9	-15.364	0.92171	0.99951	14	-10.441	0.24345	0.54476
"195"	"Parkinson disease"	98	-0.23741	0.57828	0.95057	0.23741	0.42172	0.99471	-21.18	1.2102e-05	0.0018456	32	-11.987	0.0023468	0.19725	66	-17.462	0.00047552	0.070852
"196"	"Pathogenic Escherichia coli infection"	33	-0.13712	0.57109	0.95057	0.13712	0.42891	0.99471	-17.289	0.15697	0.51809	14	-13.186	0.42924	0.96822	19	-11.466	0.13468	0.48934
"197"	"Pathways in cancer"	140	0.045725	0.11029	0.60115	-0.045725	0.88971	1	-44.673	0.81695	0.99974	79	-40.405	0.99084	0.99951	61	-21.697	0.059775	0.41279
"198"	"Pentose and glucuronate interconversions"	7	0.16159	0.18043	0.75049	-0.16159	0.81957	1	-4.3963	0.049821	0.35124	4	-2.6283	0.070941	0.50806	3	-3.6804	0.23096	0.54195
"199"	"Pentose phosphate pathway"	22	-0.31461	0.8529	1	0.31461	0.1471	0.84134	-14.327	0.25466	0.65949	8	-9.7798	0.4067	0.94634	14	-10.567	0.2564	0.55772
"200"	"Peroxisome"	42	-0.29484	0.79107	1	0.29484	0.20893	0.87716	-23.177	0.54382	0.93182	10	-8.8761	0.17633	0.7217	32	-21.591	0.77802	0.90234
"201"	"Pertussis"	28	-0.30207	0.8438	1	0.30207	0.1562	0.84134	-16.573	0.26082	0.66336	9	-13.174	0.76239	0.99951	19	-11.052	0.10741	0.48934
"202"	"Phagosome"	59	-0.76337	0.99827	1	0.76337	0.0017343	0.048087	-20.207	0.011794	0.21397	18	-12.153	0.12374	0.62921	41	-16.187	0.038913	0.38113
"203"	"Phenylalanine metabolism"	6	0.015753	0.3866	0.95057	-0.015753	0.6134	0.99471	-7.3447	0.36418	0.74192	3	-6.6806	0.54244	0.99951	3	-3.7064	0.2334	0.54338
"204"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	2	-0.024104	0.47604	0.95057	0.024104	0.52396	0.99471	-3.2742	0.29545	0.68788	0				2	-3.2742	0.28994	0.58731
"205"	"Phosphatidylinositol signaling system"	28	-0.1711	0.64743	0.95057	0.1711	0.35257	0.99471	-21.827	0.8276	0.99974	15	-16.407	0.74489	0.99951	13	-14.409	0.72464	0.88501
"206"	"Phospholipase D signaling pathway"	40	-0.20965	0.67451	0.95057	0.20965	0.32549	0.99471	-20.994	0.34161	0.73336	20	-18.827	0.76965	0.99951	20	-10.863	0.074017	0.41693
"207"	"Phosphonate and phosphinate metabolism"	2	-0.23852	0.78388	1	0.23852	0.21612	0.89076	-1.5591	0.13876	0.4879	1	-1.6977	0.26479	0.78815	1	-0.50714	0.17862	0.52234
"208"	"Phototransduction"	2	-0.010964	0.45545	0.95057	0.010964	0.54455	0.99471	-7.3928	0.7821	0.99974	1	-8.2095	0.91873	0.99951	1	-2.2454	0.35584	0.64266
"209"	"Platelet activation"	53	-0.078484	0.4012	0.95057	0.078484	0.5988	0.99471	-24.539	0.3588	0.74192	23	-17.946	0.50419	0.99951	30	-16.903	0.28088	0.58528
"210"	"Porphyrin and chlorophyll metabolism"	18	-0.42393	0.95057	1	0.42393	0.049433	0.52381	-9.6207	0.041279	0.33913	4	-6.813	0.43585	0.96855	14	-7.2672	0.042205	0.38113
"211"	"Primary bile acid biosynthesis"	6	-1.0771	1	1	1.0771	3.4234e-06	0.00052207	-4.5669	0.11119	0.45253	0				6	-4.5669	0.12394	0.48934
"212"	"Primary immunodeficiency"	3	-0.11838	0.66593	0.95057	0.11838	0.33407	0.99471	-10.048	0.89931	0.99974	1	-8.2095	0.91873	0.99951	2	-6.5011	0.69293	0.86525
"213"	"Prion diseases"	21	-0.021967	0.38684	0.95057	0.021967	0.61316	0.99471	-18.784	0.78532	0.99974	7	-11.586	0.72675	0.99951	14	-14.813	0.7655	0.89458
"214"	"Progesterone-mediated oocyte maturation"	25	-0.21222	0.71912	0.96956	0.21222	0.28088	0.99471	-19.714	0.73675	0.99974	14	-17.058	0.84187	0.99951	11	-10.475	0.39408	0.65702
"215"	"Prolactin signaling pathway"	24	-0.0071092	0.36179	0.95057	0.0071092	0.63821	0.99471	-18.843	0.71094	0.99974	17	-18.171	0.81678	0.99951	7	-6.5738	0.22465	0.54195
"216"	"Propanoate metabolism"	29	0.095027	0.18851	0.76219	-0.095027	0.81149	1	-13.018	0.028262	0.28733	18	-8.355	0.009816	0.32181	11	-10.45	0.39097	0.65702
"217"	"Prostate cancer"	30	-0.089989	0.50002	0.95057	0.089989	0.49998	0.99471	-24.593	0.95591	0.99974	18	-21.307	0.95347	0.99951	12	-12.79	0.6316	0.83621
"218"	"Proteasome"	39	-0.14318	0.54061	0.95057	0.14318	0.45939	0.99471	-11.772	0.00034337	0.017454	13	-6.9298	0.020152	0.35306	26	-9.5181	0.0082292	0.27248
"219"	"Protein digestion and absorption"	26	-0.054042	0.4195	0.95057	0.054042	0.5805	0.99471	-13.136	0.056787	0.35124	10	-8.6428	0.15859	0.68952	16	-9.9126	0.12154	0.48934
"220"	"Protein export"	14	-0.46217	0.96688	1	0.46217	0.033116	0.43915	-7.8428	0.047878	0.35124	4	-2.7598	0.076681	0.50806	10	-7.5343	0.15683	0.51356
"221"	"Protein processing in endoplasmic reticulum"	97	-0.097787	0.35876	0.95057	0.097787	0.64124	0.99471	-30.294	0.080234	0.38237	48	-21.316	0.084812	0.50806	49	-21.525	0.23931	0.54438
"222"	"Proteoglycans in cancer"	83	-0.24673	0.64512	0.95057	0.24673	0.35488	0.99471	-28.196	0.095734	0.41713	41	-25.853	0.72389	0.99951	42	-14.093	0.003456	0.17165
"223"	"Proximal tubule bicarbonate reclamation"	10	-0.66123	0.99767	1	0.66123	0.0023255	0.058923	-5.9415	0.050948	0.35124	4	-6.1316	0.35406	0.89417	6	-2.6641	0.039206	0.38113
"224"	"Purine metabolism"	56	-0.33309	0.82503	1	0.33309	0.17497	0.84709	-22.644	0.11169	0.45253	23	-13.443	0.079282	0.50806	33	-18.274	0.37069	0.646
"225"	"Pyrimidine metabolism"	28	-0.35199	0.89453	1	0.35199	0.10547	0.71484	-22.649	0.8835	0.99974	11	-14.735	0.76052	0.99951	17	-17.214	0.86065	0.97149
"226"	"Pyruvate metabolism"	34	0.01911	0.28585	0.92515	-0.01911	0.71415	1	-14.306	0.025267	0.27523	17	-9.7103	0.04266	0.40546	17	-10.521	0.14147	0.48934
"227"	"RIG-I-like receptor signaling pathway"	21	0.081567	0.22157	0.79506	-0.081567	0.77843	1	-21.779	0.95692	0.99974	11	-16.027	0.86514	0.99951	10	-14.751	0.89734	0.97716
"228"	"RNA degradation"	36	-0.078389	0.43672	0.95057	0.078389	0.56328	0.99471	-24.36	0.84101	0.99974	19	-18.837	0.79082	0.99951	17	-15.535	0.70614	0.87629
"229"	"RNA polymerase"	9	0.13582	0.19742	0.76219	-0.13582	0.80258	1	-22.051	0.99974	0.99974	7	-18.798	0.99781	0.99951	2	-11.61	0.98533	0.99064
"230"	"RNA transport"	92	0.32394	0.0082195	0.17907	-0.32394	0.99178	1	-31.204	0.21784	0.6205	53	-22.53	0.088063	0.50806	39	-21.662	0.55485	0.78295
"231"	"Rap1 signaling pathway"	52	-0.10739	0.44407	0.95057	0.10739	0.55593	0.99471	-23.814	0.30388	0.69166	24	-19.468	0.65333	0.99951	28	-14.429	0.14286	0.48934
"232"	"Ras signaling pathway"	59	-0.054413	0.34013	0.95057	0.054413	0.65987	0.99471	-31.515	0.92186	0.99974	29	-24.831	0.94632	0.99951	30	-19.783	0.63417	0.83621
"233"	"Regulation of actin cytoskeleton"	97	-0.2799	0.68432	0.95057	0.2799	0.31568	0.99471	-29.98	0.066245	0.35124	43	-23.469	0.39692	0.94634	54	-19.239	0.033388	0.38113
"234"	"Regulation of lipolysis in adipocytes"	16	-0.12445	0.5948	0.95057	0.12445	0.4052	0.99471	-17.596	0.87255	0.99974	9	-17.69	0.98473	0.99951	7	-6.5447	0.22189	0.54195
"235"	"Relaxin signaling pathway"	41	0.17258	0.08773	0.59484	-0.17258	0.91227	1	-21.855	0.41669	0.79432	25	-21.16	0.7974	0.99951	16	-8.535	0.054156	0.41279
"236"	"Renal cell carcinoma"	30	0.20492	0.087034	0.59484	-0.20492	0.91297	1	-15.996	0.14811	0.50755	17	-12.597	0.20455	0.73055	13	-9.8947	0.20085	0.54195
"237"	"Renin secretion"	19	-0.39144	0.92725	1	0.39144	0.072752	0.61121	-12.974	0.20352	0.5856	7	-10.13	0.55946	0.99951	12	-8.5885	0.1736	0.52234
"238"	"Renin-angiotensin system"	11	-0.11473	0.61674	0.95057	0.11473	0.38326	0.99471	-5.9743	0.035053	0.31445	5	-5.9567	0.23551	0.78127	6	-2.6515	0.038868	0.38113
"239"	"Retinol metabolism"	9	-0.34971	0.91728	1	0.34971	0.082722	0.63075	-9.2516	0.32756	0.72396	2	-7.3297	0.74487	0.99951	7	-6.5725	0.22453	0.54195
"240"	"Retrograde endocannabinoid signaling"	61	-0.17153	0.55195	0.95057	0.17153	0.44805	0.99471	-19.571	0.0059181	0.15042	29	-14.153	0.032347	0.40546	32	-13.548	0.037816	0.38113
"241"	"Rheumatoid arthritis"	16	-0.77957	0.99932	1	0.77957	0.00068476	0.029742	-12.739	0.34253	0.73336	5	-9.6992	0.65888	0.99951	11	-8.8241	0.21498	0.54195
"242"	"Riboflavin metabolism"	5	-0.063297	0.5551	0.95057	0.063297	0.4449	0.99471	-5.9992	0.28066	0.67763	4	-6.4537	0.39214	0.94634	1	-0.50714	0.17862	0.52234
"243"	"Ribosome"	111	-0.47607	0.90862	1	0.47607	0.091384	0.66362	-25.7	0.00013974	0.0085239	33	-10.77	0.00049123	0.14737	78	-23.652	0.02027	0.38113
"244"	"Ribosome biogenesis in eukaryotes"	22	0.31618	0.039674	0.39715	-0.31618	0.96033	1	-20.143	0.87159	0.99974	13	-14.423	0.6418	0.99951	9	-14.158	0.90223	0.97716
"245"	"SNARE interactions in vesicular transport"	18	-0.3756	0.92277	1	0.3756	0.077229	0.61325	-18.025	0.83786	0.99974	4	-5.8403	0.32083	0.86711	14	-17.316	0.93782	0.97716
"246"	"Salivary secretion"	22	-0.66904	0.99566	1	0.66904	0.0043426	0.088299	-14.39	0.26099	0.66336	9	-9.0517	0.27135	0.78815	13	-11.189	0.33461	0.61582
"247"	"Salmonella infection"	45	-0.16847	0.56893	0.95057	0.16847	0.43107	0.99471	-18.848	0.067372	0.35124	19	-12.434	0.11689	0.61521	26	-14.166	0.17515	0.52234
"248"	"Selenocompound metabolism"	9	-0.40249	0.94848	1	0.40249	0.051523	0.52381	-4.7496	0.033929	0.31445	5	-4.642	0.13181	0.64128	4	-1.9346	0.071681	0.41693
"249"	"Serotonergic synapse"	26	-0.40841	0.92585	1	0.40841	0.074146	0.61121	-16.369	0.30362	0.69166	10	-13.603	0.69361	0.99951	16	-10.111	0.1348	0.48934
"250"	"Shigellosis"	39	-0.18371	0.61647	0.95057	0.18371	0.38353	0.99471	-21.033	0.35914	0.74192	17	-14.374	0.39189	0.94634	22	-15.369	0.41999	0.68391
"251"	"Signaling pathways regulating pluripotency of stem cells"	19	0.012665	0.34297	0.95057	-0.012665	0.65703	0.99471	-15.848	0.52632	0.92257	12	-14.898	0.73251	0.99951	7	-6.6043	0.22758	0.54195
"252"	"Small cell lung cancer"	34	0.63101	0.00046556	0.027581	-0.63101	0.99953	1	-26.74	0.97895	0.99974	21	-23.995	0.98402	0.99951	13	-12.747	0.52713	0.77765
"253"	"Sphingolipid metabolism"	7	-0.14176	0.68566	0.95057	0.14176	0.31434	0.99471	-16.552	0.9921	0.99974	1	-8.2095	0.91873	0.99951	6	-14.527	0.9777	0.99064
"254"	"Sphingolipid signaling pathway"	45	-0.31361	0.80354	1	0.31361	0.19646	0.86938	-24.956	0.66591	0.99974	22	-21.599	0.90341	0.99951	23	-13.783	0.22806	0.54195
"255"	"Spliceosome"	94	0.85594	1.2089e-06	0.00036871	-0.85594	1	1	-38.81	0.92348	0.99974	73	-32.899	0.64848	0.99951	21	-20.771	0.94975	0.98615
"256"	"Staphylococcus aureus infection"	15	-0.099392	0.54351	0.95057	0.099392	0.45649	0.99471	-14.004	0.53799	0.92704	3	-7.4291	0.63118	0.99951	12	-11.942	0.53138	0.77926
"257"	"Starch and sucrose metabolism"	19	0.066382	0.25732	0.89185	-0.066382	0.74268	1	-10.452	0.053205	0.35124	7	-8.2709	0.33377	0.87835	12	-6.8352	0.070425	0.41693
"258"	"Steroid biosynthesis"	6	-0.10294	0.5916	0.95057	0.10294	0.4084	0.99471	-11.029	0.79117	0.99974	1	-0.67917	0.17222	0.7217	5	-11.778	0.91716	0.97716
"259"	"Steroid hormone biosynthesis"	6	0.5263	0.0057967	0.16073	-0.5263	0.9942	1	-5.1824	0.15226	0.51599	6	-5.1824	0.11675	0.61521	0			
"260"	"Sulfur metabolism"	6	-0.29325	0.8566	1	0.29325	0.1434	0.84134	-2.3692	0.028014	0.28733	2	-1.3141	0.11198	0.61093	4	-1.9724	0.073344	0.41693
"261"	"Sulfur relay system"	6	-0.25038	0.80986	1	0.25038	0.19014	0.86555	-4.7526	0.12265	0.45793	3	-1.8018	0.083454	0.50806	3	-4.9193	0.36115	0.64337
"262"	"Synaptic vesicle cycle"	24	-0.9692	0.99996	1	0.9692	3.9273e-05	0.0029945	-13.176	0.10276	0.43072	4	-7.3213	0.49892	0.99951	20	-11.16	0.088548	0.44724
"263"	"Synthesis and degradation of ketone bodies"	8	0.22582	0.10332	0.60115	-0.22582	0.89668	1	-7.7455	0.24129	0.65127	5	-5.2931	0.17846	0.7217	3	-5.8149	0.46792	0.74431
"264"	"Systemic lupus erythematosus"	22	-0.13008	0.59052	0.95057	0.13008	0.40948	0.99471	-16.025	0.44584	0.81917	8	-11.681	0.64051	0.99951	14	-11.258	0.33361	0.61582
"265"	"T cell receptor signaling pathway"	36	-0.055188	0.39532	0.95057	0.055188	0.60468	0.99471	-21.75	0.57376	0.96581	20	-18.357	0.72123	0.99951	16	-12.101	0.31898	0.60933
"266"	"TGF-beta signaling pathway"	15	0.11165	0.19697	0.76219	-0.11165	0.80303	1	-14.728	0.62844	0.99974	8	-11.141	0.5756	0.99951	7	-9.6487	0.58816	0.81144
"267"	"TNF signaling pathway"	26	-0.057346	0.42552	0.95057	0.057346	0.57448	0.99471	-23.532	0.96808	0.99974	14	-19.822	0.96745	0.99951	12	-13.228	0.68054	0.86197
"268"	"Taste transduction"	2	-0.045255	0.5093	0.95057	0.045255	0.4907	0.99471	-6.9611	0.73934	0.99974	1	-8.2095	0.91873	0.99951	1	-1.6349	0.28668	0.58528
"269"	"Taurine and hypotaurine metabolism"	2	-0.27823	0.82689	1	0.27823	0.17311	0.84709	-6.1636	0.65037	0.99974	1	-8.2095	0.91873	0.99951	1	-0.50714	0.17862	0.52234
"270"	"Terpenoid backbone biosynthesis"	15	-0.040045	0.43598	0.95057	0.040045	0.56402	0.99471	-15.088	0.67121	0.99974	8	-12.109	0.68929	0.99951	7	-9.1413	0.5244	0.77746
"271"	"Th1 and Th2 cell differentiation"	22	-0.14758	0.62044	0.95057	0.14758	0.37956	0.99471	-16.967	0.56138	0.95654	12	-11.511	0.32656	0.8747	10	-12.556	0.71737	0.88041
"272"	"Th17 cell differentiation"	28	-0.12985	0.57118	0.95057	0.12985	0.42882	0.99471	-18.064	0.42436	0.80392	17	-13.427	0.28502	0.78815	11	-12.129	0.59969	0.81976
"273"	"Thermogenesis"	132	-0.32339	0.68111	0.95057	0.32339	0.31889	0.99471	-32.248	0.0046615	0.13916	47	-20.907	0.072341	0.50806	85	-24.64	0.017123	0.36448
"274"	"Thiamine metabolism"	7	-0.37836	0.94219	1	0.37836	0.057809	0.551	-5.5241	0.10206	0.43072	2	-6.6977	0.67778	0.99951	5	-2.3003	0.039161	0.38113
