Name	symbol	info1	info2	info3	location	category	cluster	degree
ENSG00000129562	DAD1			ENSG00000129562	GENE	115	0	2870
ENSG00000167004	PDIA3			ENSG00000167004	GENE	115	1	1765
ENSG00000178425	NT5DC1			ENSG00000178425	GENE	115	2	74
ENSG00000095370	SH2D3C			ENSG00000095370	GENE	115	0	1188
ENSG00000185669	SNAI3			ENSG00000185669	GENE	115	0	421
ENSG00000089289	IGBP1			ENSG00000089289	GENE	115	1	2309
ENSG00000132680	KHDC4			ENSG00000132680	GENE	115	1	3325
ENSG00000076984	MAP2K7			ENSG00000076984	GENE	115	0	1991
ENSG00000159640	ACE			ENSG00000159640	GENE	115	2	1404
ENSG00000184402	SS18L1			ENSG00000184402	GENE	115	1	2147
ENSG00000155366	RHOC			ENSG00000155366	GENE	115	0	559
ENSG00000110063	DCPS			ENSG00000110063	GENE	115	0	1695
ENSG00000100243	CYB5R3			ENSG00000100243	GENE	115	0	2396
ENSG00000164466	SFXN1			ENSG00000164466	GENE	115	1	643
ENSG00000111241	FGF6			ENSG00000111241	GENE	115	0	726
ENSG00000106615	RHEB			ENSG00000106615	GENE	115	1	2842
ENSG00000187051	RPS19BP1			ENSG00000187051	GENE	115	0	2261
ENSG00000113369	ARRDC3			ENSG00000113369	GENE	115	1	1382
ENSG00000177469	CAVIN1			ENSG00000177469	GENE	115	0	1685
ENSG00000138138	ATAD1			ENSG00000138138	GENE	115	2	386
ENSG00000162729	IGSF8			ENSG00000162729	GENE	115	0	1828
ENSG00000149600	COMMD7			ENSG00000149600	GENE	115	0	575
ENSG00000135829	DHX9			ENSG00000135829	GENE	115	1	3071
ENSG00000100211	CBY1			ENSG00000100211	GENE	115	1	2331
ENSG00000113013	HSPA9			ENSG00000113013	GENE	115	1	2621
ENSG00000128563	PRKRIP1			ENSG00000128563	GENE	115	0	600
ENSG00000244274	DBNDD2			ENSG00000244274	GENE	115	0	2174
ENSG00000166411	IDH3A			ENSG00000166411	GENE	115	1	372
ENSG00000133313	CNDP2			ENSG00000133313	GENE	115	1	452
ENSG00000117614	SYF2			ENSG00000117614	GENE	115	1	3363
ENSG00000165516	KLHDC2			ENSG00000165516	GENE	115	1	2526
ENSG00000130204	TOMM40			ENSG00000130204	GENE	115	0	1573
ENSG00000070961	ATP2B1			ENSG00000070961	GENE	115	1	2767
ENSG00000133872	SARAF			ENSG00000133872	GENE	115	1	3447
ENSG00000048052	HDAC9			ENSG00000048052	GENE	115	1	731
ENSG00000090060	PAPOLA			ENSG00000090060	GENE	115	1	2969
ENSG00000134574	DDB2			ENSG00000134574	GENE	115	1	1761
ENSG00000172878	METAP1D			ENSG00000172878	GENE	115	1	1723
ENSG00000118197	DDX59			ENSG00000118197	GENE	115	1	1483
ENSG00000187118	CMC1			ENSG00000187118	GENE	115	0	663
ENSG00000139597	N4BP2L1			ENSG00000139597	GENE	115	1	2122
ENSG00000126067	PSMB2			ENSG00000126067	GENE	115	1	2804
ENSG00000215440	NPEPL1			ENSG00000215440	GENE	115	0	1536
ENSG00000197077	KIAA1671			ENSG00000197077	GENE	115	2	574
ENSG00000184887	BTBD6			ENSG00000184887	GENE	115	0	1962
ENSG00000104522	GFUS			ENSG00000104522	GENE	115	0	1929
ENSG00000110330	BIRC2			ENSG00000110330	GENE	115	1	2563
ENSG00000184277	TM2D3			ENSG00000184277	GENE	115	1	2848
ENSG00000214026	MRPL23			ENSG00000214026	GENE	115	0	1841
ENSG00000165704	HPRT1			ENSG00000165704	GENE	115	1	2275
ENSG00000150779	TIMM8B			ENSG00000150779	GENE	115	0	1237
ENSG00000060688	SNRNP40			ENSG00000060688	GENE	115	1	2482
ENSG00000214097	SMCO1			ENSG00000214097	GENE	115	1	1670
ENSG00000161999	JMJD8			ENSG00000161999	GENE	115	0	1778
ENSG00000196735	HLA-DQA1			ENSG00000196735	GENE	115	2	301
ENSG00000171621	SPSB1			ENSG00000171621	GENE	115	2	791
ENSG00000089177	KIF16B			ENSG00000089177	GENE	115	1	340
ENSG00000171204	TMEM126B			ENSG00000171204	GENE	115	1	2466
ENSG00000244462	RBM12			ENSG00000244462	GENE	115	1	1913
ENSG00000156471	PTDSS1			ENSG00000156471	GENE	115	2	1845
ENSG00000164897	TMUB1			ENSG00000164897	GENE	115	0	2407
ENSG00000111300	NAA25			ENSG00000111300	GENE	115	1	2927
ENSG00000131732	ZCCHC9			ENSG00000131732	GENE	115	2	107
ENSG00000148357	HMCN2			ENSG00000148357	GENE	115	0	1911
ENSG00000119777	TMEM214			ENSG00000119777	GENE	115	0	1321
ENSG00000179195	ZNF664			ENSG00000179195	GENE	115	1	3017
ENSG00000109118	PHF12			ENSG00000109118	GENE	115	0	938
ENSG00000163539	CLASP2			ENSG00000163539	GENE	115	1	2370
ENSG00000268350	FAM156A			ENSG00000268350	GENE	115	1	1963
ENSG00000204220	PFDN6			ENSG00000204220	GENE	115	0	1616
ENSG00000182087	TMEM259			ENSG00000182087	GENE	115	0	2065
ENSG00000188735	TMEM120B			ENSG00000188735	GENE	115	0	1752
ENSG00000072274	TFRC			ENSG00000072274	GENE	115	1	198
ENSG00000147852	VLDLR			ENSG00000147852	GENE	115	1	2051
ENSG00000132530	XAF1			ENSG00000132530	GENE	115	2	1719
ENSG00000166037	CEP57			ENSG00000166037	GENE	115	1	2700
ENSG00000138434	ITPRID2			ENSG00000138434	GENE	115	1	2716
ENSG00000152413	HOMER1			ENSG00000152413	GENE	115	0	1140
ENSG00000153015	CWC27			ENSG00000153015	GENE	115	1	2278
ENSG00000161542	PRPSAP1			ENSG00000161542	GENE	115	1	2124
ENSG00000182518	FAM104B			ENSG00000182518	GENE	115	1	1901
ENSG00000188643	S100A16			ENSG00000188643	GENE	115	0	410
ENSG00000113716	HMGXB3			ENSG00000113716	GENE	115	1	602
ENSG00000240505	TNFRSF13B			ENSG00000240505	GENE	115	1	1131
ENSG00000134910	STT3A			ENSG00000134910	GENE	115	1	2064
ENSG00000165804	ZNF219			ENSG00000165804	GENE	115	0	2299
ENSG00000124225	PMEPA1			ENSG00000124225	GENE	115	0	1556
ENSG00000109390	NDUFC1			ENSG00000109390	GENE	115	2	465
ENSG00000165861	ZFYVE1			ENSG00000165861	GENE	115	0	1248
ENSG00000143742	SRP9			ENSG00000143742	GENE	115	1	2715
ENSG00000116691	MIIP			ENSG00000116691	GENE	115	0	1863
ENSG00000127952	STYXL1			ENSG00000127952	GENE	115	0	324
ENSG00000145029	NICN1			ENSG00000145029	GENE	115	0	666
ENSG00000111341	MGP			ENSG00000111341	GENE	115	0	945
ENSG00000159593	NAE1			ENSG00000159593	GENE	115	1	3067
ENSG00000272325	NUDT3			ENSG00000272325	GENE	115	1	2543
ENSG00000037637	FBXO42			ENSG00000037637	GENE	115	0	1613
ENSG00000103932	RPAP1			ENSG00000103932	GENE	115	0	1759
ENSG00000168216	LMBRD1			ENSG00000168216	GENE	115	1	2814
ENSG00000114857	NKTR			ENSG00000114857	GENE	115	1	2879
ENSG00000228300	FAM174C			ENSG00000228300	GENE	115	0	1824
ENSG00000059378	PARP12			ENSG00000059378	GENE	115	1	1726
ENSG00000078142	PIK3C3			ENSG00000078142	GENE	115	0	772
ENSG00000127884	ECHS1			ENSG00000127884	GENE	115	2	245
ENSG00000213625	LEPROT			ENSG00000213625	GENE	115	1	1490
ENSG00000172995	ARPP21			ENSG00000172995	GENE	115	1	2190
ENSG00000104853	CLPTM1			ENSG00000104853	GENE	115	0	2008
ENSG00000150093	ITGB1			ENSG00000150093	GENE	115	1	2764
ENSG00000172239	PAIP1			ENSG00000172239	GENE	115	0	3548
ENSG00000038219	BOD1L1			ENSG00000038219	GENE	115	1	1859
ENSG00000169246	NPIPB3			ENSG00000169246	GENE	115	0	804
ENSG00000188342	GTF2F2			ENSG00000188342	GENE	115	1	2491
ENSG00000005075	POLR2J			ENSG00000005075	GENE	115	0	1524
ENSG00000111727	HCFC2			ENSG00000111727	GENE	115	1	2470
ENSG00000125827	TMX4			ENSG00000125827	GENE	115	1	2928
ENSG00000152944	MED21			ENSG00000152944	GENE	115	1	2441
ENSG00000143337	TOR1AIP1			ENSG00000143337	GENE	115	1	3126
ENSG00000100034	PPM1F			ENSG00000100034	GENE	115	0	1134
ENSG00000168159	RNF187			ENSG00000168159	GENE	115	0	1064
ENSG00000157353	FCSK			ENSG00000157353	GENE	115	0	1825
ENSG00000173272	MZT2A			ENSG00000173272	GENE	115	0	1863
ENSG00000174429	ABRA			ENSG00000174429	GENE	115	0	1539
ENSG00000185104	FAF1			ENSG00000185104	GENE	115	1	1913
ENSG00000146067	FAM193B			ENSG00000146067	GENE	115	0	2621
ENSG00000138785	INTS12			ENSG00000138785	GENE	115	1	2790
ENSG00000011198	ABHD5			ENSG00000011198	GENE	115	1	2777
ENSG00000239789	MRPS17			ENSG00000239789	GENE	115	1	2317
ENSG00000197562	RAB40C			ENSG00000197562	GENE	115	0	1369
ENSG00000165512	ZNF22			ENSG00000165512	GENE	115	1	2757
ENSG00000136950	ARPC5L			ENSG00000136950	GENE	115	0	1166
ENSG00000166710	B2M			ENSG00000166710	GENE	115	1	897
ENSG00000169926	KLF13			ENSG00000169926	GENE	115	2	171
ENSG00000161281	COX7A1			ENSG00000161281	GENE	115	0	854
ENSG00000171960	PPIH			ENSG00000171960	GENE	115	1	2766
ENSG00000105048	TNNT1			ENSG00000105048	GENE	115	2	1207
ENSG00000139370	SLC15A4			ENSG00000139370	GENE	115	1	2742
ENSG00000100280	AP1B1			ENSG00000100280	GENE	115	0	1429
ENSG00000140750	ARHGAP17			ENSG00000140750	GENE	115	1	2566
ENSG00000132394	EEFSEC			ENSG00000132394	GENE	115	0	1767
ENSG00000132463	GRSF1			ENSG00000132463	GENE	115	0	1829
ENSG00000132326	PER2			ENSG00000132326	GENE	115	0	334
ENSG00000167881	SRP68			ENSG00000167881	GENE	115	1	3890
ENSG00000100714	MTHFD1			ENSG00000100714	GENE	115	1	2240
ENSG00000126091	ST3GAL3			ENSG00000126091	GENE	115	0	1142
ENSG00000115091	ACTR3			ENSG00000115091	GENE	115	1	920
ENSG00000090581	GNPTG			ENSG00000090581	GENE	115	0	2059
ENSG00000162368	CMPK1			ENSG00000162368	GENE	115	1	2468
ENSG00000170445	HARS1			ENSG00000170445	GENE	115	0	2971
ENSG00000122574	WIPF3			ENSG00000122574	GENE	115	1	469
ENSG00000124444	ZNF576			ENSG00000124444	GENE	115	0	1585
ENSG00000159713	TPPP3			ENSG00000159713	GENE	115	0	2024
ENSG00000169271	HSPB3			ENSG00000169271	GENE	115	2	909
ENSG00000170175	CHRNB1			ENSG00000170175	GENE	115	2	634
ENSG00000170322	NFRKB			ENSG00000170322	GENE	115	0	2100
ENSG00000130779	CLIP1			ENSG00000130779	GENE	115	1	2313
ENSG00000187186	AL162231.1			ENSG00000187186	GENE	115	0	1406
ENSG00000138032	PPM1B			ENSG00000138032	GENE	115	1	1762
ENSG00000106070	GRB10			ENSG00000106070	GENE	115	2	686
ENSG00000131174	COX7B			ENSG00000131174	GENE	115	2	756
ENSG00000015479	MATR3			ENSG00000015479	GENE	115	1	3214
ENSG00000277791	PSMB3			ENSG00000277791	GENE	115	0	1863
ENSG00000108821	COL1A1			ENSG00000108821	GENE	115	0	849
ENSG00000246705	H2AJ			ENSG00000246705	GENE	115	0	2399
ENSG00000144746	ARL6IP5			ENSG00000144746	GENE	115	1	3492
ENSG00000211592	IGKC			ENSG00000211592	GENE	115	2	14
ENSG00000146729	NIPSNAP2			ENSG00000146729	GENE	115	1	2252
ENSG00000064042	LIMCH1			ENSG00000064042	GENE	115	0	3140
ENSG00000240849	PEDS1			ENSG00000240849	GENE	115	0	1235
ENSG00000196230	TUBB			ENSG00000196230	GENE	115	0	1683
ENSG00000159388	BTG2			ENSG00000159388	GENE	115	0	363
ENSG00000110911	SLC11A2			ENSG00000110911	GENE	115	1	2183
ENSG00000138162	TACC2			ENSG00000138162	GENE	115	0	1348
ENSG00000204103	MAFB			ENSG00000204103	GENE	115	1	207
ENSG00000134817	APLNR			ENSG00000134817	GENE	115	2	129
ENSG00000087302	RTRAF			ENSG00000087302	GENE	115	0	2775
ENSG00000105793	GTPBP10			ENSG00000105793	GENE	115	1	1817
ENSG00000110025	SNX15			ENSG00000110025	GENE	115	0	1417
ENSG00000116288	PARK7			ENSG00000116288	GENE	115	0	2223
ENSG00000118804	STBD1			ENSG00000118804	GENE	115	0	1204
ENSG00000173818	ENDOV			ENSG00000173818	GENE	115	2	1460
ENSG00000185973	TMLHE			ENSG00000185973	GENE	115	2	419
ENSG00000166224	SGPL1			ENSG00000166224	GENE	115	1	662
ENSG00000101220	C20orf27			ENSG00000101220	GENE	115	0	1644
ENSG00000198712	MT-CO2			ENSG00000198712	GENE	115	2	2789
ENSG00000118007	STAG1			ENSG00000118007	GENE	115	1	3172
ENSG00000165775	FUNDC2			ENSG00000165775	GENE	115	0	1349
ENSG00000166508	MCM7			ENSG00000166508	GENE	115	0	3465
ENSG00000153574	RPIA			ENSG00000153574	GENE	115	1	1960
ENSG00000188186	LAMTOR4			ENSG00000188186	GENE	115	0	1676
ENSG00000171016	PYGO1			ENSG00000171016	GENE	115	1	2466
ENSG00000009830	POMT2			ENSG00000009830	GENE	115	0	450
ENSG00000110958	PTGES3			ENSG00000110958	GENE	115	1	2795
ENSG00000160075	SSU72			ENSG00000160075	GENE	115	0	1284
ENSG00000107815	TWNK			ENSG00000107815	GENE	115	0	775
ENSG00000112294	ALDH5A1			ENSG00000112294	GENE	115	2	511
ENSG00000196655	TRAPPC4			ENSG00000196655	GENE	115	0	1415
ENSG00000101146	RAE1			ENSG00000101146	GENE	115	1	2634
ENSG00000111907	TPD52L1			ENSG00000111907	GENE	115	2	1671
ENSG00000138413	IDH1			ENSG00000138413	GENE	115	1	1612
ENSG00000100711	ZFYVE21			ENSG00000100711	GENE	115	0	1377
ENSG00000105808	RASA4			ENSG00000105808	GENE	115	0	1224
ENSG00000117906	RCN2			ENSG00000117906	GENE	115	1	2730
ENSG00000143303	RRNAD1			ENSG00000143303	GENE	115	0	1088
ENSG00000147400	CETN2			ENSG00000147400	GENE	115	1	1765
ENSG00000228672	PROB1			ENSG00000228672	GENE	115	0	2108
ENSG00000132478	UNK			ENSG00000132478	GENE	115	0	1161
ENSG00000152242	C18orf25			ENSG00000152242	GENE	115	1	2327
ENSG00000111716	LDHB			ENSG00000111716	GENE	115	2	1932
ENSG00000117748	RPA2			ENSG00000117748	GENE	115	1	2543
ENSG00000186187	ZNRF1			ENSG00000186187	GENE	115	0	2916
ENSG00000104774	MAN2B1			ENSG00000104774	GENE	115	0	1249
ENSG00000177613	CSTF2T			ENSG00000177613	GENE	115	1	2302
ENSG00000116731	PRDM2			ENSG00000116731	GENE	115	1	2796
ENSG00000164751	PEX2			ENSG00000164751	GENE	115	1	2777
ENSG00000062716	VMP1			ENSG00000062716	GENE	115	1	2829
ENSG00000111676	ATN1			ENSG00000111676	GENE	115	0	1894
ENSG00000100263	RHBDD3			ENSG00000100263	GENE	115	0	1809
ENSG00000161677	JOSD2			ENSG00000161677	GENE	115	0	2008
ENSG00000112695	COX7A2			ENSG00000112695	GENE	115	2	556
ENSG00000185049	NELFA			ENSG00000185049	GENE	115	0	1659
ENSG00000172534	HCFC1			ENSG00000172534	GENE	115	0	2015
ENSG00000188895	MSL1			ENSG00000188895	GENE	115	1	2866
ENSG00000131828	PDHA1			ENSG00000131828	GENE	115	2	1345
ENSG00000067560	RHOA			ENSG00000067560	GENE	115	0	3554
ENSG00000170759	KIF5B			ENSG00000170759	GENE	115	1	2818
ENSG00000123836	PFKFB2			ENSG00000123836	GENE	115	2	1571
ENSG00000134278	SPIRE1			ENSG00000134278	GENE	115	1	823
ENSG00000128294	TPST2			ENSG00000128294	GENE	115	0	1602
ENSG00000104904	OAZ1			ENSG00000104904	GENE	115	0	1944
ENSG00000185880	TRIM69			ENSG00000185880	GENE	115	2	544
ENSG00000118855	MFSD1			ENSG00000118855	GENE	115	1	1810
ENSG00000135924	DNAJB2			ENSG00000135924	GENE	115	0	3375
ENSG00000136002	ARHGEF4			ENSG00000136002	GENE	115	0	2211
ENSG00000040341	STAU2			ENSG00000040341	GENE	115	1	2874
ENSG00000111652	COPS7A			ENSG00000111652	GENE	115	0	2037
ENSG00000100804	PSMB5			ENSG00000100804	GENE	115	0	1495
ENSG00000257365	FNTB			ENSG00000257365	GENE	115	1	2849
ENSG00000008130	NADK			ENSG00000008130	GENE	115	0	1312
ENSG00000168517	HEXIM2			ENSG00000168517	GENE	115	0	1117
ENSG00000186628	FSD2			ENSG00000186628	GENE	115	2	617
ENSG00000239697	TNFSF12			ENSG00000239697	GENE	115	0	1265
ENSG00000175931	UBE2O			ENSG00000175931	GENE	115	0	1494
ENSG00000129473	BCL2L2			ENSG00000129473	GENE	115	1	2940
ENSG00000162409	PRKAA2			ENSG00000162409	GENE	115	1	2483
ENSG00000183963	SMTN			ENSG00000183963	GENE	115	0	1317
ENSG00000125817	CENPB			ENSG00000125817	GENE	115	0	2105
ENSG00000006451	RALA			ENSG00000006451	GENE	115	1	2926
ENSG00000115685	PPP1R7			ENSG00000115685	GENE	115	1	2972
ENSG00000181031	RPH3AL			ENSG00000181031	GENE	115	2	546
ENSG00000146085	MMUT			ENSG00000146085	GENE	115	1	2542
ENSG00000183576	SETD3			ENSG00000183576	GENE	115	0	3605
ENSG00000204525	HLA-C			ENSG00000204525	GENE	115	0	887
ENSG00000023697	DERA			ENSG00000023697	GENE	115	1	2418
ENSG00000163516	ANKZF1			ENSG00000163516	GENE	115	1	2979
ENSG00000179094	PER1			ENSG00000179094	GENE	115	0	509
ENSG00000133393	CEP20			ENSG00000133393	GENE	115	1	1901
ENSG00000142676	RPL11			ENSG00000142676	GENE	115	0	1139
ENSG00000181418	DDN			ENSG00000181418	GENE	115	0	64
ENSG00000144445	KANSL1L			ENSG00000144445	GENE	115	1	2838
ENSG00000130935	NOL11			ENSG00000130935	GENE	115	1	3125
ENSG00000137221	TJAP1			ENSG00000137221	GENE	115	0	2430
ENSG00000182774	RPS17			ENSG00000182774	GENE	115	0	1910
ENSG00000167548	KMT2D			ENSG00000167548	GENE	115	0	2050
ENSG00000034510	TMSB10			ENSG00000034510	GENE	115	0	764
ENSG00000124374	PAIP2B			ENSG00000124374	GENE	115	2	481
ENSG00000101019	UQCC1			ENSG00000101019	GENE	115	2	1753
ENSG00000138430	OLA1			ENSG00000138430	GENE	115	1	3516
ENSG00000137817	PARP6			ENSG00000137817	GENE	115	0	3253
ENSG00000109686	SH3D19			ENSG00000109686	GENE	115	2	2560
ENSG00000168556	ING2			ENSG00000168556	GENE	115	0	126
ENSG00000133997	MED6			ENSG00000133997	GENE	115	0	2722
ENSG00000154710	RABGEF1			ENSG00000154710	GENE	115	1	3285
ENSG00000161057	PSMC2			ENSG00000161057	GENE	115	1	2962
ENSG00000171862	PTEN			ENSG00000171862	GENE	115	1	1437
ENSG00000179776	CDH5			ENSG00000179776	GENE	115	2	714
ENSG00000104973	MED25			ENSG00000104973	GENE	115	0	2132
ENSG00000139292	LGR5			ENSG00000139292	GENE	115	1	404
ENSG00000180370	PAK2			ENSG00000180370	GENE	115	1	2787
ENSG00000105993	DNAJB6			ENSG00000105993	GENE	115	1	1648
ENSG00000131943	C19orf12			ENSG00000131943	GENE	115	0	418
ENSG00000138449	SLC40A1			ENSG00000138449	GENE	115	1	1307
ENSG00000101193	GID8			ENSG00000101193	GENE	115	1	1753
ENSG00000156482	RPL30			ENSG00000156482	GENE	115	0	2088
ENSG00000168542	COL3A1			ENSG00000168542	GENE	115	2	324
ENSG00000113658	SMAD5			ENSG00000113658	GENE	115	1	1346
ENSG00000184076	UQCR10			ENSG00000184076	GENE	115	0	540
ENSG00000141753	IGFBP4			ENSG00000141753	GENE	115	2	391
ENSG00000010404	IDS			ENSG00000010404	GENE	115	1	1979
ENSG00000141127	PRPSAP2			ENSG00000141127	GENE	115	1	2735
ENSG00000135018	UBQLN1			ENSG00000135018	GENE	115	1	2455
ENSG00000221821	C6orf226			ENSG00000221821	GENE	115	0	1584
ENSG00000166592	RRAD			ENSG00000166592	GENE	115	0	920
ENSG00000113971	NPHP3			ENSG00000113971	GENE	115	1	2704
ENSG00000180818	HOXC10			ENSG00000180818	GENE	115	0	1471
ENSG00000022976	ZNF839			ENSG00000022976	GENE	115	0	1883
ENSG00000169288	MRPL1			ENSG00000169288	GENE	115	1	2212
ENSG00000162402	USP24			ENSG00000162402	GENE	115	1	2426
ENSG00000110237	ARHGEF17			ENSG00000110237	GENE	115	2	836
ENSG00000164164	OTUD4			ENSG00000164164	GENE	115	1	2609
ENSG00000168275	COA6			ENSG00000168275	GENE	115	1	1841
ENSG00000168803	ADAL			ENSG00000168803	GENE	115	1	2114
ENSG00000171033	PKIA			ENSG00000171033	GENE	115	1	2770
ENSG00000162959	MEMO1			ENSG00000162959	GENE	115	1	1821
ENSG00000182973	CNOT10			ENSG00000182973	GENE	115	1	2590
ENSG00000124702	KLHDC3			ENSG00000124702	GENE	115	0	1037
ENSG00000088986	DYNLL1			ENSG00000088986	GENE	115	0	1391
ENSG00000108592	FTSJ3			ENSG00000108592	GENE	115	1	2216
ENSG00000111144	LTA4H			ENSG00000111144	GENE	115	1	3106
ENSG00000121716	PILRB			ENSG00000121716	GENE	115	1	2307
ENSG00000086666	ZFAND6			ENSG00000086666	GENE	115	1	3341
ENSG00000197971	MBP			ENSG00000197971	GENE	115	0	1299
ENSG00000005194	CIAPIN1			ENSG00000005194	GENE	115	2	1080
ENSG00000196227	FAM217B			ENSG00000196227	GENE	115	1	1939
ENSG00000105364	MRPL4			ENSG00000105364	GENE	115	0	1555
ENSG00000109079	TNFAIP1			ENSG00000109079	GENE	115	2	932
ENSG00000278535	DHRS11			ENSG00000278535	GENE	115	2	777
ENSG00000003989	SLC7A2			ENSG00000003989	GENE	115	1	2689
ENSG00000102158	MAGT1			ENSG00000102158	GENE	115	1	2702
ENSG00000177606	JUN			ENSG00000177606	GENE	115	0	1346
ENSG00000074603	DPP8			ENSG00000074603	GENE	115	1	2162
ENSG00000114354	TFG			ENSG00000114354	GENE	115	1	2904
ENSG00000160999	SH2B2			ENSG00000160999	GENE	115	0	1920
ENSG00000136243	NUP42			ENSG00000136243	GENE	115	1	2020
ENSG00000215375	MYL5			ENSG00000215375	GENE	115	0	1106
ENSG00000198840	MT-ND3			ENSG00000198840	GENE	115	2	1706
ENSG00000123200	ZC3H13			ENSG00000123200	GENE	115	1	2982
ENSG00000178988	MRFAP1L1			ENSG00000178988	GENE	115	1	3045
ENSG00000131165	CHMP1A			ENSG00000131165	GENE	115	0	2115
ENSG00000174720	LARP7			ENSG00000174720	GENE	115	1	2864
ENSG00000131779	PEX11B			ENSG00000131779	GENE	115	1	2512
ENSG00000005483	KMT2E			ENSG00000005483	GENE	115	1	2683
ENSG00000109083	IFT20			ENSG00000109083	GENE	115	1	2490
ENSG00000112851	ERBIN			ENSG00000112851	GENE	115	1	2595
ENSG00000012211	PRICKLE3			ENSG00000012211	GENE	115	0	1265
ENSG00000137171	KLC4			ENSG00000137171	GENE	115	0	763
ENSG00000143222	UFC1			ENSG00000143222	GENE	115	0	2100
ENSG00000114126	TFDP2			ENSG00000114126	GENE	115	1	2961
ENSG00000108848	LUC7L3			ENSG00000108848	GENE	115	1	3423
ENSG00000167987	VPS37C			ENSG00000167987	GENE	115	0	1074
ENSG00000134108	ARL8B			ENSG00000134108	GENE	115	1	2723
ENSG00000106211	HSPB1			ENSG00000106211	GENE	115	0	1973
ENSG00000008256	CYTH3			ENSG00000008256	GENE	115	0	642
ENSG00000169813	HNRNPF			ENSG00000169813	GENE	115	0	1373
ENSG00000065526	SPEN			ENSG00000065526	GENE	115	0	680
ENSG00000103510	KAT8			ENSG00000103510	GENE	115	1	2364
ENSG00000198752	CDC42BPB			ENSG00000198752	GENE	115	0	1562
ENSG00000137074	APTX			ENSG00000137074	GENE	115	1	1618
ENSG00000183426	NPIPA1			ENSG00000183426	GENE	115	0	1257
ENSG00000260914	AC026464.4			ENSG00000260914	GENE	115	0	1190
ENSG00000173039	RELA			ENSG00000173039	GENE	115	0	2192
ENSG00000091947	TMEM101			ENSG00000091947	GENE	115	0	2090
ENSG00000176946	THAP4			ENSG00000176946	GENE	115	2	1002
ENSG00000124831	LRRFIP1			ENSG00000124831	GENE	115	0	2236
ENSG00000165914	TTC7B			ENSG00000165914	GENE	115	0	891
ENSG00000141013	GAS8			ENSG00000141013	GENE	115	0	242
ENSG00000171861	MRM3			ENSG00000171861	GENE	115	0	1189
ENSG00000168010	ATG16L2			ENSG00000168010	GENE	115	1	2516
ENSG00000155906	RMND1			ENSG00000155906	GENE	115	1	2241
ENSG00000047849	MAP4			ENSG00000047849	GENE	115	0	1261
ENSG00000136536	MARCHF7			ENSG00000136536	GENE	115	1	2823
ENSG00000136051	WASHC4			ENSG00000136051	GENE	115	1	2450
ENSG00000145675	PIK3R1			ENSG00000145675	GENE	115	2	670
ENSG00000267673	FDX2			ENSG00000267673	GENE	115	0	2095
ENSG00000131043	AAR2			ENSG00000131043	GENE	115	0	1450
ENSG00000185418	TARS3			ENSG00000185418	GENE	115	1	2308
ENSG00000175354	PTPN2			ENSG00000175354	GENE	115	1	2583
ENSG00000100564	PIGH			ENSG00000100564	GENE	115	0	2941
ENSG00000122140	MRPS2			ENSG00000122140	GENE	115	0	998
ENSG00000144320	LNPK			ENSG00000144320	GENE	115	1	2222
ENSG00000139684	ESD			ENSG00000139684	GENE	115	1	2596
ENSG00000135929	CYP27A1			ENSG00000135929	GENE	115	0	538
ENSG00000132405	TBC1D14			ENSG00000132405	GENE	115	1	1662
ENSG00000133574	GIMAP4			ENSG00000133574	GENE	115	2	945
ENSG00000187097	ENTPD5			ENSG00000187097	GENE	115	1	1706
ENSG00000167674	HDGFL2			ENSG00000167674	GENE	115	0	2316
ENSG00000115947	ORC4			ENSG00000115947	GENE	115	1	2828
ENSG00000205323	SARNP			ENSG00000205323	GENE	115	0	2534
ENSG00000221838	AP4M1			ENSG00000221838	GENE	115	1	2944
ENSG00000112651	MRPL2			ENSG00000112651	GENE	115	0	1207
ENSG00000100380	ST13			ENSG00000100380	GENE	115	0	3199
ENSG00000148677	ANKRD1			ENSG00000148677	GENE	115	2	103
ENSG00000105552	BCAT2			ENSG00000105552	GENE	115	2	1002
ENSG00000164823	OSGIN2			ENSG00000164823	GENE	115	1	2286
ENSG00000105443	CYTH2			ENSG00000105443	GENE	115	0	1408
ENSG00000178028	DMAP1			ENSG00000178028	GENE	115	0	2102
ENSG00000104886	PLEKHJ1			ENSG00000104886	GENE	115	0	1790
ENSG00000198218	QRICH1			ENSG00000198218	GENE	115	1	3474
ENSG00000122042	UBL3			ENSG00000122042	GENE	115	1	2637
ENSG00000145979	TBC1D7			ENSG00000145979	GENE	115	2	422
ENSG00000100316	RPL3			ENSG00000100316	GENE	115	0	395
ENSG00000167005	NUDT21			ENSG00000167005	GENE	115	1	2632
ENSG00000002016	RAD52			ENSG00000002016	GENE	115	1	2178
ENSG00000165271	NOL6			ENSG00000165271	GENE	115	0	1267
ENSG00000095906	NUBP2			ENSG00000095906	GENE	115	0	2339
ENSG00000066136	NFYC			ENSG00000066136	GENE	115	1	868
ENSG00000115159	GPD2			ENSG00000115159	GENE	115	1	2579
ENSG00000205339	IPO7			ENSG00000205339	GENE	115	1	2795
ENSG00000149091	DGKZ			ENSG00000149091	GENE	115	0	1470
ENSG00000123983	ACSL3			ENSG00000123983	GENE	115	0	2864
ENSG00000171566	PLRG1			ENSG00000171566	GENE	115	1	2715
ENSG00000099968	BCL2L13			ENSG00000099968	GENE	115	1	685
ENSG00000213928	IRF9			ENSG00000213928	GENE	115	2	187
